Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"F09   Transt mental organico ou sintomatico NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;-;4
"F10   Transt mentais comport dev uso alcool";22;16;45;8;69;5;64;162;137;246;113;114;384;127;181;604;1243;145;360;667;510;171;420;135;95;248;137;6428
"F11   Transt mentais e comport dev uso de opiaceos";-;-;-;-;1;-;-;1;-;-;1;-;1;-;-;1;2;-;1;2;-;2;-;-;1;1;-;14
"F12   Transt mentais comport dev uso canabinoides";-;-;-;-;-;-;-;1;5;-;-;-;-;-;-;3;8;1;2;3;-;-;1;-;-;-;-;24
"F13   Transt mentais comport dev uso sedat hipnot";-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;1;1;-;1;1;-;-;1;-;-;-;1;9
"F14   Transt mentais e comport dev uso da cocaina";-;1;1;-;1;-;-;7;3;1;-;-;-;-;-;7;44;2;14;32;27;10;6;1;3;5;3;168
"F15   Transt ment comp uso outr estim incl cafeina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"F16   Transt mentais comport dev uso alucinogenos";-;-;-;-;1;-;-;2;-;1;-;-;1;-;-;1;6;-;-;3;-;-;-;-;-;-;-;15
"F17   Transt mentais e comport dev uso de fumo";7;-;9;-;35;3;13;63;46;75;37;36;80;34;52;140;266;19;105;179;153;76;107;38;24;70;22;1689
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;1;3;2;-;-;-;-;-;-;1;10
"F19   Transt ment comp mult drog out subst psicoat";4;3;6;-;1;-;4;14;10;10;4;2;2;1;4;18;60;7;53;72;45;9;44;5;7;20;3;408
"F20   Esquizofrenia";2;1;-;-;5;1;2;10;13;27;2;9;12;3;16;27;100;15;59;101;55;25;77;2;12;15;12;603
"F21   Transt esquizotipico";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"F22   Transt delirantes persistentes";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;5
"F23   Transt psicoticos agudos e transitorios";-;-;-;-;-;-;1;1;-;1;-;1;2;-;-;1;1;1;1;2;4;1;2;-;-;1;-;20
"F25   Transt esquizoafetivos";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;4
"F28   Outr transt psicoticos nao-organicos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F29   Psicose nao-organica NE";-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;3;7;2;3;1;2;2;4;-;-;-;-;27
"F30   Episodio maniaco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;3
"F31   Transt afetivo bipolar";2;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;15;-;4;6;1;-;6;1;-;4;-;42
"F32   Episodios depressivos";-;3;1;-;12;1;2;9;14;24;9;10;15;7;11;48;87;5;51;53;44;17;48;3;12;12;3;501
"F33   Transt depressivo recorrente";1;-;1;-;2;-;1;3;4;7;2;5;-;1;-;8;4;-;1;10;15;8;4;1;2;3;-;83
"F34   Transt de humor persistentes";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;4
"F39   Transt do humor NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;-;-;-;-;-;1;-;5
"F40   Transt fobico-ansiosos";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"F41   Outr transt ansiosos";1;-;-;-;-;-;-;-;1;2;-;-;-;2;-;1;15;-;7;3;7;5;10;-;-;1;-;55
"F42   Transt obsessivo-compulsivo";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;3
"F43   Reacoes ao stress grave e transt adaptacao";-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;3;-;1;-;-;-;-;-;8
"F44   Transt dissociativos";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;2;-;-;-;3;-;-;-;1;-;1;-;10
"F45   Transt somatoformes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"F48   Outr transt neuroticos";-;-;-;-;1;-;1;2;-;-;-;-;2;-;-;-;2;-;-;-;-;3;-;-;-;-;-;11
"F50   Transt da alimentacao";-;-;-;-;1;-;-;-;1;3;1;2;1;-;-;3;3;-;3;5;2;-;3;2;-;-;-;30
"F51   Transt nao-organicos sono dev fat emocionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F53   Transt mentais comport assoc puerperio NCOP";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"F54   Fat psicolog comport assoc doenc transt COP";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"F59   Sindr comp ass trans func fisio fat fisic NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F60   Transt especificos da personalidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;-;-;1;-;-;1;-;7
"F70   Retardo mental leve";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;3
"F71   Retardo mental moderado";1;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;1;-;2;-;3;1;-;-;-;-;-;12
"F72   Retardo mental grave";-;-;-;-;1;-;-;-;-;3;-;2;-;-;1;1;-;-;-;-;1;-;-;-;-;-;1;10
"F73   Retardo mental profundo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;-;-;-;-;5
"F79   Retardo mental NE";-;-;-;-;-;-;1;3;2;5;1;1;4;-;2;6;4;-;7;5;1;2;10;-;-;1;3;58
"F80   Transt especificos desenvolv fala linguagem";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;4
"F83   Transt especificos misto do desenvolv";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"F84   Transt globais do desenvolv";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;5;-;5;2;1;5;3;-;-;-;-;25
"F89   Transt do desenvolv psicologico NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2
"F90   Transt hipercineticos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"F91   Disturbios de conduta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;-;-;-;-;-;-;-;-;5
"F98   Outr transt comp emoc c/inicio inf adolesc";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;3
"F99   Transt mental NE em outr parte";-;-;-;-;1;-;4;3;2;7;1;7;2;4;1;23;49;4;27;9;5;1;6;-;1;4;-;161
"G00   Meningite bacter NCOP";3;4;10;2;29;-;2;14;2;28;6;3;24;7;3;47;46;4;58;229;42;24;46;8;10;18;6;675
"G03   Meningite dev outr causas e a causas NE";3;1;7;-;10;1;-;5;4;10;1;7;19;6;1;23;26;-;24;82;13;5;13;1;6;17;1;286
"G04   Encefalite mielite e encefalomielite";3;3;9;2;17;5;4;20;12;24;5;11;22;11;4;36;55;10;29;85;25;11;29;4;9;10;5;460
"G06   Abscesso granuloma intracran intra-raquid";2;-;5;1;5;-;2;6;-;7;4;3;6;3;1;9;10;3;14;43;15;4;5;4;2;3;3;160
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;1;-;8;4;1;1;-;-;3;-;22
"G09   Sequelas doenc inflam sist nerv centr";1;-;-;-;3;-;-;3;-;2;1;-;8;-;2;1;6;1;6;33;8;1;12;2;1;6;-;97
"G10   Doenc de Huntington";1;-;-;-;2;-;-;1;2;2;1;1;2;2;-;7;9;1;10;37;8;8;16;2;2;6;1;121
"G11   Ataxia hereditaria";2;1;1;-;3;-;1;2;5;5;1;1;3;1;3;5;11;2;13;26;9;9;21;-;4;4;3;136
"G12   Atrofia muscular espinal e sindr correlatas";7;6;8;2;29;3;6;21;22;62;12;18;59;13;12;75;213;25;135;413;101;66;98;24;11;46;24;1511
"G20   Doenc de Parkinson";14;11;31;6;71;4;17;60;53;155;55;54;131;31;31;169;473;130;467;1021;298;173;454;61;39;119;70;4198
"G21   Parkinsonismo secund";-;1;-;-;1;1;-;3;-;3;1;2;2;1;-;4;14;1;1;8;3;3;10;2;1;1;-;63
"G23   Outr doenc degenerativas dos ganglios base";-;-;1;-;-;-;-;-;-;4;-;-;-;2;2;3;4;1;2;7;6;2;3;1;-;-;1;39
"G24   Distonia";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;1;1;2;-;-;-;-;-;-;-;-;8
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;2;3;-;12;6;1;3;4;-;-;1;1;36
"G30   Doenc de Alzheimer";76;16;113;21;210;14;44;195;175;842;329;349;732;165;148;780;2353;613;2053;5616;1494;827;2176;245;177;531;300;20594
"G31   Outr doenc degenerativas sist nervoso NCOP";3;-;9;2;30;-;8;9;13;87;16;11;21;5;4;47;109;93;91;449;454;38;980;18;10;19;14;2540
"G35   Esclerose mult";1;1;3;-;11;-;3;11;4;15;1;1;8;4;4;14;30;6;24;97;27;11;33;4;3;14;3;333
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;1;-;-;-;-;-;1;1;-;3;-;-;1;5;-;3;5;2;1;2;-;2;2;-;29
"G37   Outr doenc desmielinizantes sist nerv centr";2;-;1;-;2;-;-;3;1;5;2;3;4;2;1;7;10;3;6;19;6;3;19;2;-;4;-;105
"G40   Epilepsia";24;18;25;6;42;11;14;61;52;122;36;43;126;42;33;169;419;50;169;438;250;92;230;41;50;107;54;2724
"G41   Estado de mal epileptico";2;2;2;-;7;-;3;11;5;17;13;13;17;1;2;18;45;3;23;94;23;5;17;7;4;14;3;351
"G43   Enxaqueca";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;4
"G44   Outr sindr de algias cefalicas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"G45   Acid vasc cerebr isquemicos trans sindr corr";2;-;-;-;11;-;-;12;-;8;4;6;4;-;-;4;5;1;4;70;11;11;2;-;2;3;-;160
"G47   Disturbios do sono";-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;2;3;-;1;3;2;-;2;-;-;3;-;20
"G50   Transt do nervo trigemeo";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"G52   Transt de outr nervos cranianos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;1;-;-;-;-;6
"G54   Transt das raizes e dos plexos nervosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"G58   Outr mononeuropatias";-;-;-;-;2;-;1;-;-;-;1;2;3;1;-;-;1;-;13;5;1;1;3;-;-;-;-;34
"G60   Neuropatia hereditaria e idiopatica";1;1;4;5;5;1;-;5;2;-;-;2;-;2;3;8;4;5;8;14;2;2;2;1;1;3;-;81
"G61   Polineuropatia inflam";-;4;1;-;5;2;1;6;2;7;3;5;11;2;4;11;13;1;24;54;13;8;13;5;4;12;3;214
"G62   Outr polineuropatias";3;3;16;1;10;2;2;3;13;4;5;6;6;2;7;37;27;18;57;63;17;3;8;1;12;12;4;342
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;5
"G70   Miastenia gravis outr transt neuromusculares";2;-;4;-;4;-;1;3;2;6;1;4;2;3;1;10;15;1;21;45;11;5;12;2;4;5;5;169
"G71   Transt prim dos musculos";2;1;5;1;5;1;4;4;5;22;8;3;9;2;1;17;54;12;29;93;36;18;23;7;4;14;6;386
"G72   Outr miopatias";1;-;-;-;2;1;-;-;1;3;-;-;1;1;-;3;4;-;6;7;1;1;2;-;1;1;-;36
"G80   Paralisia cerebral";9;3;27;2;45;1;16;57;36;72;16;19;64;28;14;103;223;27;63;279;154;46;80;32;19;34;23;1492
"G81   Hemiplegia";-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;1;1;-;1;1;1;1;1;-;-;-;-;10
"G82   Paraplegia e tetraplegia";3;-;1;-;9;-;2;4;2;7;1;1;6;-;1;11;9;3;11;22;6;6;13;-;2;8;2;130
"G83   Outr sindr paraliticas";-;-;-;-;-;-;-;1;-;1;1;-;4;-;-;2;1;-;-;10;-;2;2;-;-;1;1;26
"G90   Transt do sist nervoso autonomo";1;1;1;-;4;-;1;1;2;7;7;1;5;4;-;3;15;-;6;28;3;3;4;2;-;6;1;106
"G91   Hidrocefalia";9;5;11;3;27;8;9;27;17;32;10;30;33;13;10;76;74;17;58;176;43;20;32;9;11;19;12;791
"G92   Encefalopatia toxica";-;-;-;-;2;1;-;2;-;10;-;5;-;2;-;2;13;1;1;15;1;2;-;-;-;-;1;58
"G93   Outr transt do encefalo";14;5;24;2;53;15;10;87;34;156;23;45;83;28;14;127;265;35;191;694;90;67;57;24;23;52;16;2234
"G95   Outr doenc da medula espinal";1;-;2;2;2;-;-;4;3;2;-;1;5;2;-;4;7;-;11;28;3;7;7;3;2;2;2;100
"G96   Outr transt do sist nervoso central";1;-;1;1;-;-;1;1;2;-;-;-;1;1;-;6;12;3;6;14;10;1;3;1;1;2;-;68
"G98   Outr transt do sist nervoso NCOP";-;-;-;1;-;-;-;1;1;2;-;1;2;-;-;2;6;-;23;25;1;1;4;-;-;-;-;70
"H05   Transt da orbita";-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;-;-;-;1;1;-;-;-;-;-;-;-;6
"H35   Outr transt da retina";-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"H44   Transt do globo ocular";1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;2;4;-;-;-;-;-;-;-;10
"H54   Cegueira e visao subnormal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"H57   Outr transt do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"H60   Otite externa";-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;1;1;-;1;2;-;-;-;-;-;-;-;9
"H65   Otite media nao-supurativa";-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;6
"H66   Otite media supurativa e as NE";-;-;1;-;4;-;-;2;3;3;2;2;4;1;2;2;11;3;17;16;5;1;-;1;3;2;-;85
"H70   Mastoidite e afeccoes correlatas";-;-;1;-;4;1;-;3;1;3;1;1;1;-;-;1;7;2;9;11;-;1;4;-;2;-;-;53
"H72   Perfuracao da membrana do timpano";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"H81   Transt da funcao vestibular";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"H83   Outr transt do ouvido interno";1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;3;-;2;3;-;-;-;-;-;-;-;12
"H90   Perda audicao transt conducao neuro-sens";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I00   Febre reumatica s/mencao de compr do coracao";-;1;1;-;-;-;1;1;1;4;2;2;2;-;2;3;3;-;4;3;1;-;-;-;1;-;1;33
"I01   Febre reumatica c/compr do coracao";1;-;2;-;2;1;-;2;1;6;3;-;6;4;-;16;6;3;5;13;1;1;4;-;1;3;1;82
"I02   Coreia reumatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;-;-;-;-;-;-;-;6
"I05   Doenc reumaticas da valva mitral";8;2;8;2;20;2;2;4;5;39;18;13;42;19;22;50;165;52;87;224;84;37;30;5;18;66;10;1034
"I06   Doenc reumaticas da valva aortica";-;-;2;1;3;-;2;1;5;3;1;1;8;1;-;4;3;8;6;23;4;6;13;-;-;4;2;101
"I07   Doenc reumaticas da valva tricuspide";1;1;-;-;1;-;1;4;1;7;1;2;3;1;-;9;7;2;7;16;7;6;3;-;3;5;1;89
"I08   Doenc de mult valvas";5;1;4;1;10;1;6;21;7;24;5;7;34;25;6;31;61;18;26;125;53;27;36;15;6;24;12;591
"I09   Outr doenc reumaticas do coracao";-;-;4;-;-;-;-;5;-;-;9;7;35;4;8;30;31;2;37;21;4;4;5;1;-;2;9;218
"I10   Hipertensao essencial";156;35;218;30;703;57;169;874;538;1052;318;631;941;595;377;2279;4294;263;4104;3183;1759;708;1147;193;302;691;195;25812
"I11   Doenc cardiaca hipertensiva";134;88;228;28;500;32;231;746;684;682;495;444;1125;395;192;1458;1445;603;1497;4121;1185;663;1553;495;384;500;120;20028
"I12   Doenc renal hipertensiva";41;16;86;26;118;10;49;108;65;111;64;73;144;65;44;376;447;114;620;971;254;122;264;105;83;127;60;4563
"I13   Doenc cardiaca e renal hipertensiva";18;13;44;9;64;5;29;58;30;50;34;40;134;16;20;118;239;80;185;865;189;101;257;46;63;71;23;2801
"I15   Hipertensao secund";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"I20   Angina pectoris";2;1;5;-;11;3;2;6;5;39;8;5;15;3;2;20;82;9;48;126;53;24;139;5;8;22;8;651
"I21   Infarto agudo do miocardio";612;284;747;167;2655;181;631;3085;1665;4523;1894;2382;5526;1498;729;5019;6729;1964;10861;23109;4658;2764;5294;1669;1229;2657;740;93272
"I22   Infarto do miocardio recorrente";-;1;2;-;28;1;2;21;5;67;3;9;3;2;1;5;9;1;4;22;12;12;5;1;1;6;-;223
"I23   Alg complic atuais subs infarto agud miocard";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I24   Outr doenc isquemicas agudas do coracao";8;4;27;10;59;15;9;18;42;85;25;68;62;68;31;155;346;43;214;840;231;69;44;46;10;52;21;2602
"I25   Doenc isquemica cronica do coracao";48;8;80;10;165;10;59;193;187;624;272;284;913;227;97;687;1280;415;1550;6481;994;814;1871;151;163;708;281;18572
"I26   Embolia pulmonar";15;9;20;1;86;9;17;94;55;236;46;111;330;93;22;319;694;66;514;2914;272;292;276;57;61;207;24;6840
"I27   Outr form de doenc cardiaca pulmonar";15;13;14;-;41;2;7;72;20;52;21;39;34;31;7;79;158;14;89;272;71;40;53;19;15;48;6;1232
"I28   Outr doenc dos vasos pulmonares";1;-;-;-;3;1;-;1;1;3;1;2;1;1;-;5;10;1;2;16;-;1;2;3;2;2;-;59
"I30   Pericardite aguda";1;1;-;-;4;1;1;2;-;3;1;2;11;2;-;5;6;4;5;39;6;-;3;1;-;1;-;99
"I31   Outr doenc do pericardio";3;1;3;-;7;2;-;15;6;24;8;6;22;11;2;36;41;8;94;144;18;8;17;3;10;13;5;507
"I33   Endocardite aguda e subaguda";3;2;7;1;15;2;4;5;6;34;10;9;45;12;5;51;102;20;105;266;43;44;76;30;6;15;12;930
"I34   Transt nao-reumaticos da valva mitral";5;1;10;3;37;2;11;8;13;73;19;7;65;16;9;54;88;16;85;356;92;55;103;31;23;43;11;1236
"I35   Transt nao-reumaticos da valva aortica";17;-;28;3;53;2;7;22;15;94;36;21;103;30;18;76;258;75;214;738;206;151;313;47;25;69;24;2645
"I36   Transt nao-reumaticos da valva tricuspide";2;-;-;-;1;-;-;1;-;8;1;-;3;-;-;-;6;1;-;13;2;2;6;-;1;2;-;49
"I37   Transt da valva pulmonar";-;-;-;-;2;-;1;1;-;3;1;1;1;1;-;4;2;-;1;4;-;2;1;-;-;2;-;27
"I38   Endocardite de valva NE";4;4;13;-;10;3;7;7;21;30;13;15;43;20;4;47;129;13;110;207;45;21;52;5;13;48;9;893
"I40   Miocardite aguda";3;-;1;-;4;-;-;1;1;6;2;2;1;1;1;5;9;8;4;39;13;5;4;-;6;1;1;118
"I42   Cardiomiopatias";22;13;48;44;181;18;55;175;124;665;99;301;431;207;75;362;883;188;1759;5146;434;306;401;138;107;385;84;12651
"I44   Bloqueio atrioventricular e do ramo esquerdo";7;1;13;1;26;-;1;15;15;57;10;20;43;15;19;81;138;17;130;274;46;22;49;14;12;37;4;1067
"I45   Outr transt de conducao";-;-;1;-;1;-;-;1;1;2;1;1;3;2;1;6;9;2;9;4;3;2;25;-;3;6;-;83
"I46   Parada cardiaca";43;4;18;-;72;3;17;76;25;162;14;61;24;6;-;38;172;6;126;193;112;47;61;7;18;58;9;1372
"I47   Taquicardia paroxistica";2;1;2;3;15;-;4;5;9;14;5;7;2;5;4;37;57;5;38;93;26;11;32;3;2;19;2;403
"I48   Flutter e fibrilacao atrial";34;10;28;10;52;1;33;43;19;126;43;38;124;20;33;286;571;91;487;1069;378;192;421;59;102;147;51;4468
"I49   Outr arritmias cardiacas";18;6;25;2;79;3;20;35;51;85;30;50;58;31;26;204;538;39;396;1023;213;105;196;68;58;211;26;3596
"I50   Insuf cardiaca";199;75;238;32;721;45;110;766;428;1095;382;698;817;370;158;1914;3550;194;2827;6401;1518;967;1623;127;317;809;101;26482
"I51   Complic cardiopatias doenc cardiacas mal def";28;6;25;1;89;7;12;87;32;133;31;45;274;38;29;503;576;20;654;830;166;105;159;21;28;91;13;4003
"I60   Hemorragia subaracnoide";43;21;67;10;107;13;29;148;86;275;63;112;280;68;26;292;517;101;456;1759;325;153;260;109;60;184;82;5646
"I61   Hemorragia intracerebral";98;52;214;53;516;28;111;479;232;582;251;340;927;174;154;815;1438;321;1716;3699;700;365;1087;267;192;481;150;15442
"I62   Outr hemorragias intracranianas nao-traum";10;3;11;-;31;2;7;31;18;128;18;4;47;7;10;65;192;16;194;345;92;44;69;18;25;36;17;1440
"I63   Infarto cerebral";8;32;9;71;710;2;177;77;13;272;129;21;65;136;4;93;167;343;122;3484;867;462;2095;389;224;247;262;10481
"I64   Acid vasc cerebr NE como hemorrag isquemico";177;79;363;26;1453;139;167;1795;838;1737;449;781;1057;885;326;3688;3681;495;3493;5543;2231;932;1888;304;322;646;140;33635
"I67   Outr doenc cerebrovasculares";135;65;225;4;175;33;12;429;534;570;261;337;1236;151;242;1011;2065;276;2480;2883;362;308;162;20;104;599;88;14767
"I69   Sequelas de doenc cerebrovasculares";106;41;243;18;430;31;148;485;319;901;250;375;1146;447;225;973;1573;443;1105;3878;1654;633;1741;283;230;528;287;18493
"I70   Aterosclerose";-;1;6;1;10;-;1;16;22;22;8;24;64;23;3;46;48;50;54;530;44;40;55;12;15;17;18;1130
"I71   Aneurisma e disseccao da aorta";19;10;55;8;83;11;44;123;41;287;114;87;429;66;31;225;581;211;512;3070;343;313;463;99;117;298;94;7734
"I72   Outr aneurismas";2;-;3;1;14;1;3;17;11;11;6;4;17;8;2;29;81;10;51;140;40;15;33;3;10;19;12;543
"I73   Outr doenc vasculares perifericas";13;-;15;1;15;1;14;43;15;157;26;38;162;16;10;194;269;64;322;434;150;65;184;10;23;47;15;2303
"I74   Embolia e trombose arteriais";4;-;10;-;17;3;10;13;25;49;11;15;21;18;8;71;224;17;125;541;109;55;110;30;18;50;13;1567
"I77   Outr afeccoes das arterias e arteriolas";3;-;1;-;13;-;3;5;6;46;6;3;36;4;39;34;79;8;99;186;22;14;39;7;5;28;3;689
"I78   Doenc dos capilares";1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;5;3;-;4;9;1;3;-;-;-;-;-;28
"I80   Flebite e tromboflebite";2;1;13;-;20;2;7;45;24;89;53;17;154;39;13;91;208;70;242;471;111;32;120;18;15;70;17;1944
"I81   Trombose da veia porta";1;-;3;-;2;-;-;5;2;5;2;-;5;3;1;3;14;1;4;31;10;3;3;1;1;3;1;104
"I82   Outr embolia e trombose venosas";2;-;3;3;17;2;1;9;6;21;6;12;13;8;1;33;51;4;30;97;31;16;34;7;6;22;1;436
"I83   Varizes dos membros infer";2;-;1;-;11;1;2;1;2;8;5;11;21;7;7;23;41;26;42;114;32;21;70;10;9;6;5;478
"I84   Hemorroidas";1;-;-;-;2;-;-;2;1;1;1;-;2;-;-;2;2;-;1;1;2;2;3;1;1;-;-;25
"I85   Varizes esofagianas";4;2;4;2;13;-;5;18;9;23;3;22;37;18;9;58;63;10;61;126;27;12;23;8;10;19;3;589
"I86   Varizes de outr localiz";1;-;-;-;4;-;2;2;2;1;3;1;3;1;-;2;2;-;7;17;2;5;3;-;1;3;1;63
"I87   Outr transt das veias";2;-;1;2;5;1;-;9;4;8;2;7;10;4;6;19;32;9;40;79;33;7;13;6;4;6;2;311
"I88   Linfadenite inespecifica";-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;2;2;2;-;-;-;-;-;-;9
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;1;-;2;2;-;6;7;10;40;2;3;4;9;3;7;33;3;12;4;-;1;1;-;150
"I95   Hipotensao";-;1;2;-;19;-;3;25;13;23;6;4;5;4;3;14;22;-;30;18;2;3;1;1;4;1;1;205
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;2;-;-;2;-;2;2;5;3;1;1;9;30;1;13;37;3;-;4;-;-;2;1;118
"J00   Nasofaringite aguda";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"J01   Sinusite aguda";-;-;-;-;-;-;-;2;-;1;-;1;-;1;-;1;5;-;2;3;-;-;2;1;1;-;1;21
"J02   Faringite aguda";-;-;-;-;2;1;1;-;1;2;-;-;2;-;-;1;-;-;1;4;1;1;-;-;-;-;-;17
"J03   Amigdalite aguda";-;-;-;-;2;-;1;1;-;3;-;-;-;1;-;-;3;-;3;6;2;1;1;1;-;3;-;28
"J04   Laringite e traqueite agudas";-;-;2;-;5;1;-;-;-;-;-;-;-;-;3;2;8;1;3;13;-;1;-;-;1;1;1;42
"J05   Laringite obstrutiva aguda e epiglotite";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"J06   Infecc agudas vias aereas super loc mult NE";-;1;2;1;6;-;2;5;8;14;3;3;24;2;3;16;9;2;5;27;7;5;3;3;2;4;2;159
"J09   Influenza A (H1N1)";-;-;-;-;2;-;2;3;16;1;5;-;1;1;-;9;5;21;4;147;49;20;34;23;1;49;6;399
"J10   Influenza dev outro virus influenza ident";1;-;1;3;2;-;1;6;-;21;2;1;10;1;5;1;42;1;5;103;37;17;25;-;7;6;2;300
"J11   Influenza dev virus nao identificado";3;6;10;12;25;-;7;19;23;40;10;4;15;2;10;22;27;8;11;129;32;12;60;9;6;13;1;516
