Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"F06   Outr transt ment lesao disf cereb doenc fis";-;-;-;-;2;-;-;1;-;1;-;-;-;1;-;4;1;1;1;1;-;1;1;-;-;-;-;15
"F07   Transt pers comport dev doen lesao disf cer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
"F09   Transt mental organico ou sintomatico NE";-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;1;-;-;-;-;1;-;-;6
"F10   Transt mentais comport dev uso alcool";32;17;64;7;88;8;93;180;141;383;114;141;748;178;172;890;1363;334;505;1162;775;202;527;75;150;338;143;8830
"F11   Transt mentais e comport dev uso de opiaceos";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;4;-;2;2;4;-;-;-;1;-;1;16
"F12   Transt mentais comport dev uso canabinoides";-;-;1;-;-;-;-;1;-;-;-;-;3;1;-;1;14;2;1;2;-;-;-;-;-;-;2;28
"F13   Transt mentais comport dev uso sedat hipnot";-;-;-;-;-;-;-;-;-;2;-;2;1;-;-;2;3;1;1;3;1;1;2;-;-;-;-;19
"F14   Transt mentais e comport dev uso da cocaina";1;1;-;-;3;-;1;1;2;1;-;1;2;1;-;7;51;7;19;61;29;6;27;-;5;4;8;238
"F15   Transt ment comp uso outr estim incl cafeina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2
"F16   Transt mentais comport dev uso alucinogenos";-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;1;2;1;-;1;-;-;-;-;13
"F17   Transt mentais e comport dev uso de fumo";9;-;9;2;43;5;14;70;57;117;47;65;367;53;64;192;334;18;137;329;179;80;121;12;44;93;20;2481
"F18   Transt mentais comport dev uso solv volateis";1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;3;-;5;1;-;-;2;-;-;-;-;16
"F19   Transt ment comp mult drog out subst psicoat";4;3;9;-;12;1;3;20;9;11;1;2;9;4;2;25;59;13;67;160;57;10;60;6;7;27;9;590
"F20   Esquizofrenia";8;2;10;-;14;-;3;15;16;41;8;14;28;7;14;48;153;11;99;209;110;37;124;3;15;23;11;1023
"F21   Transt esquizotipico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;-;-;-;4
"F22   Transt delirantes persistentes";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;5
"F23   Transt psicoticos agudos e transitorios";1;1;-;-;-;-;2;-;-;1;-;1;1;-;1;1;6;1;5;4;3;2;-;-;-;-;1;31
"F25   Transt esquizoafetivos";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2;-;2;2;3;-;1;-;-;-;-;12
"F29   Psicose nao-organica NE";-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;2;5;1;2;4;1;1;1;-;-;-;-;20
"F30   Episodio maniaco";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"F31   Transt afetivo bipolar";-;-;-;-;1;-;-;3;1;8;1;1;2;1;2;5;19;2;6;12;5;5;13;-;-;4;1;92
"F32   Episodios depressivos";1;2;7;-;14;1;6;14;10;36;6;19;36;18;9;65;133;8;62;85;61;37;43;5;19;20;6;723
"F33   Transt depressivo recorrente";1;-;-;-;2;-;1;5;-;8;2;2;8;1;-;4;8;2;-;17;8;5;11;2;1;2;-;90
"F34   Transt de humor persistentes";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;3
"F39   Transt do humor NE";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;1;-;-;4
"F40   Transt fobico-ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;1;-;-;-;1;5
"F41   Outr transt ansiosos";-;-;2;-;4;-;1;2;1;9;-;1;2;4;-;6;14;1;5;13;5;1;7;-;3;4;-;85
"F42   Transt obsessivo-compulsivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;3
"F43   Reacoes ao stress grave e transt adaptacao";-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"F44   Transt dissociativos";-;1;-;-;-;1;-;2;-;1;-;-;1;-;-;3;1;-;2;1;1;-;-;-;-;-;-;14
"F45   Transt somatoformes";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;3
"F48   Outr transt neuroticos";-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;-;-;-;-;7
"F50   Transt da alimentacao";-;-;-;-;8;-;-;4;-;3;1;2;3;-;-;1;3;-;1;5;3;-;3;1;2;2;-;42
"F51   Transt nao-organicos sono dev fat emocionais";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"F53   Transt mentais comport assoc puerperio NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F59   Sindr comp ass trans func fisio fat fisic NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"F60   Transt especificos da personalidade";-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;2;4;-;1;2;1;1;-;-;1;-;-;16
"F70   Retardo mental leve";-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;1;-;2;-;-;-;-;7
"F71   Retardo mental moderado";-;-;-;-;1;-;1;1;-;2;-;-;-;1;1;2;-;-;-;4;2;-;2;-;-;-;-;17
"F72   Retardo mental grave";1;-;-;-;1;-;-;1;1;1;-;-;1;1;-;1;-;-;1;1;1;-;3;-;-;-;-;14
"F73   Retardo mental profundo";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"F79   Retardo mental NE";-;-;1;-;-;-;-;2;1;1;-;-;4;3;5;13;6;1;8;5;5;1;8;-;-;2;-;66
"F80   Transt especificos desenvolv fala linguagem";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;1;1;-;-;-;-;1;-;7
"F84   Transt globais do desenvolv";-;-;1;-;-;-;-;-;-;3;2;1;-;1;-;5;7;2;8;15;4;3;5;-;1;2;-;60
"F89   Transt do desenvolv psicologico NE";-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;5
"F90   Transt hipercineticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"F91   Disturbios de conduta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
"F94   Transt func soc c/inicio infancia adolesc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
"F98   Outr transt comp emoc c/inicio inf adolesc";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"F99   Transt mental NE em outr parte";2;-;-;-;2;-;2;4;-;5;1;11;28;3;2;30;45;5;34;9;8;2;2;-;1;2;-;198
"G00   Meningite bacter NCOP";1;1;5;-;9;-;3;10;4;13;10;4;10;1;3;15;31;8;22;119;31;22;22;2;5;15;3;369
"G03   Meningite dev outr causas e a causas NE";1;1;7;1;8;2;1;4;4;5;1;3;10;3;2;12;18;4;17;55;17;3;12;1;2;9;2;205
"G04   Encefalite mielite e encefalomielite";-;3;6;3;21;2;1;14;12;29;3;11;28;7;7;31;40;6;41;110;20;11;22;6;5;17;8;464
"G06   Abscesso granuloma intracran intra-raquid";-;2;3;-;3;-;2;2;4;2;3;7;8;2;1;8;10;4;16;30;12;7;9;5;2;3;1;146
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;1;4;1;1;1;-;-;-;1;-;13
"G09   Sequelas doenc inflam sist nerv centr";1;-;-;-;3;-;-;-;2;3;-;-;3;1;1;4;13;4;5;24;6;2;9;1;-;5;-;87
"G10   Doenc de Huntington";1;-;1;-;1;-;-;4;1;6;2;2;5;4;2;10;17;7;18;52;9;17;13;3;4;8;2;189
"G11   Ataxia hereditaria";1;1;1;-;5;-;1;4;6;5;1;1;12;3;2;14;9;1;10;32;10;7;30;3;3;7;2;171
"G12   Atrofia muscular espinal e sindr correlatas";7;3;9;1;37;4;6;30;25;61;25;19;65;13;13;93;229;34;148;495;119;83;129;28;22;61;32;1791
"G20   Doenc de Parkinson";15;5;42;3;91;5;16;60;65;177;58;71;210;37;46;267;560;143;461;1239;321;185;534;53;50;139;78;4931
"G21   Parkinsonismo secund";4;-;-;-;4;-;1;1;1;10;2;3;1;1;1;8;21;1;5;31;5;7;8;-;3;3;1;122
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;-;-;3;1;1;10;-;1;-;2;-;4;12;-;7;20;8;5;9;1;2;1;1;88
"G24   Distonia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;2;1;-;2;-;-;-;-;9
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;1;-;-;-;1;2;-;-;1;-;-;1;3;1;2;6;3;-;-;-;-;2;1;24
"G30   Doenc de Alzheimer";78;15;156;10;352;25;77;292;262;1168;413;524;1012;196;218;1134;3028;802;2218;6844;1754;1035;2423;279;250;687;290;25542
"G31   Outr doenc degenerativas sist nervoso NCOP";4;2;4;-;27;4;11;15;12;278;9;15;33;11;8;46;90;104;93;733;677;78;1092;17;20;36;18;3437
"G35   Esclerose mult";4;-;-;1;3;-;1;4;3;7;5;4;10;2;5;15;27;7;33;87;25;8;34;5;11;11;2;314
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;1;-;4;2;1;1;1;1;-;3;2;20
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;1;-;5;-;-;-;-;4;1;3;6;-;2;7;13;1;9;27;11;2;8;1;-;2;4;107
"G40   Epilepsia";20;12;46;6;79;8;36;69;62;150;42;82;215;59;34;277;539;82;265;662;270;111;228;41;65;131;59;3650
"G41   Estado de mal epileptico";3;2;8;2;6;1;1;10;9;26;16;3;32;6;3;23;71;8;29;128;49;21;18;13;2;20;8;518
"G44   Outr sindr de algias cefalicas";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"G45   Acid vasc cerebr isquemicos trans sindr corr";9;3;-;-;43;-;5;35;24;55;4;10;4;10;-;12;26;-;1;72;6;4;21;4;8;4;-;360
"G46   Sindr vasc cerebr q ocorr doenc cerebrovasc";-;-;-;-;2;-;-;-;-;1;1;-;1;-;-;-;2;-;-;4;-;-;-;-;-;-;-;11
"G47   Disturbios do sono";-;-;-;-;-;-;-;-;1;2;-;1;1;-;2;3;6;1;2;7;5;1;3;-;-;2;1;38
"G50   Transt do nervo trigemeo";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"G52   Transt de outr nervos cranianos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
"G54   Transt das raizes e dos plexos nervosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G58   Outr mononeuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;3;15;4;1;-;-;-;-;-;-;27
"G60   Neuropatia hereditaria e idiopatica";-;-;3;9;3;-;-;3;-;1;-;1;4;1;-;12;10;3;9;11;9;1;4;1;1;2;-;88
"G61   Polineuropatia inflam";3;-;2;-;11;3;1;6;-;10;3;6;13;5;3;12;27;4;26;59;19;7;10;1;4;12;7;254
"G62   Outr polineuropatias";4;-;11;1;13;-;-;1;9;4;6;6;3;-;2;31;28;5;69;59;12;6;10;6;6;13;3;308
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;-;-;-;-;-;-;-;1;-;6
"G70   Miastenia gravis outr transt neuromusculares";-;-;1;-;4;-;2;6;-;6;2;3;11;4;3;6;29;3;18;50;14;5;7;-;3;5;4;186
"G71   Transt prim dos musculos";3;3;1;-;5;2;2;6;4;24;9;5;17;4;4;17;51;9;19;94;28;24;26;4;4;10;9;384
"G72   Outr miopatias";-;-;-;-;1;-;1;-;-;3;1;-;1;2;-;2;5;2;-;13;4;2;2;-;-;4;-;43
"G80   Paralisia cerebral";7;5;34;2;42;4;13;47;20;56;17;12;59;22;17;98;158;16;61;284;121;52;74;32;10;46;20;1329
"G81   Hemiplegia";-;-;1;-;1;-;-;-;-;2;-;-;-;-;1;-;1;-;1;1;1;-;-;-;-;-;-;9
"G82   Paraplegia e tetraplegia";2;1;2;-;3;-;3;1;3;13;4;1;6;-;2;9;16;2;8;24;6;3;3;1;1;2;1;117
"G83   Outr sindr paraliticas";1;-;-;-;-;-;1;-;-;1;1;-;-;-;-;2;4;-;1;4;1;1;-;-;-;2;-;19
"G90   Transt do sist nervoso autonomo";4;4;2;1;19;1;7;16;9;53;26;21;36;4;8;42;53;6;13;177;39;23;17;9;8;43;10;651
"G91   Hidrocefalia";12;7;8;3;30;5;12;22;18;36;11;18;43;16;14;71;97;21;73;168;63;19;22;7;9;35;10;850
"G92   Encefalopatia toxica";1;-;1;-;3;-;-;3;1;9;-;1;2;1;1;6;11;1;1;12;-;1;4;-;1;3;1;64
"G93   Outr transt do encefalo";17;10;31;7;70;11;8;79;49;125;35;31;99;21;23;132;266;48;172;634;129;72;67;25;26;61;18;2266
"G95   Outr doenc da medula espinal";1;-;-;-;2;1;1;2;-;6;5;1;3;1;2;7;16;-;9;23;2;3;4;-;2;-;1;92
"G96   Outr transt do sist nervoso central";2;-;4;2;3;1;2;7;-;6;2;3;5;1;-;12;28;4;12;29;8;8;8;2;-;5;-;154
"G97   Transt pos-proced do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G98   Outr transt do sist nervoso NCOP";-;-;1;-;1;-;-;1;3;2;1;-;5;-;-;3;7;9;15;11;1;2;2;-;-;-;-;64
"H05   Transt da orbita";-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;5
"H35   Outr transt da retina";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"H44   Transt do globo ocular";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;1;6;-;-;-;-;-;-;-;11
"H54   Cegueira e visao subnormal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"H57   Outr transt do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;5
"H60   Otite externa";1;-;-;-;1;-;1;-;-;1;1;-;1;-;-;-;1;1;-;4;1;1;-;-;-;-;-;14
"H65   Otite media nao-supurativa";-;-;1;1;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;1;1;-;-;-;8
"H66   Otite media supurativa e as NE";-;1;-;-;2;-;-;2;1;3;2;1;5;3;1;6;5;2;11;19;-;2;1;1;1;-;-;69
"H70   Mastoidite e afeccoes correlatas";1;1;1;-;3;-;-;1;-;4;-;-;1;2;1;1;2;2;4;10;2;2;2;-;1;1;-;42
"H71   Colesteatoma do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"H72   Perfuracao da membrana do timpano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"H74   Outr transt do ouvido medio e da mastoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2
"H81   Transt da funcao vestibular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;3
"H83   Outr transt do ouvido interno";-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;1;3;-;1;1;3;1;1;-;-;-;-;15
"H92   Otalgia e secrecao auditiva";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I00   Febre reumatica s/mencao de compr do coracao";1;-;1;-;2;-;1;1;-;-;-;3;2;2;2;3;5;-;3;2;-;1;1;-;-;-;1;31
"I01   Febre reumatica c/compr do coracao";-;-;1;-;1;-;3;7;5;14;8;4;11;1;3;15;10;2;10;13;4;1;3;3;4;2;9;134
"I02   Coreia reumatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;-;-;4
"I05   Doenc reumaticas da valva mitral";6;2;6;2;35;-;10;16;15;38;16;19;48;18;13;52;155;32;68;207;84;36;62;8;17;59;20;1044
"I06   Doenc reumaticas da valva aortica";-;-;1;-;6;-;-;2;5;2;1;-;6;1;-;2;11;2;2;15;2;2;3;-;2;2;1;68
"I07   Doenc reumaticas da valva tricuspide";1;1;-;-;3;-;1;2;-;7;1;1;5;2;-;5;1;1;8;12;2;4;9;-;2;4;-;72
"I08   Doenc de mult valvas";9;1;7;-;20;4;7;20;12;41;9;9;36;14;21;50;98;16;37;167;66;39;41;9;10;28;12;783
"I09   Outr doenc reumaticas do coracao";-;-;1;-;2;-;1;2;1;6;3;4;29;2;4;24;29;3;16;14;1;-;10;4;1;3;4;164
"I10   Hipertensao essencial";266;75;456;29;795;81;264;1105;775;1606;450;1056;2685;840;536;3649;5779;250;6166;5917;2523;1245;1484;257;511;990;176;39966
"I11   Doenc cardiaca hipertensiva";102;40;189;26;464;30;191;699;607;760;485;534;883;351;174;1434;1534;882;1466;4792;1306;720;1604;450;383;683;107;20896
"I12   Doenc renal hipertensiva";40;14;66;10;166;21;63;118;91;114;49;85;173;92;39;406;486;184;564;1132;306;137;284;67;81;145;75;5008
"I13   Doenc cardiaca e renal hipertensiva";11;9;51;8;48;4;23;70;29;65;51;41;86;18;9;148;241;90;176;773;221;67;194;38;56;90;36;2653
"I15   Hipertensao secund";-;-;-;-;-;-;-;2;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"I20   Angina pectoris";3;-;3;-;14;-;-;8;6;35;-;17;20;20;3;29;85;9;72;102;59;28;66;4;8;23;-;614
"I21   Infarto agudo do miocardio";596;231;936;230;3158;187;733;3283;1805;4011;1824;2310;4167;1556;843;5845;7174;2069;10011;25119;4747;2761;5176;1870;1277;3068;825;95812
"I22   Infarto do miocardio recorrente";3;-;2;1;6;-;1;8;2;20;1;4;4;2;-;2;12;-;6;22;6;1;1;-;-;4;-;108
"I24   Outr doenc isquemicas agudas do coracao";9;9;38;7;59;12;7;38;32;121;65;189;125;79;43;205;330;49;202;893;155;53;55;77;15;118;20;3005
"I25   Doenc isquemica cronica do coracao";52;7;106;10;174;16;58;247;240;558;651;254;736;166;81;506;1093;498;1113;4527;928;905;1995;161;147;627;294;16150
"I26   Embolia pulmonar";29;11;21;8;98;8;23;149;53;280;78;127;213;73;31;391;691;71;601;2596;348;441;256;89;66;261;51;7064
"I27   Outr form de doenc cardiaca pulmonar";8;9;22;3;37;6;4;55;20;32;42;21;37;17;14;98;131;23;66;266;64;43;71;9;20;38;7;1163
"I28   Outr doenc dos vasos pulmonares";1;-;2;-;2;-;-;2;-;3;1;-;2;2;-;3;11;-;3;14;3;-;2;-;1;3;1;56
"I30   Pericardite aguda";1;-;-;-;4;-;3;1;1;7;1;1;3;1;-;4;6;4;2;19;3;4;3;-;1;1;-;70
"I31   Outr doenc do pericardio";5;1;7;-;14;2;1;13;9;23;8;8;11;10;4;31;47;9;71;150;30;7;25;11;7;27;4;535
"I33   Endocardite aguda e subaguda";6;-;5;2;10;2;2;9;13;53;16;12;32;7;12;46;92;35;93;270;66;61;96;13;6;28;15;1002
"I34   Transt nao-reumaticos da valva mitral";5;2;13;-;28;-;12;22;7;35;14;9;49;21;6;43;69;19;73;263;76;34;78;17;15;42;18;970
"I35   Transt nao-reumaticos da valva aortica";16;2;29;4;55;7;11;28;16;68;30;44;122;20;9;89;282;65;215;694;197;149;293;32;30;60;41;2608
"I36   Transt nao-reumaticos da valva tricuspide";-;1;-;-;-;-;-;2;-;2;-;-;3;2;-;1;3;3;2;8;3;3;3;-;1;1;1;39
"I37   Transt da valva pulmonar";2;-;-;-;2;-;-;2;-;-;2;1;2;1;-;2;1;-;-;3;-;-;1;-;1;1;-;21
"I38   Endocardite de valva NE";4;6;14;1;6;2;-;3;17;13;13;16;45;10;11;41;184;20;73;204;48;23;50;17;5;35;12;873
"I40   Miocardite aguda";-;1;1;2;4;-;1;8;2;4;-;3;3;3;-;11;12;4;10;52;11;8;5;4;6;2;1;158
"I42   Cardiomiopatias";36;14;42;24;202;7;49;195;118;417;104;160;207;136;66;387;825;203;916;3988;458;428;339;164;128;466;97;10176
"I44   Bloqueio atrioventricular e do ramo esquerdo";9;2;8;3;28;3;3;24;19;48;16;20;65;29;17;101;146;22;149;332;102;43;49;16;12;41;9;1316
"I45   Outr transt de conducao";1;-;3;-;-;-;2;3;3;7;2;1;9;2;-;3;5;2;7;20;4;6;8;-;-;3;1;92
"I46   Parada cardiaca";21;13;7;4;148;2;25;132;89;691;70;125;74;45;-;130;318;6;169;719;131;75;57;62;36;86;7;3242
"I47   Taquicardia paroxistica";2;1;3;-;7;1;3;9;12;11;6;5;17;8;2;31;78;7;69;107;34;12;34;5;7;18;2;491
"I48   Flutter e fibrilacao atrial";22;5;26;14;83;-;21;34;43;118;51;45;155;48;37;293;611;164;537;1161;387;157;485;73;58;147;52;4827
"I49   Outr arritmias cardiacas";22;2;34;2;81;3;27;64;48;143;50;72;104;39;26;215;695;30;453;1594;272;128;211;91;59;240;21;4726
"I50   Insuf cardiaca";236;93;344;39;794;47;148;774;428;1237;347;592;1068;439;172;1943;4239;123;3443;8135;1905;1151;1790;370;378;922;179;31336
"I51   Complic cardiopatias doenc cardiacas mal def";24;9;37;4;80;7;12;77;36;114;49;38;314;39;46;308;652;22;535;1151;228;128;169;36;44;97;6;4262
"I60   Hemorragia subaracnoide";43;17;90;6;100;9;36;110;92;271;51;77;239;58;52;295;468;121;449;1409;302;152;292;106;85;186;69;5185
"I61   Hemorragia intracerebral";99;51;255;43;577;34;133;463;252;720;243;354;776;189;132;868;1538;431;1961;3978;881;476;1162;269;200;632;208;16925
"I62   Outr hemorragias intracranianas nao-traum";15;4;17;4;27;3;9;23;14;49;15;6;66;16;6;73;220;21;213;469;129;53;73;26;29;50;15;1645
"I63   Infarto cerebral";12;6;13;45;500;-;107;55;13;341;295;33;37;30;7;94;168;721;83;4032;1356;323;2248;256;267;152;228;11422
"I64   Acid vasc cerebr NE como hemorrag isquemico";202;109;499;65;1492;108;262;1861;880;1637;447;794;1567;918;317;3843;4029;131;3761;6527;1949;1222;1512;379;306;855;136;35808
"I67   Outr doenc cerebrovasculares";120;43;254;6;197;63;15;475;418;482;86;300;1023;222;233;991;1932;37;2655;2166;131;335;164;21;104;755;127;13355
"I69   Sequelas de doenc cerebrovasculares";130;46;291;16;454;32;173;515;420;1042;244;386;1181;388;234;1206;1494;344;917;4008;1651;680;1676;235;213;572;166;18714
"I70   Aterosclerose";2;1;3;-;4;2;5;24;66;23;28;19;22;37;-;30;47;33;34;282;31;16;43;10;7;17;13;799
"I71   Aneurisma e disseccao da aorta";24;3;38;11;101;12;44;172;52;217;59;76;184;52;21;208;618;151;521;2176;398;396;515;107;77;307;94;6634
"I72   Outr aneurismas";3;6;4;-;9;1;4;10;4;13;7;4;21;4;3;24;59;3;46;117;22;19;27;11;8;20;16;465
"I73   Outr doenc vasculares perifericas";7;2;15;-;31;1;9;57;30;150;42;39;232;32;15;229;280;82;298;593;211;99;235;41;20;55;34;2839
"I74   Embolia e trombose arteriais";5;2;6;1;22;1;8;24;22;52;9;25;44;32;10;57;248;19;150;581;149;62;125;26;17;83;22;1802
"I77   Outr afeccoes das arterias e arteriolas";1;1;2;-;7;-;1;4;5;41;7;10;36;10;43;27;65;4;126;159;25;20;22;21;2;18;5;662
"I78   Doenc dos capilares";-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;4;-;1;7;3;4;-;-;-;-;-;23
"I80   Flebite e tromboflebite";4;1;19;-;20;2;1;20;24;58;35;16;86;24;23;103;186;62;277;446;91;20;75;12;21;45;21;1692
"I81   Trombose da veia porta";1;-;1;-;1;-;3;7;1;5;-;-;6;1;-;8;14;-;10;34;6;4;4;1;2;4;2;115
"I82   Outr embolia e trombose venosas";9;3;3;6;25;1;9;24;17;45;7;12;17;5;7;58;77;23;27;194;52;25;55;15;19;30;10;775
"I83   Varizes dos membros infer";3;-;-;-;9;1;-;7;2;13;11;11;21;5;4;31;49;13;50;95;39;19;48;5;7;16;5;464
"I84   Hemorroidas";-;1;1;-;2;-;-;1;-;-;-;2;1;1;-;3;4;1;3;7;1;3;1;-;-;2;-;34
"I85   Varizes esofagianas";2;2;5;1;22;2;6;16;6;21;12;18;27;16;6;54;49;13;37;171;24;16;23;11;8;11;5;584
"I86   Varizes de outr localiz";1;-;-;-;-;-;1;2;1;1;4;1;3;1;-;2;2;2;8;13;-;3;4;-;-;-;-;49
"I87   Outr transt das veias";4;1;3;1;5;-;1;9;5;14;11;19;19;7;3;25;53;13;44;108;36;12;25;9;3;9;3;442
"I88   Linfadenite inespecifica";1;-;-;-;-;-;-;1;-;1;-;-;1;-;-;1;3;-;-;2;1;1;-;-;-;-;-;12
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;1;-;3;-;-;2;1;5;6;16;34;3;2;11;6;2;7;26;1;7;2;2;1;4;5;147
"I95   Hipotensao";-;1;7;-;22;1;4;33;3;30;6;5;10;10;2;28;21;-;17;41;6;11;2;4;4;4;-;272
"I98   Outr transt aparelho circulatorio doenc COP";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;1;1;-;-;-;4;9;-;1;7;23;-;20;20;4;2;1;2;2;-;-;97
"J00   Nasofaringite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"J01   Sinusite aguda";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;5;-;-;7;-;1;1;1;-;1;-;19
"J02   Faringite aguda";-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;1;8
"J03   Amigdalite aguda";-;-;-;-;1;1;1;1;1;1;1;-;-;-;-;2;3;-;2;5;1;-;2;1;-;-;-;23
"J04   Laringite e traqueite agudas";-;1;3;-;5;-;-;1;2;1;-;1;-;-;-;3;7;1;1;13;-;-;1;-;-;2;1;43
"J05   Laringite obstrutiva aguda e epiglotite";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;1;-;5
"J06   Infecc agudas vias aereas super loc mult NE";1;-;6;-;12;-;2;6;11;20;4;10;46;3;2;41;13;2;8;39;13;6;15;3;2;5;1;271
