Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"F14   Transt mentais e comport dev uso da cocaina";3;1;-;-;2;-;-;1;6;5;1;-;-;-;1;16;35;5;19;25;9;12;15;-;6;2;1;165
"F15   Transt ment comp uso outr estim incl cafeina";-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;2;-;2;1;-;-;-;-;-;-;-;9
"F16   Transt mentais comport dev uso alucinogenos";-;-;-;-;-;-;-;1;1;-;-;1;2;-;-;-;4;-;1;-;1;-;-;-;-;-;1;12
"F17   Transt mentais e comport dev uso de fumo";9;2;12;1;37;-;5;65;43;84;35;42;97;39;62;102;251;36;102;187;132;71;116;11;13;66;19;1639
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;1;-;1;2;-;-;1;-;-;-;-;9
"F19   Transt ment comp mult drog out subst psicoat";1;2;3;-;3;-;6;15;4;6;1;3;4;1;3;7;49;6;65;55;42;11;38;5;14;30;5;379
"F20   Esquizofrenia";4;1;3;1;4;1;3;8;2;22;4;8;10;2;10;31;87;5;54;88;50;30;52;3;10;21;2;516
"F21   Transt esquizotipico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"F22   Transt delirantes persistentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;2
"F23   Transt psicoticos agudos e transitorios";-;-;-;-;1;-;1;2;-;1;-;1;2;-;-;-;2;-;1;3;2;3;3;-;-;-;-;22
"F25   Transt esquizoafetivos";-;-;-;-;-;-;-;1;-;2;-;-;1;1;-;-;-;-;-;1;1;2;3;-;-;-;-;12
"F28   Outr transt psicoticos nao-organicos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F29   Psicose nao-organica NE";-;-;-;-;-;-;-;-;1;-;1;1;1;-;1;2;4;-;1;2;-;1;2;-;-;-;1;18
"F30   Episodio maniaco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"F31   Transt afetivo bipolar";-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;10;-;6;2;2;1;7;-;-;-;-;32
"F32   Episodios depressivos";3;3;-;-;13;-;5;7;5;23;10;8;14;9;17;36;78;5;49;48;38;19;37;-;11;15;1;454
"F33   Transt depressivo recorrente";1;-;-;-;3;-;4;3;2;6;-;6;7;3;1;5;9;1;4;20;10;5;7;-;6;3;1;107
"F34   Transt de humor persistentes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;4
"F38   Outr transt do humor";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F39   Transt do humor NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;3
"F41   Outr transt ansiosos";-;-;-;-;2;-;1;-;1;3;1;-;-;-;-;1;4;-;4;1;5;5;-;-;-;2;1;31
"F42   Transt obsessivo-compulsivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2
"F43   Reacoes ao stress grave e transt adaptacao";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;3;1;1;-;-;-;-;2;-;10
"F44   Transt dissociativos";-;-;-;-;-;-;-;5;-;1;1;1;-;-;-;3;1;-;-;1;1;-;-;-;-;-;-;14
"F45   Transt somatoformes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"F48   Outr transt neuroticos";-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;7;-;-;-;1;1;1;-;-;-;-;14
"F50   Transt da alimentacao";-;-;-;-;1;-;1;-;-;6;-;1;-;1;1;5;1;-;2;4;-;2;-;-;1;3;-;29
"F53   Transt mentais comport assoc puerperio NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"F54   Fat psicolog comport assoc doenc transt COP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"F60   Transt especificos da personalidade";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;2;3;-;-;-;-;-;-;-;8
"F70   Retardo mental leve";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;1;-;-;1;-;-;5
"F71   Retardo mental moderado";-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;-;2;-;-;4;-;-;1;-;-;-;-;11
"F72   Retardo mental grave";-;-;-;-;-;-;1;1;-;2;-;-;1;-;-;-;3;-;1;3;2;1;7;-;-;-;-;22
"F73   Retardo mental profundo";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;5
"F78   Outr retardo mental";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;3
"F79   Retardo mental NE";1;-;2;-;2;-;-;1;4;7;-;-;2;-;4;3;7;1;4;4;-;1;14;1;1;1;-;60
"F80   Transt especificos desenvolv fala linguagem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;3
"F83   Transt especificos misto do desenvolv";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F84   Transt globais do desenvolv";-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;3;2;1;6;-;1;4;-;-;-;-;21
"F89   Transt do desenvolv psicologico NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"F90   Transt hipercineticos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"F91   Disturbios de conduta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"F93   Transt emocionais c/inicio especif infancia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"F98   Outr transt comp emoc c/inicio inf adolesc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F99   Transt mental NE em outr parte";1;-;-;-;1;1;1;1;2;7;3;10;5;-;3;21;39;3;29;10;7;1;4;2;1;-;-;152
"G00   Meningite bacter NCOP";7;1;7;2;16;-;4;11;2;27;13;3;21;4;4;25;40;10;54;240;39;22;40;7;7;20;5;631
"G03   Meningite dev outr causas e a causas NE";9;1;5;-;8;-;-;17;7;9;5;4;24;3;-;27;27;5;26;75;15;4;19;5;6;6;1;308
"G04   Encefalite mielite e encefalomielite";3;1;5;3;15;5;1;14;13;24;4;11;28;9;4;35;46;5;47;95;14;14;21;4;8;10;1;440
"G06   Abscesso granuloma intracran intra-raquid";1;-;2;-;7;-;1;2;2;3;1;3;6;2;1;7;26;-;20;39;7;6;6;-;1;3;2;148
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;1;1;5;-;-;-;-;-;2;-;13
"G09   Sequelas doenc inflam sist nerv centr";1;-;-;-;2;-;1;1;-;2;1;-;3;-;1;2;9;1;12;34;14;7;14;1;-;3;2;111
"G10   Doenc de Huntington";1;-;-;-;1;-;2;1;-;5;1;-;-;6;1;5;10;4;10;25;9;6;13;1;1;5;2;109
"G11   Ataxia hereditaria";2;-;-;2;5;-;-;1;2;5;-;-;1;1;1;5;6;3;9;34;5;6;15;2;5;4;4;118
"G12   Atrofia muscular espinal e sindr correlatas";9;3;6;-;27;2;1;19;15;54;19;11;55;11;11;64;180;28;164;406;54;52;103;17;20;44;32;1407
"G20   Doenc de Parkinson";20;6;26;2;59;4;18;45;48;163;50;65;146;30;35;147;428;105;408;924;259;160;352;41;45;104;69;3759
"G21   Parkinsonismo secund";-;1;-;-;2;-;-;-;1;3;4;1;3;1;1;3;5;-;2;12;6;3;6;-;-;1;-;55
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;1;-;-;-;-;3;-;-;1;-;-;-;5;1;-;8;3;2;5;-;2;1;-;32
"G24   Distonia";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;2;2;-;-;1;-;-;-;-;8
"G25   Outr doenc extrapiramidais transt movimentos";1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;22;7;-;2;3;-;1;1;-;39
"G30   Doenc de Alzheimer";76;22;102;11;262;13;62;206;173;795;367;363;783;132;144;685;2372;635;1914;5469;1411;778;1820;237;194;509;309;19844
"G31   Outr doenc degenerativas sist nervoso NCOP";1;1;1;1;51;2;4;10;13;87;16;10;19;7;2;28;88;80;70;393;389;42;771;30;18;28;10;2172
"G35   Esclerose mult";3;-;1;-;10;-;1;2;1;9;2;2;14;4;3;25;24;6;24;79;18;17;29;6;6;11;6;303
"G36   Outr desmielinizacoes disseminadas agudas";1;-;-;-;-;-;1;-;1;-;-;-;3;-;-;4;5;-;4;7;2;1;1;-;1;-;-;31
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;3;-;2;3;-;10;-;1;4;1;-;4;12;2;5;20;11;1;19;-;2;4;1;105
"G40   Epilepsia";17;4;28;3;62;7;20;53;49;131;36;50;111;44;55;154;407;66;168;414;203;90;166;48;53;116;41;2596
"G41   Estado de mal epileptico";3;1;4;-;5;1;-;8;6;22;11;4;13;2;1;12;50;3;15;70;26;13;10;3;6;5;1;295
"G43   Enxaqueca";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"G44   Outr sindr de algias cefalicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G45   Acid vasc cerebr isquemicos trans sindr corr";2;1;-;-;10;-;-;6;-;9;3;10;5;-;-;3;9;-;4;46;7;8;3;-;1;7;-;134
"G47   Disturbios do sono";1;-;-;-;1;-;-;-;1;1;-;1;-;1;-;2;4;-;-;6;3;-;2;-;-;1;-;24
"G50   Transt do nervo trigemeo";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;4
"G52   Transt de outr nervos cranianos";1;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;1;-;-;2;1;-;-;-;-;-;-;9
"G54   Transt das raizes e dos plexos nervosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G58   Outr mononeuropatias";-;-;2;-;1;-;-;-;-;-;-;1;1;-;-;-;1;2;15;8;-;-;2;-;-;-;-;33
"G60   Neuropatia hereditaria e idiopatica";-;-;1;6;6;-;2;3;1;4;-;1;2;1;1;1;5;7;6;19;2;2;4;-;1;3;-;78
"G61   Polineuropatia inflam";1;3;2;1;5;-;2;8;3;9;4;3;10;2;3;4;20;4;19;44;22;7;14;1;4;10;3;208
"G62   Outr polineuropatias";3;1;22;-;6;1;2;7;6;9;4;15;8;1;7;49;32;24;55;66;11;2;13;1;11;7;4;367
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;3
"G70   Miastenia gravis outr transt neuromusculares";1;-;1;2;6;1;-;4;1;8;3;2;9;2;1;7;20;2;9;33;10;3;9;1;2;5;3;145
"G71   Transt prim dos musculos";3;1;6;-;5;2;4;3;3;19;6;7;14;4;7;15;52;7;34;96;27;14;31;4;4;14;9;391
"G72   Outr miopatias";-;-;-;-;1;-;-;1;-;8;-;-;2;2;1;-;7;1;4;7;2;-;4;-;-;1;-;41
"G80   Paralisia cerebral";7;4;19;2;37;5;12;63;29;60;12;21;85;30;20;94;195;20;67;303;136;53;105;27;13;44;35;1498
"G81   Hemiplegia";-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;-;2;-;1;-;-;-;-;-;-;1;-;8
"G82   Paraplegia e tetraplegia";-;1;3;-;7;1;3;6;3;8;3;6;11;-;1;14;10;2;5;23;10;1;9;-;1;1;-;129
"G83   Outr sindr paraliticas";-;-;-;-;1;-;1;-;-;2;-;1;1;-;-;1;3;-;1;9;-;-;1;-;-;-;-;21
"G90   Transt do sist nervoso autonomo";-;-;1;2;3;-;-;7;1;5;-;1;3;2;2;4;9;-;3;15;5;6;2;1;-;11;7;90
"G91   Hidrocefalia";4;2;5;-;32;2;3;23;14;41;9;16;23;14;6;72;82;6;69;171;35;24;29;11;7;24;10;734
"G92   Encefalopatia toxica";-;-;-;-;2;-;-;3;1;5;1;2;1;2;1;6;7;1;2;9;2;-;3;-;-;-;-;48
"G93   Outr transt do encefalo";11;6;14;2;32;4;8;63;49;167;29;26;62;16;8;118;248;42;206;659;61;46;65;26;13;65;17;2063
"G95   Outr doenc da medula espinal";1;-;1;-;2;-;-;5;1;3;1;6;5;3;1;7;7;1;7;29;2;1;2;1;-;1;2;89
"G96   Outr transt do sist nervoso central";-;-;2;-;2;-;-;-;1;3;-;1;5;2;3;5;23;-;3;19;2;-;1;1;-;-;-;73
"G97   Transt pos-proced do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"G98   Outr transt do sist nervoso NCOP";1;-;-;-;1;-;-;-;-;3;-;1;2;-;-;-;8;-;20;23;1;1;3;1;-;-;-;65
"H00   Hordeolo e calazio";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"H05   Transt da orbita";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;-;-;-;-;-;-;-;5
"H26   Outr cataratas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"H35   Outr transt da retina";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"H43   Transt do humor vitreo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"H44   Transt do globo ocular";1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;6
"H52   Transt da refracao e da acomodacao";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"H57   Outr transt do olho e anexos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"H60   Otite externa";-;-;1;1;-;-;-;1;-;-;-;-;1;-;-;-;1;1;1;2;1;-;-;-;-;-;-;10
"H65   Otite media nao-supurativa";-;-;-;1;-;-;-;-;-;2;-;1;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;8
"H66   Otite media supurativa e as NE";-;-;2;-;2;1;1;3;3;6;3;2;3;1;4;6;8;1;13;18;3;-;1;-;-;4;-;85
"H68   Salpingite e obstrucao trompa de Eustaquio";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"H70   Mastoidite e afeccoes correlatas";-;-;-;-;2;-;1;2;1;1;1;1;3;2;-;1;5;1;7;13;3;5;4;-;-;3;4;60
"H71   Colesteatoma do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"H74   Outr transt do ouvido medio e da mastoide";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"H81   Transt da funcao vestibular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"H83   Outr transt do ouvido interno";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;-;2;-;-;-;-;-;8
"H92   Otalgia e secrecao auditiva";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;1;-;-;3;-;3;2;-;1;3;4;-;3;12;3;-;1;-;-;2;-;38
"I01   Febre reumatica c/compr do coracao";1;-;1;1;5;-;-;4;4;6;4;2;6;-;-;5;12;2;-;10;1;-;4;-;2;3;-;73
"I02   Coreia reumatica";-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;4
"I05   Doenc reumaticas da valva mitral";7;1;6;-;18;1;1;14;5;20;13;8;43;29;25;42;149;59;93;212;76;31;55;6;15;54;15;998
"I06   Doenc reumaticas da valva aortica";-;-;2;1;1;-;-;2;2;9;1;2;12;-;-;6;18;2;14;30;9;3;9;1;1;2;3;130
"I07   Doenc reumaticas da valva tricuspide";2;1;2;-;2;1;-;1;-;6;2;4;3;2;3;3;9;1;13;13;5;7;2;1;3;5;-;91
"I08   Doenc de mult valvas";8;2;3;1;11;-;3;22;5;14;6;8;44;19;4;26;43;14;23;98;43;24;28;7;4;17;8;485
"I09   Outr doenc reumaticas do coracao";2;3;3;-;1;-;1;6;-;6;6;7;22;6;5;37;34;3;26;23;2;2;6;-;-;8;7;216
"I10   Hipertensao essencial";135;45;292;34;620;42;177;887;540;1173;342;650;1016;635;374;2141;4129;245;3759;3377;1628;718;1139;175;292;738;231;25534
"I11   Doenc cardiaca hipertensiva";144;88;162;44;519;36;304;738;722;632;530;466;1125;520;196;1554;1517;712;1436;3856;1115;662;1272;431;346;562;103;19792
"I12   Doenc renal hipertensiva";47;26;75;15;159;11;79;98;83;114;65;66;209;100;57;368;477;131;531;942;256;99;239;71;100;150;56;4624
"I13   Doenc cardiaca e renal hipertensiva";17;8;27;13;62;7;36;81;43;56;43;38;109;23;18;142;234;69;187;706;187;112;205;46;48;66;22;2605
"I20   Angina pectoris";1;-;8;-;8;2;-;8;-;29;6;10;25;3;1;19;98;6;66;110;34;31;91;3;8;11;5;583
"I21   Infarto agudo do miocardio";594;218;727;121;2665;175;685;3349;1675;4185;1825;2445;5651;1503;790;4888;6854;2096;10458;23138;4715;2570;5225;1531;1161;2581;832;92657
"I22   Infarto do miocardio recorrente";1;-;3;2;17;1;4;20;2;18;2;11;9;4;-;10;10;1;6;35;15;8;11;4;5;3;1;203
"I23   Alg complic atuais subs infarto agud miocard";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"I24   Outr doenc isquemicas agudas do coracao";8;6;26;-;64;11;8;35;38;90;44;66;62;54;28;162;349;40;261;891;226;69;65;55;11;87;13;2769
"I25   Doenc isquemica cronica do coracao";54;12;104;7;190;11;71;176;215;565;273;251;1104;281;105;691;1238;412;1765;6473;966;860;1846;138;158;649;228;18843
"I26   Embolia pulmonar";18;2;24;3;64;4;13;103;36;205;41;104;368;84;25;281;639;86;598;3100;296;288;297;56;36;155;42;6968
"I27   Outr form de doenc cardiaca pulmonar";10;10;18;1;69;4;11;74;16;51;21;51;52;34;10;63;167;14;94;309;87;50;79;14;10;46;9;1374
"I28   Outr doenc dos vasos pulmonares";1;-;-;-;5;-;1;3;-;3;-;-;1;3;-;5;9;1;1;15;3;2;-;2;1;-;-;56
"I30   Pericardite aguda";-;-;3;-;2;-;1;1;1;3;2;3;13;1;-;2;9;3;4;45;6;2;5;-;3;-;1;110
"I31   Outr doenc do pericardio";5;1;1;-;12;2;-;8;3;16;1;9;25;3;3;29;42;2;122;155;12;4;22;7;7;17;3;511
"I33   Endocardite aguda e subaguda";1;1;3;1;17;2;6;6;6;45;18;8;18;11;4;41;96;20;109;234;44;42;92;8;3;23;10;869
"I34   Transt nao-reumaticos da valva mitral";6;2;8;1;36;2;22;21;14;57;21;15;69;33;6;59;97;12;104;373;114;48;77;27;12;48;12;1296
"I35   Transt nao-reumaticos da valva aortica";14;3;34;-;54;1;13;22;17;77;36;29;117;32;16;83;271;69;207;690;175;158;310;27;40;75;28;2598
"I36   Transt nao-reumaticos da valva tricuspide";1;-;-;-;1;-;-;-;-;3;-;-;-;1;-;-;4;1;2;4;6;2;2;-;1;1;1;30
"I37   Transt da valva pulmonar";-;-;1;-;2;1;-;2;-;3;1;1;-;-;-;2;3;2;1;6;2;1;-;-;1;-;-;29
"I38   Endocardite de valva NE";7;6;7;-;21;5;6;14;13;33;13;18;40;15;12;40;152;21;81;232;47;30;54;16;8;43;15;949
"I40   Miocardite aguda";2;-;-;-;3;-;-;3;1;4;-;3;3;1;-;6;15;2;7;32;13;3;14;1;2;10;2;127
"I42   Cardiomiopatias";22;11;34;64;208;2;58;166;99;483;118;364;446;200;66;346;1017;186;2030;4615;464;324;344;131;121;427;98;12444
"I44   Bloqueio atrioventricular e do ramo esquerdo";8;1;9;-;22;1;4;31;7;34;9;18;33;10;19;83;132;13;123;259;62;23;53;3;14;42;9;1022
"I45   Outr transt de conducao";-;-;1;-;4;-;1;4;2;2;4;1;3;-;1;7;11;2;2;10;3;1;9;1;1;4;-;74
"I46   Parada cardiaca";10;7;6;1;68;12;10;51;23;460;15;66;26;8;3;52;125;-;73;183;151;44;34;5;19;44;6;1502
"I47   Taquicardia paroxistica";1;-;-;-;10;-;3;5;3;11;2;3;13;3;4;33;59;3;63;84;24;19;18;2;9;15;5;392
"I48   Flutter e fibrilacao atrial";48;11;26;9;46;1;33;23;23;90;47;28;117;26;22;264;542;72;465;1012;318;186;315;58;92;111;44;4029
"I49   Outr arritmias cardiacas";12;4;28;-;80;6;24;51;58;101;21;58;79;42;27;145;529;53;443;1104;202;120;226;46;48;200;31;3738
"I50   Insuf cardiaca";171;77;235;23;664;47;108;797;412;1170;340;656;840;381;153;1859;3618;189;2969;6755;1874;916;1793;140;288;873;113;27461
"I51   Complic cardiopatias doenc cardiacas mal def";24;13;22;2;78;6;14;117;52;204;44;48;274;45;35;485;600;23;918;923;190;113;189;21;40;91;38;4609
"I60   Hemorragia subaracnoide";48;7;93;9;119;4;44;128;73;232;68;81;284;52;40;253;535;110;451;1632;333;166;286;91;86;161;86;5472
"I61   Hemorragia intracerebral";114;48;181;41;474;45;142;493;261;633;264;424;1018;251;180;834;1467;342;1807;3727;692;357;1071;279;226;482;173;16026
"I62   Outr hemorragias intracranianas nao-traum";7;6;10;1;23;2;2;35;21;129;14;7;48;11;7;59;248;22;159;360;146;36;86;13;22;36;16;1526
"I63   Infarto cerebral";35;34;14;70;499;4;165;60;22;128;236;23;52;107;8;61;144;76;108;3122;619;328;894;177;126;202;155;7469
"I64   Acid vasc cerebr NE como hemorrag isquemico";158;84;367;14;1565;95;181;2062;883;2125;414;825;1216;891;306;3833;3926;538;3486;6224;2259;903;2223;260;355;764;249;36206
"I67   Outr doenc cerebrovasculares";107;57;215;3;173;35;16;386;512;799;120;329;1242;202;271;950;1978;441;2461;2874;482;416;1117;220;164;578;156;16304
"I69   Sequelas de doenc cerebrovasculares";83;41;276;21;437;27;137;448;358;892;212;365;1252;372;175;942;1646;412;1093;3826;1451;605;1743;295;208;535;340;18192
"I70   Aterosclerose";1;-;3;-;8;-;4;22;16;42;6;24;60;36;-;50;56;21;54;595;44;36;37;10;7;13;7;1152
"I71   Aneurisma e disseccao da aorta";29;9;33;10;91;7;45;116;46;218;145;90;460;62;21;250;589;186;538;3060;366;266;446;83;104;294;89;7653
"I72   Outr aneurismas";1;2;2;1;9;-;5;21;6;19;6;3;14;1;3;27;50;15;39;134;21;19;24;7;7;22;4;462
"I73   Outr doenc vasculares perifericas";6;1;6;2;22;-;10;18;14;94;29;50;171;14;15;179;278;69;248;428;98;48;109;14;17;31;15;1986
"I74   Embolia e trombose arteriais";2;1;6;1;19;-;8;12;29;54;9;12;26;17;11;50;217;19;90;487;148;51;130;21;11;70;38;1539
"I77   Outr afeccoes das arterias e arteriolas";2;-;3;-;10;-;1;5;9;49;7;11;24;6;38;36;103;10;105;164;22;19;37;3;9;24;2;699
"I78   Doenc dos capilares";-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;3;-;1;7;1;-;2;1;-;2;-;20
"I80   Flebite e tromboflebite";4;1;11;1;32;1;12;29;37;91;42;17;129;37;18;117;235;59;232;483;87;32;104;34;22;53;13;1933
"I81   Trombose da veia porta";-;-;-;-;2;-;1;4;3;4;-;2;1;3;-;3;9;1;10;29;6;1;8;1;-;1;-;89
"I82   Outr embolia e trombose venosas";2;1;3;3;18;2;3;20;6;18;6;7;12;5;-;32;47;3;18;100;23;17;31;2;5;10;4;398
"I83   Varizes dos membros infer";2;-;2;-;4;-;-;2;2;12;10;10;25;9;5;24;40;35;37;97;34;17;39;6;6;17;6;441
"I84   Hemorroidas";-;-;-;-;4;-;1;5;-;2;1;2;1;3;1;3;3;-;1;6;3;1;1;-;-;-;-;38
"I85   Varizes esofagianas";4;2;5;2;15;2;6;19;9;10;12;19;37;32;8;68;65;8;45;131;29;16;17;9;8;9;1;588
"I86   Varizes de outr localiz";1;1;-;1;-;-;-;2;1;1;2;1;3;2;-;6;8;1;4;15;1;-;2;-;-;-;-;52
"I87   Outr transt das veias";-;-;-;-;6;1;-;5;4;10;3;7;11;5;5;16;29;6;31;65;19;12;20;2;6;12;1;276
"I88   Linfadenite inespecifica";-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;1;-;1;2;-;-;-;-;-;-;1;8
"I89   Outr transt nao-infecc vasos linf gangl linf";2;-;2;-;2;-;-;-;2;8;7;24;35;1;1;10;10;1;10;19;3;3;1;2;1;-;-;144
"I95   Hipotensao";2;1;3;1;23;1;-;37;6;7;3;8;4;5;2;28;15;-;24;16;8;5;3;-;6;5;-;213
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;2;-;-;4;3;6;2;2;4;-;2;7;41;-;17;54;2;4;9;-;1;-;-;160
"J00   Nasofaringite aguda";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;3
"J01   Sinusite aguda";-;-;-;-;1;-;-;2;-;1;1;1;1;-;-;-;1;1;6;7;2;1;-;-;-;-;-;25
"J02   Faringite aguda";1;-;-;-;2;1;-;-;-;1;1;-;1;-;-;1;2;-;1;1;2;-;-;-;-;-;-;14
"J03   Amigdalite aguda";1;-;-;1;-;-;-;-;-;1;1;-;2;-;-;2;7;-;1;5;2;-;4;-;1;1;-;29
"J04   Laringite e traqueite agudas";2;-;2;-;1;-;-;3;-;2;-;-;2;-;-;3;7;1;3;8;2;2;1;-;-;1;1;41
"J05   Laringite obstrutiva aguda e epiglotite";-;-;-;-;1;-;-;-;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"J06   Infecc agudas vias aereas super loc mult NE";-;1;2;-;4;-;1;1;6;27;2;3;11;1;1;8;6;2;7;14;7;11;-;-;-;3;4;122
"J09   Influenza A (H1N1)";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;5;3;21;1;5;7;1;1;6;1;54
"J10   Influenza dev outro virus influenza ident";-;1;-;-;3;2;-;4;-;1;-;3;6;-;-;3;30;4;4;32;46;15;24;-;1;5;-;184
"J11   Influenza dev virus nao identificado";2;3;6;1;17;1;4;22;23;28;5;8;13;4;9;19;18;5;14;38;29;13;37;11;2;14;1;347
"J12   Pneumonia viral NCOP";2;-;7;9;17;5;3;16;4;30;2;65;4;14;1;8;10;1;6;28;30;7;20;4;1;3;2;299
