Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"F09   Transt mental organico ou sintomatico NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
"F10   Transt mentais comport dev uso alcool";28;11;38;3;83;9;67;185;119;249;88;88;376;146;187;602;1340;127;313;695;506;167;428;81;119;268;122;6445
"F11   Transt mentais e comport dev uso de opiaceos";-;-;-;-;-;-;-;2;-;1;-;-;-;1;1;-;2;-;1;2;-;-;-;-;-;-;-;10
"F12   Transt mentais comport dev uso canabinoides";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2;5;-;-;2;2;2;1;-;-;-;-;16
"F13   Transt mentais comport dev uso sedat hipnot";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;2;1;1;-;-;-;1;-;9
"F14   Transt mentais e comport dev uso da cocaina";-;5;-;-;1;-;-;4;2;4;-;2;1;-;2;2;45;1;11;27;11;11;17;-;4;7;3;160
"F15   Transt ment comp uso outr estim incl cafeina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F16   Transt mentais comport dev uso alucinogenos";-;-;-;-;-;-;1;-;-;2;1;-;-;-;-;1;10;-;2;1;1;-;1;-;-;1;-;21
"F17   Transt mentais e comport dev uso de fumo";9;-;10;-;37;6;12;54;35;62;36;60;98;29;51;167;342;23;109;205;158;90;114;23;25;48;22;1825
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;1;-;1;4;-;-;-;-;2;-;-;-;2;-;1;1;-;1;1;-;-;-;-;14
"F19   Transt ment comp mult drog out subst psicoat";2;1;-;1;4;-;4;18;5;4;3;3;16;1;7;16;72;4;44;80;26;20;42;2;14;17;10;416
"F20   Esquizofrenia";-;-;1;1;10;2;1;1;9;39;13;13;5;2;14;27;120;10;82;126;83;23;75;3;12;25;5;702
"F21   Transt esquizotipico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F22   Transt delirantes persistentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"F23   Transt psicoticos agudos e transitorios";-;-;1;-;-;-;-;-;2;2;1;-;-;-;-;1;2;-;1;1;2;1;4;-;-;1;1;20
"F25   Transt esquizoafetivos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;6;-;-;-;-;1;1;-;-;-;-;10
"F29   Psicose nao-organica NE";-;-;-;-;1;-;-;-;-;1;-;3;1;-;1;2;6;1;1;2;-;-;4;-;-;-;1;24
"F30   Episodio maniaco";-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;2;11;-;6;3;3;3;13;-;1;3;-;49
"F32   Episodios depressivos";4;1;2;-;6;-;2;12;8;29;5;8;21;12;20;35;90;9;56;55;38;25;44;3;7;14;4;510
"F33   Transt depressivo recorrente";2;-;-;-;3;-;1;11;3;5;2;9;1;-;2;17;13;1;3;17;24;5;2;2;1;3;1;128
"F34   Transt de humor persistentes";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;5
"F39   Transt do humor NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2
"F40   Transt fobico-ansiosos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"F41   Outr transt ansiosos";-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;2;9;-;6;3;4;5;-;-;2;3;-;38
"F42   Transt obsessivo-compulsivo";-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;1;-;1;1;-;2;-;-;-;-;-;8
"F43   Reacoes ao stress grave e transt adaptacao";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;3;-;-;2;-;-;-;-;9
"F44   Transt dissociativos";-;-;-;-;-;-;-;1;2;4;-;-;1;-;-;1;1;1;-;2;-;1;-;-;-;-;1;15
"F45   Transt somatoformes";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"F48   Outr transt neuroticos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;-;-;1;2;1;-;-;-;-;8
"F50   Transt da alimentacao";1;-;-;-;-;-;-;1;1;3;1;2;2;1;-;6;4;-;-;4;3;-;1;-;-;2;-;32
"F53   Transt mentais comport assoc puerperio NCOP";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F54   Fat psicolog comport assoc doenc transt COP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"F55   Abuso de subst que nao produzem dependencia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"F60   Transt especificos da personalidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;-;-;1;-;-;-;5
"F63   Transt dos habitos e dos impulsos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F70   Retardo mental leve";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;1;-;1;-;-;1;-;-;-;-;7
"F71   Retardo mental moderado";-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;-;1;-;1;2;3;-;3;-;-;-;1;15
"F72   Retardo mental grave";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;3
"F73   Retardo mental profundo";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;6
"F79   Retardo mental NE";-;-;-;-;-;-;-;2;2;5;1;-;3;2;-;2;8;-;2;7;2;2;6;-;1;-;-;45
"F80   Transt especificos desenvolv fala linguagem";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"F83   Transt especificos misto do desenvolv";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"F84   Transt globais do desenvolv";-;-;-;-;-;-;-;-;2;-;-;2;-;-;1;3;3;-;2;3;1;4;4;-;-;-;-;25
"F89   Transt do desenvolv psicologico NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;5
"F90   Transt hipercineticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"F91   Disturbios de conduta";-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"F98   Outr transt comp emoc c/inicio inf adolesc";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F99   Transt mental NE em outr parte";-;-;1;-;1;-;1;5;3;10;2;4;7;1;3;23;34;-;25;11;6;2;3;1;2;2;-;147
"G00   Meningite bacter NCOP";3;2;7;4;17;3;4;11;2;26;9;4;27;4;6;29;54;5;45;215;44;28;41;10;12;14;8;634
"G03   Meningite dev outr causas e a causas NE";1;1;8;-;7;3;-;8;4;10;2;6;10;4;-;23;19;7;18;64;12;5;10;5;8;9;1;245
"G04   Encefalite mielite e encefalomielite";3;2;8;2;16;1;-;18;15;30;12;13;26;9;6;36;53;4;42;98;21;9;30;7;6;12;3;482
"G06   Abscesso granuloma intracran intra-raquid";1;1;1;-;11;1;-;2;1;4;4;2;10;2;2;7;16;3;12;36;11;6;5;-;1;4;1;144
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;-;-;11;1;-;-;-;-;-;-;17
"G09   Sequelas doenc inflam sist nerv centr";1;-;-;-;1;-;1;-;2;5;2;-;2;2;2;3;10;6;6;29;9;2;11;-;1;5;1;101
"G10   Doenc de Huntington";-;-;1;-;5;-;1;3;1;5;3;1;5;-;2;8;15;5;8;36;11;9;17;1;-;6;6;149
"G11   Ataxia hereditaria";1;1;-;1;1;-;-;3;1;2;5;3;1;1;2;11;7;3;14;23;8;8;19;2;1;7;3;128
"G12   Atrofia muscular espinal e sindr correlatas";6;1;21;1;23;1;8;20;23;70;23;23;62;17;10;84;220;33;136;428;83;69;135;19;19;48;34;1617
"G20   Doenc de Parkinson";19;5;32;1;56;8;22;57;67;172;62;65;153;31;33;223;582;122;527;1105;266;149;477;61;34;169;77;4575
"G21   Parkinsonismo secund";-;1;-;-;1;-;-;1;1;6;3;2;1;1;-;5;8;1;6;19;4;5;6;2;-;3;-;76
"G23   Outr doenc degenerativas dos ganglios base";3;-;-;1;1;-;-;-;1;10;-;-;2;-;-;4;4;2;4;14;6;5;2;1;1;2;-;63
"G24   Distonia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;2;3;3;1;-;-;-;1;1;14
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;1;-;-;-;-;-;1;-;3;-;-;1;-;1;-;5;4;2;2;-;-;-;-;20
"G30   Doenc de Alzheimer";80;15;139;18;257;20;87;252;223;974;364;385;833;194;159;998;2797;701;2159;6286;1630;844;2214;269;240;710;302;23150
"G31   Outr doenc degenerativas sist nervoso NCOP";11;1;6;2;34;-;10;21;15;214;7;9;34;12;6;58;109;123;88;598;576;59;1042;21;25;27;16;3124
"G35   Esclerose mult";2;1;-;-;6;-;6;9;4;9;4;5;7;4;4;13;44;7;25;56;21;5;27;3;6;9;2;279
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;3;-;-;-;1;-;-;1;-;-;-;1;6;-;4;5;6;1;1;-;-;-;1;30
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;1;3;-;1;2;2;6;1;2;3;4;1;6;15;1;4;23;10;4;7;2;4;4;2;108
"G40   Epilepsia";17;6;48;12;71;6;30;46;51;126;39;54;119;40;36;197;487;59;200;528;235;86;204;29;41;113;45;2925
"G41   Estado de mal epileptico";-;-;5;-;6;1;1;10;7;28;16;5;22;3;1;30;43;1;21;73;27;13;13;5;1;6;5;343
"G44   Outr sindr de algias cefalicas";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3
"G45   Acid vasc cerebr isquemicos trans sindr corr";4;-;1;-;8;-;3;17;3;31;-;6;2;1;-;-;16;2;9;106;11;7;1;-;7;2;-;237
"G47   Disturbios do sono";-;-;-;-;-;-;-;1;1;1;1;-;3;1;-;2;4;-;1;7;1;3;-;-;-;-;-;26
"G50   Transt do nervo trigemeo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"G52   Transt de outr nervos cranianos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;5
"G58   Outr mononeuropatias";-;1;-;-;2;-;-;-;-;-;1;2;1;1;-;1;2;-;13;5;2;-;3;-;-;-;-;34
"G60   Neuropatia hereditaria e idiopatica";-;-;3;4;12;-;1;2;2;3;1;1;1;1;1;11;11;4;6;14;2;2;1;-;4;2;-;89
"G61   Polineuropatia inflam";3;-;4;3;7;-;2;1;3;12;4;6;7;3;3;8;30;4;38;54;19;11;22;1;6;15;3;269
"G62   Outr polineuropatias";1;3;16;-;20;1;1;6;12;15;1;6;7;6;3;29;25;21;67;61;16;10;15;4;8;7;3;364
"G64   Outr transt do sist nervoso periferico";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;4
"G70   Miastenia gravis outr transt neuromusculares";-;-;2;-;4;-;2;1;2;5;-;4;7;1;3;8;16;6;20;52;17;5;8;3;3;8;4;181
"G71   Transt prim dos musculos";6;-;4;1;7;-;1;10;2;22;3;6;21;5;2;25;51;7;17;124;31;20;29;6;8;8;5;421
"G72   Outr miopatias";-;1;-;-;-;-;1;-;1;1;-;-;2;-;-;-;6;1;-;11;3;-;4;-;-;-;-;31
"G80   Paralisia cerebral";11;7;18;4;56;7;16;55;33;74;28;35;63;26;29;109;207;29;94;311;103;54;57;23;26;45;25;1545
"G81   Hemiplegia";-;-;-;-;-;-;-;1;-;1;-;1;-;-;2;-;3;-;-;1;-;1;-;-;-;-;-;10
"G82   Paraplegia e tetraplegia";2;-;3;3;6;2;2;3;-;7;2;2;11;2;4;21;14;2;8;34;3;7;7;2;6;-;3;156
"G83   Outr sindr paraliticas";-;-;1;-;2;-;-;3;-;2;1;-;-;1;-;1;1;-;1;7;-;-;1;-;1;2;-;24
"G90   Transt do sist nervoso autonomo";2;3;-;1;4;-;2;-;3;10;4;5;3;-;-;5;21;-;6;35;8;4;6;-;-;13;2;137
"G91   Hidrocefalia";6;5;6;6;23;6;6;25;19;37;9;20;34;15;14;64;88;18;86;183;47;20;23;11;9;25;7;812
"G92   Encefalopatia toxica";-;-;-;1;2;-;1;2;-;4;-;1;5;1;-;4;19;-;2;11;2;4;-;2;-;1;-;62
"G93   Outr transt do encefalo";19;8;17;10;50;18;6;67;37;151;41;33;92;15;24;122;279;40;209;691;119;57;99;23;18;69;28;2342
"G95   Outr doenc da medula espinal";-;-;1;-;3;1;-;3;-;4;1;1;4;1;2;8;14;4;12;17;9;1;7;2;1;4;-;100
"G96   Outr transt do sist nervoso central";2;1;3;1;1;2;1;3;1;5;2;1;1;-;1;11;6;1;6;14;8;1;3;1;3;5;-;84
"G97   Transt pos-proced do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"G98   Outr transt do sist nervoso NCOP";-;-;1;-;1;-;1;1;2;-;1;-;6;-;1;3;10;1;22;14;2;1;2;1;-;2;-;72
"H05   Transt da orbita";-;-;-;-;1;-;-;-;1;1;2;-;1;1;-;-;-;-;2;3;-;1;1;-;-;1;-;15
"H35   Outr transt da retina";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"H44   Transt do globo ocular";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3
"H57   Outr transt do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
"H60   Otite externa";-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;5
"H65   Otite media nao-supurativa";-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;2;2;-;-;-;-;-;2;-;9
"H66   Otite media supurativa e as NE";1;-;2;-;1;1;1;3;1;5;2;-;5;2;2;3;11;3;19;22;1;1;4;1;1;4;1;97
"H68   Salpingite e obstrucao trompa de Eustaquio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"H69   Outr transt da trompa de Eustaquio";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"H70   Mastoidite e afeccoes correlatas";1;-;2;-;2;-;-;2;2;4;1;-;2;2;-;2;7;2;14;14;1;3;8;3;1;-;1;74
"H71   Colesteatoma do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"H72   Perfuracao da membrana do timpano";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"H81   Transt da funcao vestibular";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;4
"H83   Outr transt do ouvido interno";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;1;1;-;-;-;3;-;9
"H92   Otalgia e secrecao auditiva";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;-;1;-;2;-;2;4;-;3;2;4;-;8;4;-;-;1;-;2;2;2;37
"I01   Febre reumatica c/compr do coracao";1;-;-;1;1;-;1;5;1;5;6;3;4;2;1;14;7;4;7;19;1;2;6;-;-;3;1;95
"I02   Coreia reumatica";-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;2;1;1;3;-;-;-;-;-;1;-;11
"I05   Doenc reumaticas da valva mitral";11;-;9;2;11;2;5;11;8;42;18;13;49;16;18;50;165;23;79;206;76;43;40;7;16;52;13;985
"I06   Doenc reumaticas da valva aortica";-;-;2;-;3;-;-;2;3;1;2;-;6;-;2;2;13;4;5;18;5;3;5;1;3;1;3;84
"I07   Doenc reumaticas da valva tricuspide";1;-;4;-;2;1;-;4;1;4;4;1;1;2;2;7;6;3;4;17;4;2;7;1;2;2;2;84
"I08   Doenc de mult valvas";8;3;3;1;15;6;12;16;6;21;9;8;38;13;12;35;58;28;30;116;59;38;39;9;7;33;10;633
"I09   Outr doenc reumaticas do coracao";1;-;2;-;3;-;2;2;-;3;9;2;32;4;5;34;29;7;22;16;6;-;3;1;1;3;4;191
"I10   Hipertensao essencial";167;37;210;28;694;57;164;905;598;1081;312;675;980;644;375;2521;4611;204;4244;2989;1813;796;1064;236;318;684;153;26560
"I11   Doenc cardiaca hipertensiva";124;74;200;31;491;28;225;771;556;669;496;466;1115;440;140;1354;1408;761;1441;4559;1038;592;1403;427;396;543;131;19879
"I12   Doenc renal hipertensiva";47;18;88;14;155;9;63;123;76;126;53;70;170;73;40;364;448;146;608;972;257;112;226;76;76;154;60;4624
"I13   Doenc cardiaca e renal hipertensiva";15;3;47;5;69;2;28;72;24;48;55;35;107;15;14;143;235;95;190;829;202;78;204;48;48;79;42;2732
"I15   Hipertensao secund";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I20   Angina pectoris";5;1;13;-;10;2;3;12;4;19;1;9;19;9;2;26;76;11;53;97;59;18;139;4;5;20;10;627
"I21   Infarto agudo do miocardio";505;318;819;150;2832;201;625;3219;1720;4417;2151;2418;5637;1570;745;5169;6752;1919;11539;24112;4690;2651;5191;1724;1170;2613;700;95557
"I22   Infarto do miocardio recorrente";-;-;-;-;8;-;3;9;2;79;5;3;2;3;1;9;6;2;7;28;11;10;6;1;2;3;-;200
"I23   Alg complic atuais subs infarto agud miocard";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I24   Outr doenc isquemicas agudas do coracao";16;8;42;3;51;7;7;24;32;74;65;64;80;60;21;152;306;35;202;781;230;48;57;44;13;116;22;2560
"I25   Doenc isquemica cronica do coracao";51;11;101;13;174;7;60;165;175;712;299;242;1033;248;91;517;1352;405;1342;6751;987;833;1789;144;147;702;253;18604
"I26   Embolia pulmonar";24;4;29;3;105;5;29;92;52;238;47;129;373;101;17;343;691;67;578;3049;304;353;260;89;55;214;44;7295
"I27   Outr form de doenc cardiaca pulmonar";11;11;19;3;37;5;9;92;17;49;24;38;46;30;10;83;159;16;90;245;66;41;61;16;19;45;14;1256
"I28   Outr doenc dos vasos pulmonares";1;-;-;-;2;-;-;1;-;3;-;1;6;-;-;6;11;1;2;23;2;1;2;-;-;2;1;65
"I30   Pericardite aguda";-;-;-;-;5;2;-;1;2;7;5;4;10;1;-;2;7;2;4;28;2;4;4;3;1;4;4;102
"I31   Outr doenc do pericardio";5;2;6;2;10;1;5;10;2;14;4;3;19;9;1;25;46;11;66;161;14;15;23;8;8;14;4;488
"I33   Endocardite aguda e subaguda";5;2;6;1;19;2;7;3;6;42;16;11;28;14;9;49;114;20;80;309;69;44;70;23;7;21;11;988
"I34   Transt nao-reumaticos da valva mitral";13;6;13;1;32;6;10;19;16;74;22;21;79;29;15;55;81;42;62;374;89;43;83;31;11;41;13;1281
"I35   Transt nao-reumaticos da valva aortica";15;-;28;4;53;7;10;28;25;90;50;23;125;20;26;79;307;56;234;797;198;149;266;30;26;84;40;2770
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;1;-;1;1;-;4;1;1;2;-;-;2;4;1;6;22;5;1;6;-;-;1;1;60
"I37   Transt da valva pulmonar";-;-;-;-;3;-;-;-;-;3;-;-;1;-;-;4;3;-;1;2;-;1;1;1;-;2;-;22
"I38   Endocardite de valva NE";5;5;4;-;16;1;2;7;20;26;11;20;32;16;16;58;153;12;92;213;41;23;61;8;10;42;9;903
"I40   Miocardite aguda";1;1;-;-;3;2;1;2;-;3;2;1;2;2;2;3;9;5;3;43;4;2;2;2;2;2;1;100
"I42   Cardiomiopatias";30;13;39;48;182;18;42;170;102;704;95;274;382;244;70;407;833;178;1600;5167;494;380;418;145;76;365;99;12575
"I44   Bloqueio atrioventricular e do ramo esquerdo";9;3;9;1;24;-;6;25;7;51;14;24;47;17;33;81;136;16;133;239;77;39;60;15;23;40;6;1135
"I45   Outr transt de conducao";-;-;-;-;2;-;-;3;1;4;-;3;3;-;-;8;12;-;4;12;5;1;6;-;-;11;-;75
"I46   Parada cardiaca";20;6;18;2;94;2;21;68;35;72;15;66;29;10;8;51;235;1;159;213;75;47;38;8;30;68;5;1396
"I47   Taquicardia paroxistica";2;-;2;-;8;3;3;5;4;18;10;5;5;4;4;39;58;6;71;84;33;15;30;12;6;11;5;443
"I48   Flutter e fibrilacao atrial";27;3;29;12;51;3;19;37;20;156;57;38;88;25;32;329;594;136;518;1134;379;192;503;59;58;173;43;4715
"I49   Outr arritmias cardiacas";19;4;23;2;72;2;29;62;61;88;44;59;79;35;30;196;587;60;434;1071;234;94;213;52;48;190;36;3824
"I50   Insuf cardiaca";221;77;257;39;759;72;131;789;425;1151;392;641;788;376;174;1861;3871;186;2997;6193;1497;959;1726;199;335;840;124;27080
"I51   Complic cardiopatias doenc cardiacas mal def";30;6;24;2;97;8;12;124;44;121;47;42;334;39;37;365;634;64;791;809;146;110;135;15;53;81;18;4188
"I60   Hemorragia subaracnoide";43;7;100;13;113;14;31;146;90;264;75;105;275;71;39;306;524;101;423;1591;292;147;303;91;91;170;82;5507
"I61   Hemorragia intracerebral";93;54;208;56;457;23;116;435;241;640;258;366;987;210;132;806;1428;352;1708;3818;741;330;1053;210;200;496;168;15586
"I62   Outr hemorragias intracranianas nao-traum";4;2;21;1;24;1;9;21;13;93;16;3;40;7;3;70;236;9;217;383;107;54;116;10;24;42;15;1541
"I63   Infarto cerebral";39;31;18;90;499;3;150;51;17;279;251;21;79;51;8;85;177;555;121;4032;1012;475;2229;287;268;262;253;11343
"I64   Acid vasc cerebr NE como hemorrag isquemico";164;74;366;35;1540;124;201;1879;919;1648;457;763;1196;871;287;3710;3951;417;3498;5380;2151;1138;1644;316;326;716;124;33895
"I67   Outr doenc cerebrovasculares";87;79;269;5;185;35;15;399;512;534;187;384;1367;229;266;1095;1884;130;2503;2558;208;264;64;30;83;613;126;14111
"I69   Sequelas de doenc cerebrovasculares";110;31;266;18;482;33;159;551;368;1008;251;350;1150;512;280;1002;1613;490;1118;3954;1613;643;1696;320;248;562;263;19091
"I70   Aterosclerose";3;-;1;-;6;-;3;24;29;15;10;35;22;39;2;38;53;49;34;499;24;38;47;10;7;16;7;1011
"I71   Aneurisma e disseccao da aorta";33;20;40;9;82;5;57;150;55;299;138;114;438;96;38;240;561;194;558;3161;401;362;493;88;98;321;101;8152
"I72   Outr aneurismas";1;1;3;-;12;1;2;7;10;15;2;8;19;8;4;35;64;17;40;128;33;23;25;4;13;29;9;513
"I73   Outr doenc vasculares perifericas";5;3;14;6;35;2;12;49;25;155;33;44;194;30;24;183;291;59;295;470;153;73;208;25;22;51;27;2488
"I74   Embolia e trombose arteriais";4;2;6;2;21;2;11;13;22;47;13;19;22;14;10;80;176;20;118;496;136;66;99;11;16;60;41;1527
"I77   Outr afeccoes das arterias e arteriolas";2;-;3;1;8;1;-;9;4;45;7;8;41;7;40;29;77;6;105;164;28;14;29;6;8;19;3;664
"I78   Doenc dos capilares";-;-;1;-;-;1;-;3;1;4;2;-;1;-;-;3;-;-;-;4;-;1;2;-;-;3;-;26
"I80   Flebite e tromboflebite";3;3;11;-;16;2;6;23;27;81;43;14;162;19;20;104;200;79;256;543;65;27;92;12;13;65;17;1903
"I81   Trombose da veia porta";1;-;1;-;2;-;1;5;3;3;1;2;2;2;1;2;10;-;5;23;6;5;8;-;2;5;1;91
"I82   Outr embolia e trombose venosas";9;-;3;2;19;1;7;19;10;29;4;13;14;5;2;41;48;2;33;119;41;21;40;8;10;21;3;524
"I83   Varizes dos membros infer";1;-;2;-;7;-;1;8;3;10;7;11;21;4;5;24;48;11;42;90;33;13;52;3;4;9;6;415
"I84   Hemorroidas";-;-;-;-;4;-;-;1;-;1;-;-;4;-;1;2;4;1;-;3;6;-;3;-;-;-;-;30
"I85   Varizes esofagianas";3;2;2;2;15;1;4;14;8;34;11;22;31;14;10;57;49;10;55;155;33;11;20;11;8;13;1;596
"I86   Varizes de outr localiz";-;-;-;-;-;-;-;2;1;-;1;1;2;3;2;1;4;-;7;17;1;4;2;-;-;2;-;50
"I87   Outr transt das veias";2;1;-;1;2;-;2;6;4;17;13;14;10;6;2;28;36;9;43;76;25;7;17;7;5;11;1;345
"I88   Linfadenite inespecifica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;-;1;1;-;-;-;-;7
"I89   Outr transt nao-infecc vasos linf gangl linf";1;-;1;-;2;-;-;3;2;3;8;18;33;2;2;7;6;3;10;19;6;6;3;1;-;2;-;138
"I95   Hipotensao";1;-;3;1;18;1;5;26;5;39;-;7;5;11;-;37;9;3;16;21;3;3;2;5;7;2;-;230
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;1;1;6;2;6;6;5;1;10;21;-;27;25;4;1;3;-;3;-;-;122
"J00   Nasofaringite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"J01   Sinusite aguda";-;-;-;-;2;-;-;2;1;-;2;-;-;2;3;1;4;-;2;4;1;1;1;-;-;1;-;27
"J02   Faringite aguda";-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;1;1;-;-;2;-;1;1;-;1;1;1;13
"J03   Amigdalite aguda";-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;2;6;-;3;11;1;4;1;1;1;3;-;36
"J04   Laringite e traqueite agudas";-;-;2;-;1;-;-;1;-;1;-;-;-;2;2;-;5;-;-;13;-;-;-;-;-;1;-;28
"J05   Laringite obstrutiva aguda e epiglotite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;4
"J06   Infecc agudas vias aereas super loc mult NE";-;-;2;-;7;-;-;4;10;9;6;5;38;1;1;33;15;3;10;29;15;13;1;1;2;3;3;211
"J09   Influenza A (H1N1)";2;-;11;-;1;2;7;1;1;2;4;1;7;4;-;6;7;16;37;88;67;29;27;40;1;23;7;391
"J10   Influenza dev outro virus influenza ident";-;-;2;1;1;-;7;1;-;13;2;-;2;6;-;1;28;1;7;61;10;16;23;2;3;3;3;193
"J11   Influenza dev virus nao identificado";2;12;27;-;31;1;11;37;13;31;12;10;15;4;9;33;35;3;23;99;23;24;57;6;8;12;3;541
