Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"F16   Transt mentais comport dev uso alucinogenos";-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;2;4;-;-;-;1;-;-;-;-;-;-;10
"F17   Transt mentais e comport dev uso de fumo";15;1;13;1;46;6;12;97;55;118;45;73;284;51;65;178;321;33;141;346;147;77;112;18;25;108;19;2407
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;8;-;3;3;-;1;-;-;-;1;-;19
"F19   Transt ment comp mult drog out subst psicoat";6;2;1;1;6;1;7;22;6;9;4;-;25;1;2;15;69;1;74;141;40;14;67;1;10;18;8;551
"F20   Esquizofrenia";5;3;5;1;15;2;1;13;16;33;16;13;34;5;18;41;145;18;88;180;75;29;97;3;15;30;12;913
"F21   Transt esquizotipico";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"F22   Transt delirantes persistentes";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"F23   Transt psicoticos agudos e transitorios";-;-;1;-;1;1;-;-;1;1;1;1;1;-;1;2;4;1;2;2;-;-;-;-;-;1;-;21
"F25   Transt esquizoafetivos";-;-;-;-;-;-;-;2;2;1;-;-;1;-;2;-;3;-;1;1;-;-;-;-;-;1;-;14
"F28   Outr transt psicoticos nao-organicos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;3
"F29   Psicose nao-organica NE";-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;2;9;-;2;1;3;-;3;-;-;1;-;26
"F30   Episodio maniaco";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;1;-;-;4
"F31   Transt afetivo bipolar";-;-;-;-;1;-;-;-;1;3;1;3;1;1;1;9;11;2;8;13;8;4;4;1;2;2;2;78
"F32   Episodios depressivos";4;1;6;-;15;3;6;14;6;34;9;15;22;9;21;60;98;9;58;98;57;20;35;4;6;23;2;635
"F33   Transt depressivo recorrente";-;-;1;-;6;-;2;6;3;14;3;12;4;1;-;8;12;1;2;17;14;7;8;2;1;3;1;128
"F34   Transt de humor persistentes";-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;5
"F38   Outr transt do humor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"F39   Transt do humor NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;1;1;5
"F40   Transt fobico-ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;3
"F41   Outr transt ansiosos";-;-;-;-;1;-;-;1;3;2;1;-;1;3;3;3;23;-;9;13;6;1;6;-;1;2;-;79
"F42   Transt obsessivo-compulsivo";-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;4;-;1;-;-;-;-;-;9
"F43   Reacoes ao stress grave e transt adaptacao";-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;1;-;1;-;-;-;-;7
"F44   Transt dissociativos";-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;1;1;-;1;2;-;1;1;-;-;1;-;12
"F45   Transt somatoformes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F48   Outr transt neuroticos";-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;1;2;-;-;-;2;-;-;-;-;2;-;10
"F50   Transt da alimentacao";-;-;-;-;7;-;1;3;4;2;2;3;2;-;-;1;2;-;3;3;2;-;-;1;-;-;-;36
"F51   Transt nao-organicos sono dev fat emocionais";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F54   Fat psicolog comport assoc doenc transt COP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;3
"F55   Abuso de subst que nao produzem dependencia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;2
"F59   Sindr comp ass trans func fisio fat fisic NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2
"F60   Transt especificos da personalidade";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;2;2;-;2;-;-;1;1;12
"F70   Retardo mental leve";-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"F71   Retardo mental moderado";1;-;-;-;2;-;-;-;-;2;2;1;2;-;-;-;3;-;-;3;3;1;-;1;-;-;-;21
"F72   Retardo mental grave";-;-;-;-;-;-;-;-;1;3;1;1;-;1;-;-;3;-;-;5;5;-;3;-;-;-;-;23
"F73   Retardo mental profundo";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F79   Retardo mental NE";-;-;-;-;-;-;-;-;1;3;-;-;5;-;1;5;5;-;3;9;1;1;7;-;-;-;-;41
"F80   Transt especificos desenvolv fala linguagem";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3
"F84   Transt globais do desenvolv";-;-;-;-;1;-;-;3;3;6;1;2;1;-;1;4;5;2;2;9;3;4;2;-;-;2;-;51
"F88   Outr transt do desenvolv psicologico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F89   Transt do desenvolv psicologico NE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;1;1;-;-;-;-;-;7
"F90   Transt hipercineticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F91   Disturbios de conduta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"F98   Outr transt comp emoc c/inicio inf adolesc";1;-;-;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"F99   Transt mental NE em outr parte";1;-;1;-;7;1;3;4;5;8;-;10;13;8;4;30;49;5;38;12;6;3;4;-;5;3;-;220
"G00   Meningite bacter NCOP";4;1;6;2;18;3;3;11;-;9;6;6;16;1;2;21;30;2;29;140;23;14;26;3;8;16;2;402
"G03   Meningite dev outr causas e a causas NE";2;-;1;-;6;2;-;5;5;7;2;5;7;1;2;17;27;5;15;39;16;5;9;2;4;3;1;188
"G04   Encefalite mielite e encefalomielite";1;1;6;-;5;3;3;18;16;18;2;14;27;6;6;27;41;4;44;99;15;15;18;9;6;10;2;416
"G06   Abscesso granuloma intracran intra-raquid";1;1;-;1;8;-;1;3;4;7;1;2;6;-;4;10;10;2;15;40;11;7;9;3;3;3;3;155
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;5;-;1;-;-;-;1;-;12
"G09   Sequelas doenc inflam sist nerv centr";-;-;1;-;1;-;-;-;2;1;2;1;6;-;-;1;10;5;5;32;10;7;11;2;1;5;5;108
"G10   Doenc de Huntington";2;-;2;-;1;-;2;4;-;4;1;-;4;3;3;5;14;4;15;48;12;8;9;3;1;4;4;153
"G11   Ataxia hereditaria";1;-;2;-;5;-;1;1;-;10;-;3;9;2;-;11;15;1;17;19;9;3;24;1;4;8;4;150
"G12   Atrofia muscular espinal e sindr correlatas";9;1;9;1;41;3;6;20;24;60;22;21;57;12;9;91;216;39;143;455;87;61;129;29;20;57;34;1656
"G20   Doenc de Parkinson";26;2;35;8;98;14;24;74;40;184;60;66;205;34;51;243;525;135;473;1098;286;207;466;48;55;157;76;4690
"G21   Parkinsonismo secund";2;1;-;-;3;1;1;2;2;3;3;2;1;-;2;2;10;-;2;16;2;7;6;-;1;4;1;74
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;1;-;-;-;1;3;-;3;-;-;-;5;8;2;3;20;2;7;6;2;2;3;2;70
"G24   Distonia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;1;1;1;-;-;-;-;-;7
"G25   Outr doenc extrapiramidais transt movimentos";-;-;1;-;-;-;1;1;-;1;2;-;2;-;1;4;3;1;3;7;-;-;1;-;-;-;-;28
"G30   Doenc de Alzheimer";108;18;169;16;356;20;64;280;235;991;375;434;993;177;188;1048;2869;715;2104;6453;1587;862;2113;312;277;774;317;23855
"G31   Outr doenc degenerativas sist nervoso NCOP";14;1;3;2;29;-;7;14;22;205;6;10;39;11;8;48;131;90;83;664;691;66;1026;15;20;31;16;3252
"G35   Esclerose mult";4;-;2;-;11;1;-;9;-;10;3;5;5;4;-;15;27;4;38;73;26;11;23;2;8;15;5;301
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;1;-;-;-;3;1;-;-;1;1;1;-;-;5;1;5;8;2;1;-;-;-;2;-;32
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;1;-;3;-;-;2;1;4;2;1;6;1;1;4;24;4;9;24;8;5;9;2;3;4;1;119
"G40   Epilepsia";22;13;39;7;63;12;37;65;78;149;50;72;213;47;33;212;505;77;208;635;281;80;181;48;63;139;72;3401
"G41   Estado de mal epileptico";2;2;4;2;10;-;2;16;9;18;19;7;22;5;1;28;83;7;26;91;47;14;15;1;-;17;5;453
"G43   Enxaqueca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"G44   Outr sindr de algias cefalicas";1;-;-;-;1;-;-;1;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;2;-;9
"G45   Acid vasc cerebr isquemicos trans sindr corr";1;1;1;-;40;2;1;12;-;36;2;3;5;1;-;3;12;-;3;36;2;1;-;1;4;-;-;167
"G47   Disturbios do sono";-;-;-;-;1;-;-;2;-;4;2;-;-;1;-;-;6;-;1;6;-;1;-;-;-;2;-;26
"G50   Transt do nervo trigemeo";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"G58   Outr mononeuropatias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;3;7;3;1;-;-;-;-;-;-;17
"G60   Neuropatia hereditaria e idiopatica";-;-;3;3;6;1;-;2;1;2;-;1;-;-;4;15;9;3;9;8;3;3;-;-;1;-;-;74
"G61   Polineuropatia inflam";2;1;2;-;11;-;1;5;2;6;5;2;11;1;2;22;30;2;27;59;19;7;12;4;4;15;3;255
"G62   Outr polineuropatias";-;1;7;-;16;-;1;2;9;6;1;9;9;5;6;35;29;15;38;44;16;5;11;5;11;8;2;291
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;2;1;1;-;1;-;-;9
"G70   Miastenia gravis outr transt neuromusculares";-;-;3;-;3;-;-;3;4;6;2;-;11;1;-;6;21;4;10;38;10;4;7;5;2;4;2;146
"G71   Transt prim dos musculos";5;1;3;-;7;-;1;5;4;26;2;7;12;2;2;24;40;8;19;82;27;11;29;5;5;12;6;345
"G72   Outr miopatias";-;-;-;-;1;-;-;-;2;2;-;-;1;-;-;-;4;2;2;10;2;1;4;-;-;2;-;33
"G80   Paralisia cerebral";6;5;27;1;44;2;10;37;24;52;15;26;79;17;12;102;147;32;67;247;91;38;65;30;14;37;10;1237
"G81   Hemiplegia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;1;-;1;-;-;-;-;7
"G82   Paraplegia e tetraplegia";-;1;2;1;7;1;1;2;1;7;1;1;10;-;-;9;23;-;7;37;8;4;6;-;2;4;-;135
"G83   Outr sindr paraliticas";-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;1;2;-;-;7;-;-;-;-;-;-;-;13
"G90   Transt do sist nervoso autonomo";-;2;1;1;12;-;6;6;2;17;2;3;3;1;1;12;19;3;13;44;12;6;2;3;2;29;3;205
"G91   Hidrocefalia";4;2;6;1;31;8;2;20;23;28;13;29;23;7;10;56;97;6;85;176;55;26;20;9;5;38;7;787
"G92   Encefalopatia toxica";-;-;2;-;4;-;-;6;1;7;-;3;-;-;-;1;8;-;1;18;1;2;2;-;-;1;-;57
"G93   Outr transt do encefalo";10;5;27;7;61;10;14;65;45;118;35;38;76;15;26;96;257;32;146;539;99;50;77;31;17;58;25;1979
"G95   Outr doenc da medula espinal";-;-;1;-;-;-;-;-;1;-;-;1;7;1;2;5;9;3;6;30;9;1;5;-;1;5;2;89
"G96   Outr transt do sist nervoso central";2;-;4;1;5;-;1;4;1;4;2;2;4;-;4;7;18;1;15;17;6;6;2;1;1;5;5;118
"G98   Outr transt do sist nervoso NCOP";-;-;2;-;-;-;1;-;-;1;-;-;3;-;-;4;4;1;34;15;6;1;1;-;-;1;-;74
"H05   Transt da orbita";-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;1;-;1;2;-;-;-;-;-;-;-;8
"H35   Outr transt da retina";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"H44   Transt do globo ocular";-;1;-;-;-;-;1;1;-;1;-;-;2;-;-;-;2;-;1;1;-;-;-;-;-;-;-;10
"H57   Outr transt do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;1;-;-;-;-;-;-;5
"H60   Otite externa";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;2;-;1;-;-;-;-;-;6
"H65   Otite media nao-supurativa";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;6;1;-;1;-;-;-;-;12
"H66   Otite media supurativa e as NE";2;-;4;2;-;-;2;2;-;5;5;1;3;1;2;2;13;2;7;9;-;1;1;-;1;1;1;67
"H70   Mastoidite e afeccoes correlatas";-;-;2;-;1;-;-;3;-;5;1;1;2;1;-;1;5;5;6;14;2;2;1;-;1;1;2;56
"H71   Colesteatoma do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"H72   Perfuracao da membrana do timpano";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3
"H74   Outr transt do ouvido medio e da mastoide";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"H81   Transt da funcao vestibular";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"H83   Outr transt do ouvido interno";-;-;-;-;1;-;-;4;-;-;-;1;1;1;-;2;1;-;1;-;1;1;-;-;-;-;-;14
"H92   Otalgia e secrecao auditiva";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"I00   Febre reumatica s/mencao de compr do coracao";-;-;2;-;1;2;-;-;1;2;1;-;2;2;4;7;-;-;7;8;1;-;-;-;-;2;-;42
"I01   Febre reumatica c/compr do coracao";1;-;-;1;2;1;1;2;2;7;1;-;6;5;3;17;12;1;6;27;2;1;4;-;-;2;3;107
"I02   Coreia reumatica";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;3
"I05   Doenc reumaticas da valva mitral";6;-;6;-;16;1;4;24;6;26;26;14;40;20;16;49;159;28;57;175;90;43;45;11;14;51;14;941
"I06   Doenc reumaticas da valva aortica";1;-;1;-;2;-;-;4;1;5;-;-;8;-;-;6;12;4;6;17;5;3;4;-;-;5;4;88
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;5;-;1;4;-;3;-;4;1;1;1;8;9;-;2;8;5;8;9;2;-;5;2;78
"I08   Doenc de mult valvas";2;1;2;-;16;1;8;21;7;30;12;10;36;20;10;26;80;17;27;97;43;31;24;12;9;37;10;589
"I09   Outr doenc reumaticas do coracao";-;-;-;-;4;-;1;3;-;3;2;4;23;2;3;34;17;5;26;8;3;-;1;1;1;2;5;148
"I10   Hipertensao essencial";196;59;409;51;1031;92;274;1360;737;1516;485;889;2259;798;462;3370;5455;378;5433;6066;2092;934;1276;270;458;1061;189;37600
"I11   Doenc cardiaca hipertensiva";116;50;233;28;455;29;184;724;622;721;518;482;1058;426;130;1644;1443;802;1365;4400;1134;640;1282;416;377;538;128;19945
"I12   Doenc renal hipertensiva";45;19;78;9;154;13;62;136;85;120;55;75;179;79;45;465;492;150;581;1075;293;125;257;71;81;145;71;4960
"I13   Doenc cardiaca e renal hipertensiva";21;8;45;7;59;5;42;59;34;63;31;33;77;24;10;176;248;86;184;732;205;89;175;46;61;74;36;2630
"I15   Hipertensao secund";-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;11
"I20   Angina pectoris";3;-;4;-;10;1;3;13;6;27;1;19;16;8;8;22;86;11;90;99;42;21;110;2;6;21;10;639
"I21   Infarto agudo do miocardio";528;213;801;166;3024;192;638;3171;1865;3966;1894;2241;4278;1485;767;5390;6808;1910;10713;22271;4443;2558;4851;1845;1188;2537;722;90465
"I22   Infarto do miocardio recorrente";2;2;2;-;7;1;-;18;3;38;2;8;1;3;-;6;7;1;6;23;9;3;7;-;2;1;4;156
"I23   Alg complic atuais subs infarto agud miocard";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I24   Outr doenc isquemicas agudas do coracao";9;3;43;2;59;6;9;32;35;98;68;138;91;60;36;176;340;46;185;927;196;47;55;29;9;146;23;2868
"I25   Doenc isquemica cronica do coracao";41;7;108;6;149;9;51;213;257;552;458;257;834;165;93;567;1091;415;1096;4187;872;929;1810;195;157;634;274;15427
"I26   Embolia pulmonar";31;4;18;7;88;5;17;114;54;239;53;117;220;73;24;307;587;44;526;1919;271;371;220;93;50;168;42;5662
"I27   Outr form de doenc cardiaca pulmonar";4;11;14;-;56;2;10;98;21;44;13;33;50;19;12;81;124;14;71;268;66;53;47;5;10;47;14;1187
"I28   Outr doenc dos vasos pulmonares";2;-;1;-;4;-;-;2;1;4;1;1;-;-;1;1;9;1;3;6;2;1;2;-;2;6;-;50
"I30   Pericardite aguda";1;1;-;-;3;-;2;5;-;5;-;3;4;-;-;1;6;1;4;16;3;4;3;2;-;2;-;66
"I31   Outr doenc do pericardio";5;2;6;1;7;2;1;14;4;19;5;5;14;5;3;26;36;8;58;124;19;19;13;5;4;13;7;425
"I33   Endocardite aguda e subaguda";5;2;5;2;7;1;4;10;7;32;15;8;31;6;8;50;98;27;87;204;62;60;83;15;1;32;13;875
"I34   Transt nao-reumaticos da valva mitral";3;1;13;1;22;1;9;16;7;41;20;12;43;22;11;43;59;24;56;282;66;32;60;21;17;26;21;929
"I35   Transt nao-reumaticos da valva aortica";17;4;21;2;54;9;6;29;17;63;41;25;110;20;13;71;265;47;195;636;188;140;265;43;32;61;32;2406
"I36   Transt nao-reumaticos da valva tricuspide";-;1;-;-;2;-;-;-;-;-;1;1;2;-;1;1;2;3;-;11;5;3;1;-;1;2;2;39
"I37   Transt da valva pulmonar";-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;3;1;-;2;2;-;-;-;-;-;-;-;11
"I38   Endocardite de valva NE";7;2;10;-;12;1;4;10;16;29;12;13;40;10;9;48;131;23;80;211;37;26;51;13;2;40;10;847
"I40   Miocardite aguda";2;-;-;1;1;1;2;5;-;7;-;4;3;-;-;7;15;4;8;37;8;5;2;3;2;1;2;120
"I42   Cardiomiopatias";20;10;33;26;148;23;56;160;98;412;66;182;234;169;57;362;784;160;912;3212;344;296;302;167;90;386;71;8780
"I44   Bloqueio atrioventricular e do ramo esquerdo";4;1;13;2;22;-;3;20;6;56;18;19;42;24;11;86;130;23;155;302;80;34;42;12;19;37;10;1171
"I45   Outr transt de conducao";-;-;1;-;2;-;-;-;2;6;1;1;3;3;1;6;9;-;6;15;2;9;7;1;1;4;-;80
"I46   Parada cardiaca";10;9;10;2;96;1;20;95;42;380;28;122;59;29;7;64;233;7;200;421;77;50;26;35;17;107;15;2162
"I47   Taquicardia paroxistica";2;-;4;-;14;2;2;9;2;16;7;4;12;7;8;36;42;2;46;97;33;18;39;5;6;25;6;444
"I48   Flutter e fibrilacao atrial";21;8;37;6;51;2;29;34;19;105;53;54;124;40;34;290;613;99;461;1102;387;174;445;62;74;145;57;4526
"I49   Outr arritmias cardiacas";17;2;22;2;88;6;32;59;43;116;42;59;94;41;15;202;576;41;395;1489;252;108;180;68;53;212;36;4250
"I50   Insuf cardiaca";236;77;273;42;699;48;132;734;452;1193;362;568;831;372;187;1939;3782;198;2909;7081;1596;910;1629;225;337;823;140;27775
"I51   Complic cardiopatias doenc cardiacas mal def";24;13;44;7;126;6;21;126;48;139;49;52;307;41;43;419;617;45;480;995;237;125;181;31;58;99;14;4347
"I60   Hemorragia subaracnoide";41;6;72;14;104;8;30;138;75;264;60;114;243;55;46;254;495;117;392;1359;282;158;238;91;72;175;89;4992
"I61   Hemorragia intracerebral";98;62;201;52;465;36;90;417;238;504;223;316;793;143;146;818;1380;329;1747;3745;760;390;1101;260;162;546;206;15228
"I62   Outr hemorragias intracranianas nao-traum";11;1;6;3;20;2;9;21;16;73;14;8;31;4;4;74;210;18;197;393;139;43;90;21;27;42;18;1495
"I63   Infarto cerebral";27;16;11;66;478;8;133;44;16;246;301;23;41;26;4;84;174;525;104;3592;1216;343;2155;254;309;235;249;10680
"I64   Acid vasc cerebr NE como hemorrag isquemico";198;66;398;62;1711;139;223;2047;895;1736;456;713;1402;954;352;3756;3866;421;3497;6292;1907;1108;1416;347;317;780;123;35182
"I66   Oclusao/estenose art cereb q n res inf cereb";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I67   Outr doenc cerebrovasculares";100;58;232;2;179;49;15;384;427;413;152;330;1144;223;177;1023;1789;91;2377;2237;169;244;32;17;93;608;128;12693
"I69   Sequelas de doenc cerebrovasculares";123;35;282;16;457;42;182;587;386;979;248;375;1195;428;248;1177;1657;400;890;3815;1657;627;1445;230;255;601;235;18572
"I70   Aterosclerose";2;-;1;-;9;-;1;19;30;18;17;18;21;51;3;33;32;38;39;271;30;24;40;13;6;14;14;744
"I71   Aneurisma e disseccao da aorta";26;10;36;3;101;7;34;121;44;178;69;71;203;50;30;191;566;121;464;1897;368;368;476;89;77;214;74;5888
"I72   Outr aneurismas";3;1;3;1;14;2;5;16;3;14;6;12;12;6;4;34;72;4;34;116;39;16;25;12;4;26;13;497
"I73   Outr doenc vasculares perifericas";9;-;13;4;29;-;7;48;14;161;40;48;181;14;20;253;288;68;244;515;155;74;175;33;32;68;51;2544
"I74   Embolia e trombose arteriais";8;1;8;3;16;2;17;23;26;39;12;16;32;32;8;60;203;24;111;554;110;58;109;25;14;57;16;1584
"I77   Outr afeccoes das arterias e arteriolas";2;1;3;-;11;-;3;9;4;34;10;6;31;5;43;17;71;7;130;136;30;15;20;8;3;25;3;627
"I78   Doenc dos capilares";-;-;-;-;1;-;-;2;-;-;-;-;2;1;-;1;4;-;-;5;1;1;2;1;-;-;-;21
"I80   Flebite e tromboflebite";3;3;12;-;14;2;2;16;12;45;34;8;100;16;15;112;155;55;218;425;66;22;96;16;14;50;16;1527
"I81   Trombose da veia porta";-;-;1;-;1;-;1;7;-;4;1;2;6;1;-;8;25;-;4;28;5;9;7;-;3;4;4;121
"I82   Outr embolia e trombose venosas";1;-;7;2;24;2;3;37;14;39;13;12;16;10;3;51;64;2;32;114;33;17;42;13;10;24;10;595
"I83   Varizes dos membros infer";5;-;2;-;5;-;2;3;4;15;8;12;19;11;6;23;28;8;31;109;24;20;47;4;9;6;2;403
"I84   Hemorroidas";-;-;-;-;4;-;1;-;-;1;1;1;3;1;-;1;3;2;2;2;1;3;1;-;-;3;2;32
"I85   Varizes esofagianas";5;1;10;-;29;2;6;18;10;38;10;19;31;14;6;68;46;13;37;143;27;17;17;5;14;18;4;608
"I86   Varizes de outr localiz";-;-;3;-;1;-;2;2;1;1;-;-;1;1;-;6;5;1;1;13;4;2;1;1;-;-;-;46
"I87   Outr transt das veias";1;-;1;1;10;1;2;6;2;12;11;12;9;2;5;18;41;11;38;75;21;11;14;7;2;12;3;328
"I88   Linfadenite inespecifica";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;1;1;-;-;3;1;-;-;1;10
"I89   Outr transt nao-infecc vasos linf gangl linf";1;-;1;1;2;-;-;2;-;10;3;21;46;8;-;6;9;-;6;18;3;5;4;1;1;-;-;148
"I95   Hipotensao";-;-;2;-;21;-;3;23;11;34;4;5;3;4;1;20;12;-;17;32;4;2;2;2;6;3;-;211
"I99   Outr transt do aparelho circulatorio e os NE";-;-;1;-;2;-;-;1;-;4;3;5;8;1;1;9;22;-;22;28;3;-;1;-;1;2;-;114
"J00   Nasofaringite aguda";-;-;-;-;1;-;-;1;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"J01   Sinusite aguda";-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;1;6;-;5;6;2;1;1;-;-;3;-;28
"J02   Faringite aguda";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;-;-;6
"J03   Amigdalite aguda";-;-;-;1;1;-;-;-;1;1;-;-;-;-;-;3;-;-;1;1;3;2;1;-;-;2;-;17
"J04   Laringite e traqueite agudas";-;-;1;-;7;-;-;1;2;-;-;-;1;1;-;2;5;3;2;9;-;1;-;-;1;1;-;37
"J05   Laringite obstrutiva aguda e epiglotite";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;3
"J06   Infecc agudas vias aereas super loc mult NE";1;-;8;-;19;1;3;11;7;29;9;8;54;7;11;32;13;5;5;26;17;9;-;-;1;1;-;277
"J09   Influenza A (H1N1)";1;-;-;-;9;2;1;2;4;1;-;-;15;2;-;6;4;1;2;23;9;3;1;3;-;1;2;92
"J10   Influenza dev outro virus influenza ident";1;-;1;-;2;-;-;7;-;2;2;2;10;1;3;5;4;1;4;50;3;-;5;-;-;1;1;105
"J11   Influenza dev virus nao identificado";2;4;32;-;116;1;7;110;20;56;12;11;61;13;21;30;66;11;65;239;22;18;32;-;3;33;4;989
"J12   Pneumonia viral NCOP";8;17;118;7;388;18;4;438;47;111;46;108;47;55;13;61;92;61;1114;607;40;31;58;45;48;73;35;3690
"J13   Pneumonia dev Streptococcus pneumoniae";1;-;1;-;2;-;-;2;1;19;2;4;-;-;-;2;1;-;6;9;-;1;5;2;-;-;-;58
"J14   Pneumonia dev Haemophilus infuenzae";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"J15   Pneumonia bacter NCOP";121;69;193;43;637;26;112;568;335;1774;451;514;501;176;115;769;1655;253;1758;3844;674;666;893;320;270;560;283;17580
"J16   Pneumonia dev out microorg infecc espec NCOP";1;-;-;1;11;-;-;7;3;5;1;-;1;-;-;-;12;3;4;16;2;2;7;-;-;2;-;78
"J18   Pneumonia p/microorg NE";165;123;539;68;1991;100;153;1117;841;1793;677;974;1548;669;391;1787;5375;723;6795;11641;2474;1108;2030;697;423;1261;192;45655
