Categoria CID-10;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
J67   Pneumonite hipersensibilid dev poeiras org;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
J68   Afecc resp dev inal prod quim gas fumac vap;-;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
J69   Pneumonite dev solidos e liquidos;4;1;6;-;14;1;1;9;1;2;2;1;2;1;2;21;21;3;4;31;3;3;2;2;4;5;-;146
J70   Afeccoes respirat dev outr agentes externos;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
J80   Sindr do desconforto respirat do adulto;-;1;1;-;4;-;-;-;-;-;-;-;-;-;-;2;2;-;2;10;-;-;-;-;1;1;-;24
J81   Edema pulmonar NE de outr form;-;-;1;-;5;-;-;-;1;2;-;1;-;-;-;2;1;1;2;35;1;5;-;-;-;3;2;62
J82   Eosinofilia pulmonar NCOP;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
J84   Outr doenc pulmonares intersticiais;-;-;-;1;1;-;-;-;1;-;-;-;3;1;-;-;2;-;3;8;4;-;1;2;1;2;-;30
J85   Abscesso do pulmao e do mediastino;1;-;1;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;1;10
J86   Piotorax;-;-;-;-;3;-;-;-;-;-;-;1;1;-;-;1;-;-;1;3;-;-;-;-;-;-;1;11
J90   Derrame pleural NCOP;2;-;-;-;2;-;-;2;1;-;-;-;-;-;-;1;2;-;9;3;-;-;-;-;2;-;-;24
J93   Pneumotorax;-;-;-;1;2;-;-;2;-;-;1;-;2;-;-;2;4;-;1;5;-;1;-;-;3;-;-;24
J94   Outr afeccoes pleurais;-;-;-;-;2;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;-;-;8
J95   Afeccoes respirat pos-proced NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2
J96   Insuf respirat NCOP;-;-;2;1;15;-;1;14;2;10;3;3;3;5;1;13;10;2;5;17;1;2;1;1;3;-;-;115
J98   Outr transt respirat;-;5;2;5;10;1;-;3;2;5;3;-;23;2;-;11;10;1;13;21;4;1;-;-;-;4;2;128
K08   Outr transt dentes e estrut de sustentacao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
K12   Estomatite e lesoes correlatas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
K13   Outr doenc do labio e da mucosa oral;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
K20   Esofagite;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
K21   Doenc de refluxo gastroesofagico;-;-;1;-;2;1;-;1;1;-;-;1;-;-;-;2;1;2;-;3;2;1;-;3;-;1;-;22
K22   Outr doenc do esofago;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;8
K25   Ulcera gastrica;-;-;-;-;1;-;1;1;-;1;-;-;1;-;-;2;1;1;2;1;-;-;2;1;2;2;-;19
K26   Ulcera duodenal;1;-;-;-;-;-;-;1;-;1;-;1;1;-;-;1;-;-;1;1;-;-;-;-;-;-;-;8
K27   Ulcera peptica de localiz NE;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
K28   Ulcera gastrojejunal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
K29   Gastrite e duodenite;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
K31   Outr doenc do estomago e do duodeno;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;-;-;-;-;-;-;-;7
K35   Apendicite aguda;-;1;-;-;6;-;-;4;3;2;-;-;2;-;1;9;5;-;1;9;-;1;2;-;1;2;1;50
K37   Apendicite SOE;-;-;-;-;1;-;-;-;-;1;1;1;2;-;1;2;1;-;2;5;1;-;1;1;1;-;-;21
K40   Hernia inguinal;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;3;-;2;2;-;-;-;-;1;1;-;11
K42   Hernia umbilical;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
K43   Hernia ventral;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
K44   Hernia diafragmatica;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
K45   Outr hernias abdominais;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
K46   Hernia abdominal NE;-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;6
K50   Doenc de Crohn;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;-;8
K51   Colite ulcerativa;-;-;-;-;1;-;-;-;-;2;-;1;1;-;1;-;-;2;2;1;-;-;-;-;-;-;-;11
K52   Outr gastroenterites e colites nao-infecc;1;-;1;-;5;-;-;2;-;2;-;1;1;1;-;1;3;-;-;2;-;1;-;1;3;-;1;26
K55   Transt vasculares do intestino;-;-;6;-;1;1;1;1;-;1;1;1;-;1;-;1;4;-;-;3;2;-;1;-;-;1;1;27
K56   Ileo paralitico e obstr intestinal s/hernia;-;4;5;-;9;1;3;11;6;8;2;1;4;-;-;11;8;1;10;19;6;5;1;2;3;2;2;124
K57   Doenc diverticular do intestino;-;1;1;-;1;-;-;4;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;10
K59   Outr transt funcionais do intestino;-;-;-;2;1;-;-;1;-;2;-;-;-;1;-;1;-;1;2;1;1;1;1;-;-;-;-;15
K60   Fissura e fistula das regioes anal e retal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
K61   Abscesso das regioes anal e retal;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
K62   Outr doenc do reto e do anus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
K63   Outr doenc do intestino;-;-;3;-;1;1;1;1;2;2;-;-;1;1;-;7;6;-;3;7;1;-;3;-;-;1;-;41
K65   Peritonite;-;-;1;1;4;-;-;4;1;3;-;1;6;-;-;2;1;1;2;4;1;1;1;1;-;2;-;37
K66   Outr transt do peritonio;1;-;-;-;2;-;-;1;1;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;-;10
K70   Doenc alcoolica do figado;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;5
K71   Doenc hepatica toxica;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;-;1;-;1;-;-;-;7
K72   Insuf hepatica NCOP;-;3;4;2;2;1;-;5;2;6;2;-;3;-;-;6;12;1;5;11;6;4;3;1;2;2;1;84
K73   Hepatite cronica NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
K74   Fibrose e cirrose hepaticas;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;2;-;2;4;-;1;-;1;3;1;-;18
K75   Outr doenc inflam do figado;1;-;1;-;2;-;-;2;1;2;1;-;1;-;-;4;-;1;4;6;1;-;-;-;-;1;1;29
K76   Outr doenc do figado;1;-;1;-;3;-;1;3;-;2;-;2;6;2;-;5;1;2;4;10;2;-;1;1;1;2;-;50
K80   Colelitiase;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;5
K81   Colecistite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;3
K82   Outr doenc da vesicula biliar;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
K83   Outr doenc das vias biliares;-;-;1;-;1;-;-;1;-;2;-;-;1;-;-;1;4;-;3;7;-;-;-;-;1;-;-;22
K85   Pancreatite aguda;1;-;-;1;2;-;1;-;2;-;-;-;1;-;-;3;1;1;1;3;-;1;2;-;-;-;-;20
K86   Outr doenc do pancreas;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;4
K90   Ma-absorcao intestinal;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;1;-;-;-;-;7
K92   Outr doenc do aparelho digestivo;-;3;1;-;4;-;2;4;1;-;-;3;3;3;1;3;5;-;5;4;2;-;1;2;-;2;-;49
L00   Sindr pele escaldada estafilococ recem-nasc;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;7
L01   Impetigo;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;5
L02   Abscesso cutaneo furunculo e antraz;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;-;3;1;-;1;-;-;-;-;-;9
L03   Celulite;-;1;-;-;2;1;-;-;1;-;-;-;2;-;-;1;1;-;1;4;1;-;-;2;-;1;-;18
L08   Outr infecc localiz pele e tec subcutaneo;1;-;-;-;1;-;-;3;1;-;-;1;3;-;-;2;-;1;2;2;-;-;1;-;-;2;-;20
L10   Penfigo;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
L12   Penfigoide;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
L13   Outr afeccoes bolhosas;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;3
L27   Dermatite dev subst de uso interno;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
L40   Psoriase;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
L51   Eritema polimorfo;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;3
L89   Ulcera de decubito;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
L93   Lupus eritematoso;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;2;3;-;-;-;-;-;-;-;8
L98   Outr afeccoes da pele e tec subcutaneo NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;4
M00   Artrite piogenica;-;-;1;-;2;-;-;-;-;-;-;-;1;-;-;-;1;3;3;-;-;-;-;-;-;-;-;11
M05   Artrite reumatoide soro-positiva;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
M06   Outr artrites reumatoides;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
M08   Artrite juvenil;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
M13   Outr artrites;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
M30   Poliarterite nodosa e afeccoes correlatas;1;-;2;2;1;-;-;-;1;-;-;3;1;-;-;1;-;1;1;10;1;-;1;-;1;3;-;30
M31   Outr vasculopatias necrotizantes;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;2;-;-;1;-;-;2;11
M32   Lupus eritematoso disseminado;1;-;4;2;5;1;2;3;5;5;1;-;4;5;-;2;3;2;5;19;-;-;2;-;-;4;3;78
M33   Dermatopoliomiosite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
M34   Esclerose sistemica;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3
M35   Outr afeccoes sistemicas do tec conjuntivo;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4
M42   Osteocondrose da coluna vertebral;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
M46   Outr espondilopatias inflam;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
M48   Outr espondilopatias;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
M53   Outr dorsopatias NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
M60   Miosite;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
M62   Outr transt musculares;-;-;1;-;2;-;-;1;-;-;1;-;2;-;1;-;1;1;2;1;-;-;-;-;-;1;-;14
M72   Transt fibroblasticos;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;5
M85   Outr transt da densidade e estrutura osseas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
M86   Osteomielite;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;1;2;-;-;-;-;1;-;-;9
M93   Outr osteocondropatias;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N00   Sindr nefritica aguda;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;3
N01   Sindr nefritica rapidamente progressiva;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
N02   Hematuria recidivante e persistente;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
N03   Sindr nefritica cronica;-;-;-;-;1;1;-;-;-;-;-;1;-;-;1;-;1;-;1;2;-;-;-;-;-;1;-;9
N04   Sindr nefrotica;-;1;4;-;1;-;1;4;2;1;-;1;1;-;-;1;2;1;3;8;1;-;4;2;3;1;3;45
N05   Sindr nefritica NE;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
N07   Nefropatia hereditaria NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
N10   Nefrite tubulo-intersticial aguda;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;5
N11   Nefrite tubulo-intersticial cronica;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
N12   Nefrite tubulo-intersticial NE aguda cronica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;5;1;-;-;-;-;-;-;9
N13   Uropatia obstrutiva e p/refluxo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;3
N17   Insuf renal aguda;2;1;1;1;7;3;-;4;3;3;-;2;1;1;1;4;6;-;5;12;1;1;3;1;3;-;-;66
N18   Insuf renal cronica;3;-;2;1;6;-;-;3;2;1;1;4;1;1;1;7;2;1;2;8;2;2;3;-;2;1;-;56
N19   Insuf renal NE;1;-;2;-;3;2;-;1;1;2;2;-;-;-;1;3;3;-;2;1;2;1;3;-;-;-;-;30
N20   Calculose do rim e do ureter;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;5
N25   Transt result funcao renal tubular alterada;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N28   Outr transt do rim e do ureter NCOP;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;1;-;-;-;-;5
N30   Cistite;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
N31   Disfuncoes neuromusculares da bexiga NCOP;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;5
N34   Uretrite e sindr uretral;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
N35   Estenose da uretra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
N39   Outr transt do trato urinario;1;-;3;1;6;2;1;5;1;4;1;4;5;1;1;3;7;3;13;23;4;3;1;2;3;2;-;100
N49   Transt inflam orgaos genitais masc NCOP;-;1;1;-;-;-;-;1;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;7
N70   Salpingite e ooforite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
N73   Outr doenc inflam pelvicas femin;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;3
N76   Outr afeccoes inflam da vagina e da vulva;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;2;-;-;-;-;1;6
N83   Transt nao-infl ovario tromp Falop lig largo;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N87   Displasia do colo do utero;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
N93   Outr sangramentos anormais utero e vagina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
O00   Gravidez ectopica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;3
O01   Mola hidatiforme;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
O02   Outr produtos anormais da concepcao;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
O03   Aborto espontaneo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
O06   Aborto NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
O10   Hipertens pre-exist complic grav parto puerp;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O13   Hipertensao gestacional s/proteinuria signif;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
O14   Hipertensao gestacional c/proteinuria signif;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;2;2;-;2;-;-;-;2;-;-;-;2;13
O15   Eclampsia;-;-;3;-;3;1;-;3;1;4;-;-;-;-;-;-;-;-;2;1;1;-;-;1;1;-;-;21
O20   Hemorragia do inicio da gravidez;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
O22   Complic venosas na gravidez;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2
O23   Infecc do trato geniturinario na gravidez;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;5
O24   Diabetes mellitus na gravidez;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
O26   Assist materna outr complic lig predom grav;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
O30   Gestacao mult;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O34   Assist prest mae anor conh susp org pelv mat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
O41   Outr transt membranas e liquido amniotico;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
O45   Descolamento prematuro da placenta;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;5
O62   Anormalidades da contracao uterina;-;-;1;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
O72   Hemorragia pos-parto;-;-;1;1;2;-;-;5;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;-;1;-;15
O75   Outr complic do trab parto e do parto NCOP;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
O85   Infecc puerperal;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;1;2;-;-;-;1;-;-;-;8
O86   Outr infecc puerperais;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;6
O87   Complic venosas no puerperio;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
O88   Embolia orig obstetrica;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;7
O89   Complic da anestesia admin durante puerperio;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O90   Complic do puerperio NCOP;-;-;1;-;1;-;-;-;2;2;-;1;-;-;-;-;2;-;-;1;-;1;-;-;-;-;-;11
O95   Morte obstetrica de causa NE;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2;-;-;1;-;1;-;-;-;-;-;-;6
O96   Morte qq caus obst mais 42d menos 1a parto;1;-;-;1;4;-;-;1;2;2;-;2;3;-;2;2;1;2;2;6;2;-;2;-;-;-;-;35
O97   Morte p/sequelas causas obstetricas diretas;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O98   Doen inf paras mat COP compl grav part puerp;2;-;4;-;5;-;2;7;1;3;-;1;2;2;-;2;4;1;10;9;3;2;2;3;4;1;2;72
O99   Outr doenc mat COP compl grav parto puerp;-;-;-;-;3;-;1;2;2;3;-;1;2;-;-;-;1;1;3;-;1;-;-;2;-;4;-;26
P00   Fet rec-nasc afet afec mat n obr rel grav at;28;12;86;11;106;48;46;71;73;44;42;34;141;18;34;90;149;42;185;370;158;52;95;21;39;72;69;2136
P01   Fet rec-nasc afet complic maternas gravidez;21;7;38;3;48;14;17;33;40;33;20;28;109;8;28;93;103;20;79;345;125;34;97;11;20;45;46;1465
P02   Fet rec-nasc afet compl plac cord umb membr;11;3;36;4;43;14;10;57;45;32;31;22;72;10;23;80;100;32;90;245;83;65;75;13;20;59;64;1339
P03   Fet rec-nasc afet out compl trab parto parto;5;2;15;1;19;3;3;14;10;20;9;11;26;6;3;41;41;17;20;188;19;16;13;7;5;30;9;553
P04   Fet rec-nasc infl af noc trans plac leit mat;2;-;1;-;1;3;-;2;-;-;1;-;5;1;-;5;8;2;1;15;8;2;2;1;4;3;1;68
P05   Crescimento fetal retard e desnutric fetal;-;3;3;1;8;-;2;23;6;9;2;1;6;1;-;8;23;4;7;35;7;2;5;-;6;2;2;166
P07   Transt rel gest curt dur peso baix nasc NCOP;8;11;31;7;144;7;10;93;9;93;24;13;71;17;14;210;103;22;57;160;24;32;53;9;40;19;19;1300
P10   Laceracao intracran hemorrag dev traum parto;-;-;1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;7
P11   Outr traum de parto do sist nervoso central;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
P12   Lesao do couro cabeludo dev traum de parto;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
P14   Lesoes ao nascer do sist nervoso periferico;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
P15   Outr traum de parto;-;-;1;-;2;-;-;-;-;1;-;1;-;1;1;1;3;-;-;5;-;1;1;1;1;1;-;21
P20   Hipoxia intra-uterina;1;8;17;-;32;5;1;33;10;22;4;29;38;16;14;43;48;4;62;39;10;7;4;4;8;13;2;474
P21   Asfixia ao nascer;6;4;17;6;77;13;6;45;13;56;17;16;36;21;29;77;53;15;94;143;17;18;35;9;17;7;8;855
P22   Desconforto respirat do recem-nascido;10;16;88;30;183;7;11;102;35;80;36;52;71;77;21;180;191;44;126;294;65;56;60;27;38;65;20;1985
P23   Pneumonia congen;3;-;37;1;24;-;1;6;2;13;-;12;11;7;10;8;9;1;12;20;1;5;7;1;6;5;2;204
P24   Sindr de aspiracao neonatal;2;16;45;5;79;4;6;64;21;16;12;13;34;18;4;82;40;19;55;78;19;17;23;7;17;23;13;732
P25   Enfisema interst afecc corr orig per perinat;-;-;1;-;7;-;1;-;3;9;2;4;3;2;2;5;8;3;10;30;4;5;4;4;-;-;3;110
P26   Hemorragia pulmonar orig periodo perinatal;5;5;2;2;26;2;3;10;7;18;12;11;21;5;5;53;21;4;28;97;23;18;15;7;11;9;13;433
P27   Doenc respirat cron orig periodo perinatal;1;1;1;-;7;3;1;1;6;11;-;5;16;2;-;11;13;2;12;22;12;8;4;2;2;3;-;146
P28   Outr afeccoes respirat orig per perinatal;3;4;23;3;42;2;1;17;14;29;9;8;17;12;2;116;63;2;22;71;16;13;19;6;10;25;7;556
P29   Transt cardiovasc orig periodo perinatal;5;4;13;5;26;2;3;31;10;10;10;10;24;8;2;58;54;6;45;89;19;20;10;10;10;12;7;503
P35   Doenc virais congen;-;-;-;-;2;-;-;-;-;-;2;-;1;-;-;-;1;-;1;6;1;1;2;1;1;2;-;21
P36   Septicemia bacter do recem-nascido;39;43;55;17;157;24;27;131;43;135;56;108;119;101;43;209;194;47;230;466;62;70;81;26;67;76;20;2646
P37   Outr doenc infecc e parasit congen;1;1;1;-;7;-;2;-;-;1;2;1;-;-;-;2;3;-;3;17;-;3;3;-;1;2;-;50
P38   Onfalite recem-nasc c/ou s/hemorragia leve;-;-;2;1;-;-;-;1;1;-;-;-;1;-;-;2;-;-;-;2;-;-;-;2;-;-;-;12
P39   Outr infecc especificas do periodo perinatal;-;-;2;-;21;2;1;12;4;19;-;10;21;16;5;14;4;1;24;12;4;9;1;2;10;7;-;201
P50   Perda sanguinea fetal;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;2;1;1;1;2;1;-;1;-;-;1;-;14
P51   Hemorragia umbilical do recem-nascido;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2;-;1;-;-;1;8
