Categoria CID-10;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
J16   Pneumonia dev out microorg infecc espec NCOP;-;-;-;-;7;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;11
J18   Pneumonia p/microorg NE;20;19;80;26;158;50;11;101;44;74;24;44;86;45;26;117;91;36;179;247;33;30;21;26;48;40;6;1682
J20   Bronquite aguda;-;-;4;2;-;-;-;-;2;-;-;-;1;-;-;2;5;-;1;6;4;-;2;1;2;-;-;32
J21   Bronquiolite aguda;1;5;19;-;5;-;2;8;2;6;3;1;4;4;4;12;14;7;66;55;5;7;25;1;6;4;2;268
J22   Infecc agudas NE das vias aereas infer;-;-;1;-;1;-;1;1;-;1;-;-;-;-;-;5;3;-;-;1;-;-;-;1;-;-;-;15
J31   Rinite nasofaringite e faringite cronicas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
J32   Sinusite cronica;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;5;-;-;-;-;-;-;-;8
J35   Doenc cronicas das amigdalas e das adenoides;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;1;-;-;1;6
J36   Abscesso periamigdaliano;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;3
J37   Laringite e laringotraqueite cronicas;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;3
J38   Doenc das cordas vocais e da laringe NCOP;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;3
J39   Outr doenc das vias aereas super;-;1;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;1;1;2;1;1;-;1;-;-;-;12
J40   Bronquite NE como aguda ou cronica;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;3
J41   Bronquite cronica simples e a mucopurulenta;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
J42   Bronquite cronica NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;3
J43   Enfisema;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;4
J44   Outr doenc pulmonares obstrutivas cronicas;-;-;-;-;6;-;1;2;-;-;-;2;1;-;-;-;2;1;4;1;1;1;1;-;1;2;2;28
J45   Asma;1;-;4;-;6;-;-;10;-;1;2;4;8;1;1;3;16;4;6;27;8;5;4;1;1;2;3;118
J46   Estado de mal asmatico;-;-;-;-;2;-;-;1;-;-;-;1;3;1;-;-;3;1;-;4;2;-;1;-;1;-;-;20
J47   Bronquectasia;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;3
J60   Pneumoconiose dos mineiros de carvao;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
J67   Pneumonite hipersensibilid dev poeiras org;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
J68   Afecc resp dev inal prod quim gas fumac vap;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;5
J69   Pneumonite dev solidos e liquidos;3;4;12;2;12;2;2;14;9;7;2;2;7;1;1;18;18;-;10;40;-;6;2;1;3;11;5;194
J70   Afeccoes respirat dev outr agentes externos;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;-;2;-;-;-;1;-;8
J80   Sindr do desconforto respirat do adulto;-;-;1;-;4;1;-;1;-;6;-;2;1;1;-;1;2;2;3;14;2;2;-;-;-;2;-;45
J81   Edema pulmonar NE de outr form;1;-;3;-;5;1;-;2;-;4;-;1;-;1;-;8;2;-;12;52;-;4;2;1;1;3;2;105
J82   Eosinofilia pulmonar NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
J84   Outr doenc pulmonares intersticiais;-;-;-;1;3;1;-;1;1;1;2;2;1;3;-;2;-;1;-;18;-;1;3;3;-;5;2;51
J85   Abscesso do pulmao e do mediastino;-;-;-;-;-;-;-;2;1;-;-;1;-;1;-;-;2;-;1;4;-;-;-;-;-;1;-;13
J86   Piotorax;-;-;2;-;3;-;-;1;-;-;1;-;2;-;1;2;2;2;3;2;-;-;1;-;2;2;-;26
J90   Derrame pleural NCOP;1;-;-;-;1;2;-;2;-;-;1;1;1;2;1;3;2;-;9;5;-;-;1;1;1;-;-;34
J93   Pneumotorax;2;-;-;-;-;-;-;2;1;1;-;1;-;-;-;1;1;-;1;2;-;1;1;-;-;1;-;15
J94   Outr afeccoes pleurais;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;-;1;-;-;-;-;-;7
J96   Insuf respirat NCOP;-;1;5;1;18;1;3;17;4;3;-;7;2;6;4;15;11;-;7;13;3;4;3;3;5;2;-;138
J98   Outr transt respirat;-;5;2;-;4;-;-;4;6;4;-;1;12;2;2;7;6;3;12;20;2;2;5;-;3;2;1;105
K12   Estomatite e lesoes correlatas;-;-;1;-;1;-;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
K14   Doenc da lingua;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
K20   Esofagite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
K21   Doenc de refluxo gastroesofagico;-;2;-;-;1;2;-;-;-;-;-;-;4;1;2;3;3;3;1;7;4;-;1;2;-;2;2;40
K22   Outr doenc do esofago;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;-;4
K25   Ulcera gastrica;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;1;1;1;-;3;-;-;-;1;1;1;-;12
K26   Ulcera duodenal;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;1;-;-;-;-;-;1;-;6
K27   Ulcera peptica de localiz NE;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;3
K29   Gastrite e duodenite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
K30   Dispepsia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
K31   Outr doenc do estomago e do duodeno;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4;2;-;1;3;-;-;-;-;-;1;-;12
K35   Apendicite aguda;1;-;2;1;3;-;1;2;3;2;2;1;4;1;4;3;5;-;5;15;3;2;1;1;-;2;-;64
K36   Outr form de apendicite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2
K37   Apendicite SOE;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;1;1;2;1;1;-;-;-;1;1;-;12
K40   Hernia inguinal;-;-;-;-;-;-;-;-;-;1;1;-;2;-;2;3;1;-;2;4;-;-;-;-;3;-;-;19
K42   Hernia umbilical;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;4
K44   Hernia diafragmatica;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;2;-;-;1;-;1;-;-;7
K45   Outr hernias abdominais;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
K46   Hernia abdominal NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;3
K50   Doenc de Crohn;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;1;-;-;-;-;-;-;8
K51   Colite ulcerativa;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;3;-;2;3;-;-;-;-;-;-;-;11
K52   Outr gastroenterites e colites nao-infecc;-;3;-;-;1;2;-;2;-;2;-;1;2;1;-;-;4;-;-;5;2;2;-;2;3;2;-;34
K55   Transt vasculares do intestino;-;-;8;-;2;-;1;1;-;4;1;-;1;-;1;1;1;-;-;9;-;1;1;-;-;2;-;34
K56   Ileo paralitico e obstr intestinal s/hernia;4;2;6;-;16;1;2;9;2;5;4;3;7;6;1;20;11;-;11;33;5;2;8;5;6;1;5;175
K57   Doenc diverticular do intestino;-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;5
K59   Outr transt funcionais do intestino;-;-;1;-;1;-;-;1;-;4;1;1;3;2;-;3;1;-;-;2;-;-;-;-;-;1;-;21
K60   Fissura e fistula das regioes anal e retal;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
K62   Outr doenc do reto e do anus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2
K63   Outr doenc do intestino;-;-;2;-;2;-;-;1;-;3;-;-;2;-;-;7;4;-;4;8;4;-;1;-;-;1;-;39
K65   Peritonite;1;1;2;-;5;-;-;3;2;5;-;2;2;1;1;3;3;2;1;7;-;1;2;3;1;2;1;51
K66   Outr transt do peritonio;-;-;-;-;1;-;-;1;2;1;1;-;-;1;-;-;1;1;2;2;-;-;-;-;-;-;-;13
K70   Doenc alcoolica do figado;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
K71   Doenc hepatica toxica;1;1;1;1;2;-;1;1;-;-;1;1;-;-;1;-;1;-;1;3;1;-;-;-;-;-;-;17
K72   Insuf hepatica NCOP;5;1;-;1;7;1;-;6;4;5;1;-;7;3;1;7;6;-;4;19;2;1;8;-;-;-;-;89
K73   Hepatite cronica NCOP;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
K74   Fibrose e cirrose hepaticas;-;-;1;-;1;1;-;1;-;-;1;-;2;-;-;3;1;-;2;9;1;-;1;-;-;3;-;27
K75   Outr doenc inflam do figado;-;-;1;-;4;-;-;-;1;1;1;-;-;-;1;2;1;-;2;5;2;2;-;-;-;4;-;27
K76   Outr doenc do figado;-;1;3;-;8;-;-;-;-;1;2;2;3;3;1;-;4;3;3;9;3;1;1;-;-;1;-;49
K80   Colelitiase;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;1;-;-;2;-;-;1;1;-;-;1;10
K81   Colecistite;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;-;-;-;-;-;1;1;7
K82   Outr doenc da vesicula biliar;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
K83   Outr doenc das vias biliares;-;1;-;-;-;-;1;-;-;2;-;-;-;-;1;-;2;-;4;9;-;-;1;1;-;-;-;22
K85   Pancreatite aguda;-;-;-;-;2;-;3;1;-;1;1;1;-;-;1;4;1;-;2;4;1;-;3;-;-;1;-;26
K86   Outr doenc do pancreas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
K90   Ma-absorcao intestinal;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;2;-;1;-;-;-;-;-;6
K92   Outr doenc do aparelho digestivo;-;-;-;-;6;-;-;5;2;2;-;-;4;1;2;4;4;-;5;5;3;1;2;3;1;2;-;52
L00   Sindr pele escaldada estafilococ recem-nasc;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
L01   Impetigo;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;1;6
L02   Abscesso cutaneo furunculo e antraz;-;1;1;-;4;-;-;1;-;-;1;1;-;-;-;-;-;-;2;1;1;1;-;-;-;1;-;15
L03   Celulite;-;-;2;-;3;-;-;1;-;3;-;3;-;1;1;2;-;2;1;1;-;1;-;2;-;-;-;23
L08   Outr infecc localiz pele e tec subcutaneo;-;-;1;1;3;-;-;-;-;1;2;-;2;1;2;3;-;-;2;1;-;2;1;-;-;-;-;22
L10   Penfigo;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
L12   Penfigoide;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
L51   Eritema polimorfo;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;2;-;-;1;1;-;1;-;-;1;-;9
L88   Piodermite gangrenosa;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
L89   Ulcera de decubito;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3
L93   Lupus eritematoso;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;-;6
L95   Vasculite limitada a pele NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
L97   Ulcera dos membros infer NCOP;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
L98   Outr afeccoes da pele e tec subcutaneo NCOP;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
M00   Artrite piogenica;-;1;1;-;1;-;-;-;-;1;-;-;-;-;1;1;2;-;4;2;-;1;1;-;3;-;1;20
M06   Outr artrites reumatoides;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
M08   Artrite juvenil;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;-;1;-;-;-;-;-;-;-;5
M13   Outr artrites;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
M19   Outr artroses;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
M30   Poliarterite nodosa e afeccoes correlatas;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;4
M31   Outr vasculopatias necrotizantes;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;1;1;2;3;2;-;-;-;-;-;-;12
M32   Lupus eritematoso disseminado;-;1;5;2;6;-;-;2;2;4;1;1;1;2;-;6;2;3;9;15;4;-;-;1;4;5;1;77
M33   Dermatopoliomiosite;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
M35   Outr afeccoes sistemicas do tec conjuntivo;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;1;1;-;-;2;-;-;1;2;-;1;-;12
M43   Outr dorsopatias deformantes;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
M48   Outr espondilopatias;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
M60   Miosite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;3
M62   Outr transt musculares;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;3;2;-;1;4;1;-;-;-;-;1;-;15
M72   Transt fibroblasticos;-;-;1;-;1;-;-;1;1;1;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;8
M81   Osteoporose s/frat patologica;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
M86   Osteomielite;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;1;3;-;-;-;-;-;7
M89   Outr transt osseos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
M93   Outr osteocondropatias;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N00   Sindr nefritica aguda;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
N01   Sindr nefritica rapidamente progressiva;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
N03   Sindr nefritica cronica;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;1;2;-;-;1;-;-;-;-;1;2;-;11
N04   Sindr nefrotica;-;-;1;-;1;-;-;1;1;1;3;-;-;1;-;2;2;-;2;6;2;-;-;1;1;-;1;26
N05   Sindr nefritica NE;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
N07   Nefropatia hereditaria NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
N10   Nefrite tubulo-intersticial aguda;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;5
N11   Nefrite tubulo-intersticial cronica;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;6
N12   Nefrite tubulo-intersticial NE aguda cronica;-;-;-;-;1;-;-;-;1;1;1;-;1;1;-;1;1;1;3;4;-;-;-;-;-;-;-;16
N13   Uropatia obstrutiva e p/refluxo;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;5
N15   Outr doenc renais tubulo-intersticiais;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
N17   Insuf renal aguda;-;4;4;-;16;-;2;6;1;11;5;3;1;1;1;7;3;-;5;15;3;-;5;-;2;3;2;100
N18   Insuf renal cronica;-;-;1;1;6;1;1;1;2;3;-;2;-;1;1;4;3;2;5;6;7;4;1;1;2;2;-;57
N19   Insuf renal NE;-;1;2;-;6;-;-;2;-;3;-;-;-;1;-;1;4;-;2;3;-;1;-;1;1;2;-;30
N20   Calculose do rim e do ureter;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;1;-;4
N21   Calculose do trato urinario infer;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N25   Transt result funcao renal tubular alterada;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
N27   Hipoplasia renal de causa desconhecida;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
N28   Outr transt do rim e do ureter NCOP;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;3;1;-;-;-;-;-;-;8
N30   Cistite;-;-;-;-;-;-;-;-;-;2;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7
N31   Disfuncoes neuromusculares da bexiga NCOP;-;-;-;-;1;-;-;-;-;-;-;-;4;-;1;-;1;-;-;-;1;-;1;-;-;1;-;10
N32   Outr transt da bexiga;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
N35   Estenose da uretra;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N39   Outr transt do trato urinario;-;-;5;-;2;1;-;2;1;4;2;6;4;-;4;9;12;3;13;23;3;5;3;2;5;2;-;111
N47   Hipertrofia do prepucio fimose e parafimose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
N49   Transt inflam orgaos genitais masc NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
N50   Outr transt dos orgaos genitais masc;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
N70   Salpingite e ooforite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
N73   Outr doenc inflam pelvicas femin;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;1;-;6
N75   Doenc da gland de Bartholin;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N76   Outr afeccoes inflam da vagina e da vulva;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;4
N83   Transt nao-infl ovario tromp Falop lig largo;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
O00   Gravidez ectopica;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;3
O01   Mola hidatiforme;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
O02   Outr produtos anormais da concepcao;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
O03   Aborto espontaneo;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O05   Outr tipos de aborto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
O06   Aborto NE;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O07   Falha de tentativa de aborto;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
O08   Complic conseq aborto gravidez ectop molar;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
O13   Hipertensao gestacional s/proteinuria signif;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
O14   Hipertensao gestacional c/proteinuria signif;-;-;1;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;2;3;-;-;-;-;2;-;-;12
O15   Eclampsia;1;-;-;1;6;-;-;3;1;2;-;-;1;2;-;2;2;-;1;-;1;-;-;-;-;1;-;24
O16   Hipertensao materna NE;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
O21   Vomitos excessivos na gravidez;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
O22   Complic venosas na gravidez;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
O23   Infecc do trato geniturinario na gravidez;-;-;-;-;1;-;-;-;-;-;1;1;1;1;-;-;1;-;2;-;1;-;-;-;-;2;-;11
O26   Assist materna outr complic lig predom grav;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
O41   Outr transt membranas e liquido amniotico;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
O45   Descolamento prematuro da placenta;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;4
O62   Anormalidades da contracao uterina;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
O67   Trab parto parto compl hemorr intrapart NCOP;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O72   Hemorragia pos-parto;-;-;1;-;1;-;-;3;-;-;-;-;-;-;-;2;-;-;1;-;1;-;-;-;1;-;-;10
O74   Complic anestesia durante trab parto e parto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
O75   Outr complic do trab parto e do parto NCOP;-;-;1;-;-;-;-;2;1;1;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;1;-;10
O85   Infecc puerperal;-;-;1;2;2;-;-;-;1;1;1;-;1;-;-;-;-;-;2;1;-;-;-;-;1;-;1;14
O86   Outr infecc puerperais;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;4
O87   Complic venosas no puerperio;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O88   Embolia orig obstetrica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;-;-;-;-;-;-;-;-;5
O90   Complic do puerperio NCOP;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;1;1;4;-;-;-;-;-;-;-;10
O91   Infecc mamarias assoc ao parto;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O95   Morte obstetrica de causa NE;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;3;-;-;-;1;-;-;11
O96   Morte qq caus obst mais 42d menos 1a parto;1;-;1;-;2;-;-;-;2;2;-;-;1;-;-;1;-;-;-;1;2;-;2;-;1;-;-;16
O97   Morte p/sequelas causas obstetricas diretas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
O98   Doen inf paras mat COP compl grav part puerp;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;1;8
O99   Outr doenc mat COP compl grav parto puerp;1;-;1;-;3;-;-;1;1;2;1;-;2;2;-;3;1;-;5;8;1;-;2;1;1;-;2;38
P00   Fet rec-nasc afet afec mat n obr rel grav at;29;6;90;9;88;33;18;78;84;65;60;39;161;29;65;106;163;38;214;459;190;44;74;19;36;70;98;2365
P01   Fet rec-nasc afet complic maternas gravidez;7;3;49;1;43;10;19;45;47;61;13;17;137;13;31;86;117;33;85;337;124;43;78;11;28;57;48;1543
P02   Fet rec-nasc afet compl plac cord umb membr;11;5;28;3;64;15;10;72;41;41;24;22;83;32;27;81;107;30;119;242;105;45;81;19;24;54;52;1437
P03   Fet rec-nasc afet out compl trab parto parto;1;3;20;-;20;-;3;15;12;12;8;8;13;4;14;42;37;5;25;188;23;16;10;3;2;17;7;508
P04   Fet rec-nasc infl af noc trans plac leit mat;2;-;3;-;4;3;1;-;2;1;-;1;4;-;-;7;3;1;4;25;5;2;6;1;2;4;-;81
P05   Crescimento fetal retard e desnutric fetal;2;6;5;1;5;1;1;10;1;6;1;2;7;-;1;7;17;2;12;43;15;1;8;-;1;5;3;163
P07   Transt rel gest curt dur peso baix nasc NCOP;9;8;28;4;149;16;1;122;30;110;36;39;95;14;25;211;110;16;75;232;26;49;64;20;34;20;8;1551
P08   Transt relac gest prolong peso elevado nasc;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
P10   Laceracao intracran hemorrag dev traum parto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;4
