Categoria CID-10;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
J16   Pneumonia dev out microorg infecc espec NCOP;-;-;-;-;10;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;13
J18   Pneumonia p/microorg NE;19;17;83;12;142;38;7;83;52;97;21;34;59;41;15;105;110;30;167;351;36;22;27;18;31;35;13;1665
J20   Bronquite aguda;1;-;1;1;-;2;-;1;1;-;-;-;-;-;-;-;1;3;1;9;3;1;2;1;1;-;-;29
J21   Bronquiolite aguda;3;-;20;-;1;1;-;6;1;5;-;2;11;3;-;14;12;7;37;64;7;2;26;4;4;1;3;234
J22   Infecc agudas NE das vias aereas infer;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;4;-;-;1;-;1;-;1;-;-;-;-;10
J31   Rinite nasofaringite e faringite cronicas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
J32   Sinusite cronica;-;-;-;-;1;-;-;-;-;-;-;3;-;-;-;1;4;-;-;3;-;-;-;-;-;2;1;15
J34   Outr transt do nariz e dos seios paranasais;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
J35   Doenc cronicas das amigdalas e das adenoides;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
J36   Abscesso periamigdaliano;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;4
J38   Doenc das cordas vocais e da laringe NCOP;1;-;-;-;2;-;-;1;-;1;-;-;-;1;-;-;1;-;-;3;-;1;-;-;-;1;-;12
J39   Outr doenc das vias aereas super;-;1;-;-;2;-;-;-;1;1;1;1;1;1;-;-;3;-;1;1;1;-;-;-;2;-;-;17
J40   Bronquite NE como aguda ou cronica;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
J41   Bronquite cronica simples e a mucopurulenta;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
J42   Bronquite cronica NE;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;3
J43   Enfisema;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;6
J44   Outr doenc pulmonares obstrutivas cronicas;-;-;1;-;2;-;-;1;-;1;-;1;3;-;-;-;2;2;7;7;-;1;5;-;1;-;-;34
J45   Asma;-;1;1;-;5;1;1;3;-;3;1;2;5;1;2;7;11;7;9;12;6;-;4;2;-;4;3;91
J46   Estado de mal asmatico;1;-;2;-;2;-;-;-;-;-;-;-;5;1;-;1;2;-;2;6;2;-;1;-;-;-;-;25
J47   Bronquectasia;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;5
J64   Pneumoconiose NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
J67   Pneumonite hipersensibilid dev poeiras org;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
J68   Afecc resp dev inal prod quim gas fumac vap;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;5
J69   Pneumonite dev solidos e liquidos;5;-;9;1;8;-;2;14;5;3;1;2;13;7;1;11;21;5;3;45;4;4;2;2;3;12;2;185
J70   Afeccoes respirat dev outr agentes externos;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;1;3;-;-;1;-;-;9
J80   Sindr do desconforto respirat do adulto;1;-;2;-;1;-;-;2;1;1;-;1;1;-;2;1;3;-;4;8;1;1;2;-;-;4;-;36
J81   Edema pulmonar NE de outr form;-;-;-;-;7;-;1;7;-;8;-;4;4;-;1;8;3;1;11;57;2;1;3;2;3;5;1;129
J82   Eosinofilia pulmonar NCOP;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3
J84   Outr doenc pulmonares intersticiais;-;-;-;-;-;1;-;-;1;-;-;1;1;1;-;2;1;-;1;11;4;1;1;1;-;2;-;29
J85   Abscesso do pulmao e do mediastino;-;1;1;-;-;-;-;-;-;1;-;-;2;-;-;2;-;-;2;5;-;-;1;2;-;-;-;17
J86   Piotorax;1;-;2;-;1;-;-;1;-;1;1;-;4;1;-;1;-;1;5;8;1;-;-;-;-;3;-;31
J90   Derrame pleural NCOP;2;-;1;-;2;2;-;1;-;-;1;2;-;-;-;-;3;-;5;4;-;2;-;-;2;1;-;28
J93   Pneumotorax;2;-;-;-;-;-;-;3;1;2;-;1;-;-;-;1;1;-;3;8;-;-;-;-;1;1;-;24
J94   Outr afeccoes pleurais;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;1;-;-;-;2;-;1;-;-;-;-;-;7
J95   Afeccoes respirat pos-proced NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
J96   Insuf respirat NCOP;2;1;9;2;9;-;1;15;6;9;1;4;3;4;1;19;20;1;8;28;4;3;4;1;5;5;3;168
J98   Outr transt respirat;-;2;1;1;5;-;-;5;2;7;-;1;20;1;1;13;15;2;14;20;1;-;4;2;-;5;4;126
K12   Estomatite e lesoes correlatas;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
K13   Outr doenc do labio e da mucosa oral;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
K21   Doenc de refluxo gastroesofagico;-;-;-;-;1;-;1;1;1;1;-;-;2;1;-;3;1;2;1;9;2;-;1;1;-;2;-;30
K22   Outr doenc do esofago;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;4
K25   Ulcera gastrica;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;1;-;9
K26   Ulcera duodenal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;4;-;1;-;-;-;1;1;10
K27   Ulcera peptica de localiz NE;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;4
K28   Ulcera gastrojejunal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
K29   Gastrite e duodenite;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;2;-;8
K31   Outr doenc do estomago e do duodeno;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3;3;-;-;-;-;-;-;-;9
K35   Apendicite aguda;-;-;-;-;8;1;-;1;4;4;2;-;6;2;1;3;6;-;6;9;2;1;3;1;4;1;2;67
K37   Apendicite SOE;-;-;-;-;3;-;1;-;-;2;-;-;2;4;-;1;1;1;2;7;-;-;-;1;1;-;-;26
K40   Hernia inguinal;-;-;-;-;3;-;-;-;-;-;-;3;-;-;-;-;-;2;1;-;-;1;1;-;-;1;-;12
K42   Hernia umbilical;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;4
K44   Hernia diafragmatica;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;6
K45   Outr hernias abdominais;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
K46   Hernia abdominal NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;-;-;-;-;4
K50   Doenc de Crohn;-;1;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;7
K51   Colite ulcerativa;-;-;1;-;3;-;-;2;-;3;-;-;-;-;-;-;2;-;1;5;-;2;-;-;-;-;-;19
K52   Outr gastroenterites e colites nao-infecc;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;1;1;-;1;4;-;1;-;-;-;3;-;15
K55   Transt vasculares do intestino;-;1;3;-;-;-;-;1;-;1;-;1;1;1;3;2;4;1;2;7;-;1;2;-;-;1;-;32
K56   Ileo paralitico e obstr intestinal s/hernia;4;2;3;-;6;-;-;8;2;4;2;3;2;2;4;12;10;2;17;10;3;1;9;-;2;5;3;116
K57   Doenc diverticular do intestino;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
K59   Outr transt funcionais do intestino;1;-;1;-;2;-;-;-;-;2;-;1;3;-;1;1;1;-;-;4;-;-;-;-;2;-;-;19
K61   Abscesso das regioes anal e retal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;4
K62   Outr doenc do reto e do anus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
K63   Outr doenc do intestino;-;-;1;-;1;-;-;1;-;1;-;-;4;2;-;2;2;-;6;3;1;1;-;1;1;1;1;29
K65   Peritonite;-;1;1;-;4;2;-;1;-;3;-;2;7;-;-;11;3;-;7;10;1;-;3;3;-;1;1;61
K66   Outr transt do peritonio;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;1;1;1;-;1;-;1;-;-;-;-;-;8
K70   Doenc alcoolica do figado;-;-;-;-;2;-;-;2;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;8
K71   Doenc hepatica toxica;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;5
K72   Insuf hepatica NCOP;2;2;1;-;2;1;-;5;5;5;3;1;3;3;1;7;4;1;5;13;2;-;2;-;1;3;1;73
K73   Hepatite cronica NCOP;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;4
K74   Fibrose e cirrose hepaticas;-;-;-;-;2;-;-;-;-;1;2;3;5;-;-;2;4;-;1;5;-;-;1;-;1;-;-;27
K75   Outr doenc inflam do figado;2;1;-;-;2;-;-;3;1;2;3;1;-;2;-;4;1;1;1;9;1;-;3;-;-;1;-;38
K76   Outr doenc do figado;1;-;1;-;4;-;1;2;-;1;-;1;-;1;-;2;1;1;5;8;2;-;4;-;1;2;1;39
K80   Colelitiase;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;6
K81   Colecistite;1;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;7
K82   Outr doenc da vesicula biliar;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;5
K83   Outr doenc das vias biliares;-;-;1;-;2;-;-;3;2;1;-;1;-;-;4;1;2;-;2;6;-;-;-;-;-;-;2;27
K85   Pancreatite aguda;-;-;-;-;4;-;-;1;-;1;-;-;1;2;2;3;-;-;1;2;1;2;-;-;1;1;-;22
K86   Outr doenc do pancreas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
K90   Ma-absorcao intestinal;-;-;-;1;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;8
K92   Outr doenc do aparelho digestivo;1;-;3;1;7;-;-;3;1;1;-;1;1;-;-;5;8;-;7;10;3;-;3;-;-;2;-;57
L00   Sindr pele escaldada estafilococ recem-nasc;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
L01   Impetigo;1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;7
L02   Abscesso cutaneo furunculo e antraz;-;-;1;1;3;-;1;-;-;3;-;-;2;-;-;1;-;2;3;3;-;-;1;1;1;-;-;23
L03   Celulite;-;-;1;-;2;-;-;-;2;-;-;-;1;-;-;2;2;-;6;5;-;-;1;-;1;-;-;23
L08   Outr infecc localiz pele e tec subcutaneo;-;-;2;-;4;-;-;1;1;1;-;-;-;-;2;2;1;1;1;4;-;-;-;1;-;-;-;21
L10   Penfigo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;3
L12   Penfigoide;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
L26   Dermatite esfoliativa;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
L30   Outr dermatites;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
L40   Psoriase;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
L51   Eritema polimorfo;1;-;1;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;7
L88   Piodermite gangrenosa;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
L89   Ulcera de decubito;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
L93   Lupus eritematoso;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;3;-;-;1;-;1;-;-;-;-;-;-;9
L95   Vasculite limitada a pele NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
L97   Ulcera dos membros infer NCOP;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
L98   Outr afeccoes da pele e tec subcutaneo NCOP;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
M00   Artrite piogenica;-;-;1;2;2;-;-;2;-;-;-;-;1;1;-;1;2;2;-;-;-;1;1;-;2;-;-;18
M06   Outr artrites reumatoides;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
M08   Artrite juvenil;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;1;7
M13   Outr artrites;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
M16   Coxartrose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
M18   Artrose prim articulacao carpometacarpiana;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
M30   Poliarterite nodosa e afeccoes correlatas;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
M31   Outr vasculopatias necrotizantes;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;6
M32   Lupus eritematoso disseminado;1;-;12;1;10;2;-;3;3;7;1;1;5;-;2;10;8;2;6;11;3;1;1;1;3;4;4;102
M33   Dermatopoliomiosite;2;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;3;1;1;2;-;-;-;-;-;-;-;12
M34   Esclerose sistemica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
M35   Outr afeccoes sistemicas do tec conjuntivo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;-;-;-;-;1;-;6
M48   Outr espondilopatias;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
M53   Outr dorsopatias NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
M60   Miosite;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
M62   Outr transt musculares;-;-;-;-;-;-;-;3;-;-;1;-;2;1;-;1;1;-;1;2;-;-;-;-;-;1;-;13
M72   Transt fibroblasticos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
M80   Osteoporose c/frat patologica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
M81   Osteoporose s/frat patologica;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
M86   Osteomielite;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;1;-;-;-;-;-;5
M87   Osteonecrose;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
M94   Outr transt das cartilagens;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
N00   Sindr nefritica aguda;1;-;-;-;1;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
N02   Hematuria recidivante e persistente;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
N03   Sindr nefritica cronica;-;-;-;-;-;-;-;-;-;1;1;-;4;-;-;1;-;-;1;2;-;-;-;-;-;-;-;10
N04   Sindr nefrotica;-;1;3;-;4;1;-;1;1;3;1;-;1;1;1;4;4;-;2;7;2;1;1;-;-;1;1;41
N05   Sindr nefritica NE;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;6
N10   Nefrite tubulo-intersticial aguda;-;-;-;-;-;-;-;2;-;1;2;-;1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;10
N11   Nefrite tubulo-intersticial cronica;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
N12   Nefrite tubulo-intersticial NE aguda cronica;-;-;-;-;1;-;-;2;-;-;-;-;2;-;-;1;1;-;-;5;-;-;-;-;3;-;-;15
N13   Uropatia obstrutiva e p/refluxo;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;1;-;-;1;1;-;-;-;-;-;1;-;7
N15   Outr doenc renais tubulo-intersticiais;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
N17   Insuf renal aguda;6;1;1;-;7;-;1;8;6;4;1;4;1;-;3;2;1;-;5;20;6;2;2;-;2;2;2;87
N18   Insuf renal cronica;-;-;5;2;3;1;-;4;1;3;-;1;2;-;-;11;2;2;4;5;2;-;3;2;1;-;-;54
N19   Insuf renal NE;1;-;3;-;2;-;-;1;1;2;1;1;1;-;-;5;3;-;4;9;-;2;1;-;2;1;1;41
N20   Calculose do rim e do ureter;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
N25   Transt result funcao renal tubular alterada;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
N26   Rim contraido NE;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N27   Hipoplasia renal de causa desconhecida;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
N28   Outr transt do rim e do ureter NCOP;-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;1;-;-;-;3;-;-;-;-;-;2;-;10
N30   Cistite;-;-;-;-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;6
N31   Disfuncoes neuromusculares da bexiga NCOP;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;1;-;-;1;1;7
N35   Estenose da uretra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
N39   Outr transt do trato urinario;-;1;2;1;2;-;-;7;2;6;6;5;7;7;5;13;10;4;11;24;5;1;2;1;3;2;1;128
N45   Orquite e epididimite;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2
N48   Outr transt do penis;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N49   Transt inflam orgaos genitais masc NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
N70   Salpingite e ooforite;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
N73   Outr doenc inflam pelvicas femin;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
N76   Outr afeccoes inflam da vagina e da vulva;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
N83   Transt nao-infl ovario tromp Falop lig largo;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
N85   Outr transt nao-inflam utero exc colo utero;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
N92   Menstruacao excessiva frequente e irregular;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
N93   Outr sangramentos anormais utero e vagina;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O00   Gravidez ectopica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;1;-;-;-;-;-;5
O01   Mola hidatiforme;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O02   Outr produtos anormais da concepcao;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
O03   Aborto espontaneo;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
O05   Outr tipos de aborto;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O06   Aborto NE;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;1;1;1;-;1;-;-;-;-;9
O07   Falha de tentativa de aborto;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O08   Complic conseq aborto gravidez ectop molar;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O10   Hipertens pre-exist complic grav parto puerp;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
O13   Hipertensao gestacional s/proteinuria signif;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
O14   Hipertensao gestacional c/proteinuria signif;1;-;-;-;1;-;-;1;1;1;-;-;2;-;1;2;2;-;1;-;2;-;-;-;-;1;1;17
O15   Eclampsia;-;-;-;1;-;-;1;1;2;1;-;1;-;1;1;1;1;2;-;5;-;-;-;1;1;1;1;22
O16   Hipertensao materna NE;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
O22   Complic venosas na gravidez;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O23   Infecc do trato geniturinario na gravidez;-;-;-;-;1;-;3;-;-;-;1;-;1;-;-;-;-;1;1;4;-;-;1;-;1;-;-;14
O26   Assist materna outr complic lig predom grav;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;3
O41   Outr transt membranas e liquido amniotico;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
O42   Ruptura prematura de membranas;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O45   Descolamento prematuro da placenta;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1;1;1;-;1;1;1;-;-;-;-;9
O46   Hemorragia anteparto NCOP;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O62   Anormalidades da contracao uterina;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;3
O67   Trab parto parto compl hemorr intrapart NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
O71   Outr traum obstetricos;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
O72   Hemorragia pos-parto;-;-;2;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;1;-;-;-;-;9
O74   Complic anestesia durante trab parto e parto;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
O75   Outr complic do trab parto e do parto NCOP;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
O85   Infecc puerperal;-;-;-;-;3;-;-;1;-;1;-;-;2;-;-;1;-;-;1;-;1;-;-;-;-;-;-;10
O86   Outr infecc puerperais;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
O87   Complic venosas no puerperio;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
O88   Embolia orig obstetrica;-;-;1;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;3;3;2;-;1;-;-;-;-;14
O90   Complic do puerperio NCOP;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;5
O91   Infecc mamarias assoc ao parto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
O95   Morte obstetrica de causa NE;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;3;-;-;1;-;1;-;-;8
O96   Morte qq caus obst mais 42d menos 1a parto;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;3;1;2;1;1;-;-;1;1;-;-;13
O98   Doen inf paras mat COP compl grav part puerp;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;1;1;8
O99   Outr doenc mat COP compl grav parto puerp;-;1;-;-;3;1;-;5;-;-;2;1;6;-;-;3;2;2;3;6;-;1;-;-;-;3;1;40
P00   Fet rec-nasc afet afec mat n obr rel grav at;17;4;83;7;97;18;45;84;79;63;35;26;196;20;51;101;151;49;216;446;237;62;96;27;67;68;70;2415
P01   Fet rec-nasc afet complic maternas gravidez;4;2;42;4;44;17;26;33;67;65;11;16;109;8;30;86;87;27;101;400;160;40;85;17;34;56;70;1641
P02   Fet rec-nasc afet compl plac cord umb membr;4;4;37;5;62;13;16;89;44;47;27;21;80;13;22;91;111;33;129;249;104;58;80;13;19;57;44;1472
