"Categoria CID-10";"RO";"AC";"AM";"RR";"PA";"AP";"TO";"MA";"PI";"CE";"RN";"PB";"PE";"AL";"SE";"BA";"MG";"ES";"RJ";"SP";"PR";"SC";"RS";"MS";"MT";"GO";"DF";"Total"
"Q40   Outr malform congen trato digestivo super";-;-;-;-;1;1;-;-;1;2;-;-;-;2;-;1;-;-;-;2;-;-;-;-;-;-;-;10
"Q41   Ausencia atresia estenose congen intest delg";-;-;3;1;4;-;-;2;3;3;1;4;7;1;5;10;5;-;5;16;3;1;-;2;3;1;1;81
"Q42   Ausencia atresia e estenose congen do colon";-;-;4;1;2;-;-;2;2;3;-;-;2;-;1;5;-;-;2;6;2;4;2;1;-;-;1;40
"Q43   Outr malformacoes congen do intestino";-;-;8;1;7;-;2;9;6;1;4;3;12;-;3;10;6;2;13;16;4;1;4;-;2;5;2;121
"Q44   Malform congen vesic biliar via biliar figad";-;-;2;-;2;-;-;4;-;-;2;2;5;1;-;4;5;1;6;10;3;-;1;2;1;1;1;53
"Q45   Outr malformacoes congen aparelho digestivo";-;-;3;1;4;-;-;-;-;1;-;-;1;1;-;2;2;-;1;3;1;1;-;-;-;-;-;21
"Q50   Malform cong ovario tromp Falopio lig largos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"Q52   Outr malformacoes congen org genitais femin";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;-;-;-;-;-;4
"Q55   Outr malformacoes congen org genitais masc";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;3
"Q56   Sexo indeterminado e pseudo-hermafroditismo";1;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;6
"Q60   Agenesia renal e outr defeitos reducao rim";-;1;4;-;4;-;-;7;1;12;1;4;9;1;3;5;7;3;13;36;15;2;8;2;2;3;1;144
"Q61   Doenc cisticas do rim";-;1;1;1;1;-;3;1;1;4;4;-;6;2;-;9;13;-;7;19;6;5;8;2;1;3;1;99
"Q62   Anom cong obstr pelv renal malf cong ureter";-;-;2;-;-;-;-;2;1;-;2;-;1;1;1;1;1;1;1;9;-;1;1;-;-;1;-;26
"Q63   Outr malformacoes congen do rim";1;-;-;-;1;-;-;1;1;4;-;-;1;-;-;-;2;-;5;8;-;3;1;2;1;2;1;34
"Q64   Outr malformacoes congen aparelho urinario";-;-;2;-;2;-;-;1;1;1;-;1;-;-;-;3;2;1;1;8;5;1;4;1;1;1;-;36
"Q66   Deform congen do pe";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q67   Deform osteom cong cabeca face coluna torax";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"Q74   Outr malformacoes congen dos membros";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;6
"Q75   Outr malformacoes congen ossos cranio e face";-;-;2;-;5;-;-;2;-;-;-;-;-;-;-;3;2;1;-;6;4;-;-;1;1;1;-;28
"Q76   Malform congen coluna vertebral ossos torax";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;5;1;-;-;-;-;-;-;9
"Q77   Osteocondr c/anom cresc ossos long col vert";1;-;3;-;2;1;-;-;3;3;-;1;1;-;-;4;4;3;4;5;1;1;2;-;3;1;1;44
"Q78   Outr osteocondrodisplasias";-;-;-;-;1;-;-;1;-;3;-;1;1;-;1;4;4;-;-;8;8;1;2;1;-;1;1;38
"Q79   Malformacoes congen sist osteomuscular NCOP";6;1;26;7;30;2;4;30;13;25;7;13;47;9;3;50;49;8;31;104;33;22;26;12;16;14;6;594
"Q80   Ictiose congen";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"Q81   Epidermolise bolhosa";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;3
"Q85   Facomatoses NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"Q86   Sindr c/malf cong dev causas exog conh NCOP";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;3
"Q87   Outr sindr c/malform cong q acomet mult sist";-;-;3;-;7;-;-;7;1;2;1;1;11;2;3;18;19;3;11;25;14;5;3;1;2;6;3;148
"Q89   Outr malformacoes congen NCOP";6;4;22;2;53;11;7;31;19;26;13;26;49;14;7;74;67;14;63;139;45;22;20;5;9;25;7;780
"Q90   Sindr de Down";2;2;3;1;6;1;1;6;5;5;4;4;13;2;-;6;11;6;18;33;8;4;8;-;5;12;4;170
"Q91   Sindr de Edwards e sindr de Patau";2;3;6;-;5;-;5;7;6;23;4;7;24;1;4;23;53;14;44;108;49;17;46;5;8;12;11;487
"Q92   Outr trissomias e trissom parc autoss NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;1;3;-;-;2;-;-;-;-;9
"Q93   Monossomias e delecoes dos autossomos NCOP";-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;-;1;2;-;1;1;-;-;-;2;11
"Q96   Sindr de Turner";-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;4
"Q97   Outr anom cromoss sexuais fenotipo fem NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q98   Outr anom cromoss sexuais fenotipo masc NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"Q99   Outr anomalias dos cromossomos NCOP";1;-;-;1;2;-;-;2;2;3;-;-;3;1;3;8;9;-;5;19;12;2;4;3;3;5;-;88
"R04   Hemorragia das vias respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2
"R06   Anormalidades da respiracao";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"R07   Dor de garganta e no peito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
"R09   Outr sint sinais relat ap circulat respirat";1;-;1;1;-;1;1;1;1;1;-;4;2;1;-;5;7;-;3;3;-;3;2;-;1;1;-;40
"R10   Dor abdominal e pelvica";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3
"R11   Nausea e vomitos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R14   Flatulencia e afeccoes correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"R17   Ictericia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"R31   Hematuria NE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R50   Febre origem desconhecida e outras origens";-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;5
"R56   Convulsoes NCOP";-;-;1;-;1;-;1;1;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;8
"R57   Choque NCOP";-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;1;2;-;1;3;-;1;-;1;-;-;-;13
"R60   Edema NCOP";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R68   Outr sint e sinais gerais";-;-;-;-;3;-;-;1;-;1;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;9
"R73   Aumento da glicemia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"R89   Achados anorms mat prov outr org ap sist tec";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R95   Sindr da morte subita na infancia";-;-;5;-;13;2;1;7;3;10;1;2;3;2;-;5;20;1;5;20;9;6;7;5;2;8;3;140
"R96   Outr mortes subitas de causa desconhecida";-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;2;1;-;-;4;1;1;-;-;-;1;-;15
"R98   Morte s/assist";2;2;24;2;24;-;2;10;13;2;-;1;3;-;-;3;4;-;-;13;3;-;-;-;4;-;-;112
"R99   Outr causas mal definidas e NE mortalidade";2;3;16;5;24;8;4;22;3;10;6;10;7;6;6;70;61;2;57;95;36;13;33;13;8;9;2;531
"V02   Pedestre traum colis veic motor 2 3 rodas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;-;-;-;-;-;4
"V03   Pedestre traum colis automov pickup caminhon";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2
"V04   Pedestre traum colis veic transp pesado onib";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2
"V09   Pedestre traum outr acid transp e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
"V22   Motocicl traum colis veic motor 2 3 rodas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V23   Motocicl traum colis automov pickup caminhon";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V28   Motociclista traum acid transp s/colis";-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"V29   Motociclista traum outr acid transp e NE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;3
"V40   Ocup automovel traum colis pedestre animal";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V43   Ocup automov traum col auto pickup caminhon";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;2;-;-;-;-;5
"V44   Ocup autom traum colis veic trans pesad onib";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;2;-;-;-;-;5
"V47   Ocup automovel traum colis obj fixo parado";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V48   Ocup automovel traum acid transp s/colis";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;1;-;-;2;-;-;7
"V49   Ocup automovel traum outr acid transp e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;3;-;1;1;-;-;1;-;9
"V54   Ocup caminhon traum col veic transp pes onib";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V77   Ocup onibus traum colis objeto fixo parado";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V89   Acid veic mot n-mot tipos de veic NE";-;-;-;1;2;-;1;1;-;1;-;-;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;10
"V91   Acid embarcacao causando outr tipo de traum";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V98   Outr acid transp espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"V99   Acid transp NE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3
"W01   Queda mesmo nivel escorr tropec passo falso";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"W04   Queda enquanto carreg apoiado p/outr pessoas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;1;-;5
"W06   Queda de um leito";-;-;1;-;-;-;-;2;-;2;-;-;3;-;-;-;-;-;2;-;-;1;-;1;2;-;-;14
"W07   Queda de uma cadeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"W08   Queda de outr tipo de mobilia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;4
"W10   Queda em ou de escadas ou degraus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"W13   Queda de ou p/fora edificios outr estruturas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"W17   Outr quedas de um nivel a outr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;3
"W18   Outr quedas no mesmo nivel";1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"W19   Queda s/especificacao";-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;7
"W20   Impacto caus objeto lanc projetado em queda";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"W23   Apert colhid comprim esmag dentro objetos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"W34   Projeteis de outr armas de fogo e das NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"W45   Penetracao corpo objeto estranho pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"W49   Exposicao outr forcas mecan inanimadas e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"W50   Golpe panc pontape mord escor infl outr pess";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W54   Mordedura ou golpe provocado p/cao";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"W66   Afogamento submersao consec queda banheira";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W67   Afogamento e submersao em piscina";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3
"W69   Afogamento e submersao em aguas naturais";-;-;1;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;6
"W70   Afogamento submersao conseq queda aguas nat";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;4
"W73   Outr afogamentos e submersao espec";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W74   Afogamento e submersao NE";1;-;-;-;-;2;-;-;-;-;-;-;2;-;-;2;-;-;1;-;1;-;-;-;-;-;-;9
"W75   Sufocacao e estrangulamento acid na cama";1;-;-;-;1;1;2;1;-;3;-;-;1;1;-;1;1;4;1;3;3;-;2;-;1;2;-;29
"W76   Outr enforcamento e estrangulamento acid";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"W77   Risco resp dev desmor queda terra outr subst";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W78   Inalacao do conteudo gastrico";3;-;5;3;7;2;-;4;2;1;4;6;32;-;6;8;11;7;33;28;34;8;23;11;5;6;3;252
"W79   Inalacao ingest aliment caus obstr trat resp";-;-;8;2;2;-;1;-;-;4;4;1;9;1;-;1;12;5;13;27;3;4;9;3;2;5;-;116
"W80   Inalac ingest outr obj caus obstr trat resp";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;1;1;-;-;6;-;-;-;2;1;2;-;16
"W83   Outr riscos espec a respiracao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"W84   Riscos NE a respiracao";1;-;1;1;2;-;1;-;-;2;3;1;2;-;3;8;3;3;65;56;-;1;3;-;1;2;-;159
"W87   Exposicao a corrente eletrica NE";-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;6
"W89   Expos fontes lumin artif visiv luz ultraviol";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"X00   Expos fogo n-contr edificio outr tipo constr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"X09   Exposicao a tipo NE de fumaca fogo chamas";-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;-;6
"X10   Contato bebid alim gord oleo cozinha quentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"X12   Contato c/outr liquidos quentes";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"X21   Contato c/aranhas venenosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"X30   Exposicao a calor natural excessivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"X36   Vitima avalanc desab terra out mov sup terr";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"X42   Envenen acid narcot psicodislepticos NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"X44   Envenen acid outr drog medic subst biolog NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"X49   Envenen acid outr subst quim nocivas e as NE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"X59   Exposicao a fatores NE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"X91   Agressao enforc estrangulamento sufocacao";-;-;-;-;1;-;1;1;-;-;-;-;-;1;-;-;-;-;-;7;-;-;2;-;-;-;-;13
"X92   Agressao p/meio de afogamento e submersao";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;3
"X93   Agressao disparo de arma de fogo de mao";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"X95   Agressao disparo outr arma de fogo ou NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;1;-;4
"X97   Agressao p/meio de fumaca fogo e chamas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"X99   Agressao objeto cortante ou penetrante";-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;1;-;-;7
"Y00   Agressao p/meio de um objeto contundente";-;-;-;1;1;1;-;-;-;-;-;-;2;-;-;-;-;-;1;1;-;-;-;-;1;-;-;8
"Y02   Agressao proj coloc vitima obj movimento";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Y04   Agressao p/meio de forca corporal";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;5
"Y05   Agressao sexual p/meio de forca fisica";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Y06   Negligencia e abandono";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;4
"Y07   Outr sindr de maus tratos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;3
"Y08   Agressao p/outr meios espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"Y09   Agressao p/meios NE";-;-;3;23;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;32
"Y11   Env antic sed hipn antip psic NCOP int n det";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"Y20   Enforc estrang sufoc intenc nao determinada";-;-;-;-;2;-;2;-;-;1;1;2;-;-;-;2;3;-;6;5;-;-;-;1;2;1;-;28
"Y21   Afogamento submersao intenc nao determinada";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Y28   Contato obj cortante penetrante intenc n det";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"Y29   Contato obj contundente intenc n det";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;-;-;5
"Y30   Queda salto empurr lugar elev intenc n det";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"Y33   Outr fatos ou eventos espec intenc n det";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;2
"Y34   Fatos ou eventos NE e intenc nao determinada";2;-;1;2;2;2;-;1;1;6;2;-;13;-;1;7;9;6;10;12;4;2;1;2;-;2;-;88
"Y59   Outr vacinas e subst biologicas e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"Y83   Reac anorm compl tard interv cirurg s/acid";-;-;-;-;-;-;-;6;-;-;5;1;1;-;-;1;2;-;2;2;2;-;-;-;-;-;-;22
"Y84   Reac anorm compl tard out proc med s/acid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;4
"Total";311;259;1241;264;2094;289;286;1627;702;1580;547;752;1633;659;565;2970;2942;585;2737;6443;1582;942;1429;485;747;1260;362;35293
