Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
Q63   Outr malformacoes congen do rim;-;-;-;-;1;2;-;-;1;1;2;-;-;-;-;-;5;3;3;7;1;-;3;-;1;2;2;34
Q64   Outr malformacoes congen aparelho urinario;-;-;-;-;3;-;-;1;-;1;1;-;2;-;1;-;5;-;3;1;2;1;2;-;1;-;2;26
Q67   Deform osteom cong cabeca face coluna torax;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;4
Q74   Outr malformacoes congen dos membros;-;-;-;-;1;-;-;1;1;-;1;-;-;-;1;1;-;-;-;1;-;-;-;1;-;-;-;8
Q75   Outr malformacoes congen ossos cranio e face;-;-;1;1;5;-;-;1;-;-;-;-;2;-;-;1;4;1;-;3;2;-;3;2;3;2;-;31
Q76   Malform congen coluna vertebral ossos torax;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;2;1;-;-;1;1;1;1;-;2;-;-;12
Q77   Osteocondr c/anom cresc ossos long col vert;-;-;-;-;-;1;-;-;1;4;1;-;2;1;1;4;5;1;3;13;6;3;2;-;1;-;1;50
Q78   Outr osteocondrodisplasias;-;1;2;-;-;-;-;1;1;-;1;2;5;1;-;2;2;-;3;4;2;4;1;2;-;1;-;35
Q79   Malformacoes congen sist osteomuscular NCOP;9;5;14;5;41;7;5;20;7;21;8;6;29;8;4;46;43;8;34;92;14;13;23;9;17;14;18;520
Q80   Ictiose congen;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
Q81   Epidermolise bolhosa;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;4
Q85   Facomatoses NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
Q86   Sindr c/malf cong dev causas exog conh NCOP;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;4
Q87   Outr sindr c/malform cong q acomet mult sist;1;-;3;2;3;-;1;2;3;8;3;-;4;-;-;6;6;1;9;25;5;5;6;3;4;2;5;107
Q89   Outr malformacoes congen NCOP;6;5;29;6;45;6;8;39;24;31;13;24;69;18;8;56;69;17;61;99;28;20;23;15;11;17;8;755
Q90   Sindr de Down;3;2;12;2;2;-;1;5;-;6;-;3;15;2;1;9;14;1;7;20;10;5;9;1;4;8;8;150
Q91   Sindr de Edwards e sindr de Patau;1;3;-;-;7;-;1;8;6;20;8;6;19;3;1;34;56;7;41;121;33;19;40;4;11;11;16;476
Q92   Outr trissomias e trissom parc autoss NCOP;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;2;1;3;3;3;-;-;-;-;1;-;16
Q93   Monossomias e delecoes dos autossomos NCOP;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;-;-;3;-;-;-;-;-;1;-;8
Q96   Sindr de Turner;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;3
Q98   Outr anom cromoss sexuais fenotipo masc NCOP;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
Q99   Outr anomalias dos cromossomos NCOP;2;1;1;-;7;-;-;7;3;1;3;3;3;-;2;6;14;-;7;17;6;6;-;1;-;4;1;95
R04   Hemorragia das vias respirat;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3
R05   Tosse;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R06   Anormalidades da respiracao;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R09   Outr sint sinais relat ap circulat respirat;2;1;4;-;5;-;1;4;1;-;2;2;1;-;1;3;3;-;1;2;3;1;-;1;1;1;-;40
R11   Nausea e vomitos;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R14   Flatulencia e afeccoes correlatas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
R16   Hepatomegalia e esplenomegalia NCOP;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R22   Tumefac massa tumoracao loc pele tec subcut;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
R50   Febre origem desconhecida e outras origens;1;-;2;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
R56   Convulsoes NCOP;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;5
R57   Choque NCOP;-;-;-;-;1;-;1;1;-;-;-;1;2;1;-;-;2;-;-;2;2;1;2;-;1;-;-;17
R58   Hemorragia NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
R63   Sint sinais relat ingestao alimentos liquid;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
R68   Outr sint e sinais gerais;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
R73   Aumento da glicemia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
R95   Sindr da morte subita na infancia;3;1;5;9;9;-;1;8;15;7;2;3;3;3;2;13;27;-;4;20;18;8;2;1;2;6;1;173
R96   Outr mortes subitas de causa desconhecida;-;-;2;2;1;1;-;8;-;1;-;2;1;5;2;1;2;-;-;5;2;-;-;-;1;-;-;36
R98   Morte s/assist;1;3;9;1;15;1;-;7;6;1;-;2;1;1;-;4;4;-;1;8;2;-;1;-;1;2;-;71
R99   Outr causas mal definidas e NE mortalidade;4;12;25;1;23;6;4;7;4;7;2;8;20;13;2;52;38;2;40;88;19;10;17;4;13;19;7;447
V02   Pedestre traum colis veic motor 2 3 rodas;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3
V03   Pedestre traum colis automov pickup caminhon;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;3
V04   Pedestre traum colis veic transp pesado onib;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
V09   Pedestre traum outr acid transp e NE;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;4
V19   Ciclista traum acid transp e NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
V23   Motocicl traum colis automov pickup caminhon;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
V28   Motociclista traum acid transp s/colis;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3
V29   Motociclista traum outr acid transp e NE;-;-;-;-;2;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6
V43   Ocup automov traum col auto pickup caminhon;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;2;-;-;-;-;7
V44   Ocup autom traum colis veic trans pesad onib;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;5
V47   Ocup automovel traum colis obj fixo parado;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;1;-;-;-;-;-;4
V48   Ocup automovel traum acid transp s/colis;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
V49   Ocup automovel traum outr acid transp e NE;-;-;-;-;-;-;2;-;-;-;1;1;-;-;-;2;1;-;-;2;-;1;-;-;-;-;-;10
V64   Ocup v tr pes tr col outr veic tr pes onib;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
V67   Ocup veic tr pesado traum col obj fixo parad;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
V68   Ocup veic tr pesado traum ac transp s/colis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
V69   Ocup veic tr pesado traum outr ac transp NE;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
V87   Acid trans tipo espec desconh mod transp vit;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;6
V89   Acid veic mot n-mot tipos de veic NE;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;2;-;1;-;1;-;1;9
V90   Acid embarcacao caus afogamento submersao;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
V99   Acid transp NE;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
W04   Queda enquanto carreg apoiado p/outr pessoas;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;-;-;-;-;-;1;-;6
W06   Queda de um leito;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;2;-;-;-;-;1;-;10
W07   Queda de uma cadeira;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
W08   Queda de outr tipo de mobilia;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;4
W09   Queda envolv equipamento de playground;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
W10   Queda em ou de escadas ou degraus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
W13   Queda de ou p/fora edificios outr estruturas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
W17   Outr quedas de um nivel a outr;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;6
W18   Outr quedas no mesmo nivel;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
W19   Queda s/especificacao;-;-;1;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;9
W20   Impacto caus objeto lanc projetado em queda;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
W23   Apert colhid comprim esmag dentro objetos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;3
W30   Contato c/maquinaria agricola;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
W54   Mordedura ou golpe provocado p/cao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
W64   Exposicao outr forcas mecan animadas e as NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
W66   Afogamento submersao consec queda banheira;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
W67   Afogamento e submersao em piscina;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3
W68   Afogamento submersao conseq queda piscina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
W69   Afogamento e submersao em aguas naturais;-;-;1;-;1;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
W73   Outr afogamentos e submersao espec;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;3
W74   Afogamento e submersao NE;-;-;2;1;5;1;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;1;-;15
W75   Sufocacao e estrangulamento acid na cama;-;-;-;-;2;-;1;1;-;1;-;-;-;-;1;1;1;2;2;6;5;2;4;2;5;1;3;40
W76   Outr enforcamento e estrangulamento acid;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
W78   Inalacao do conteudo gastrico;4;3;10;4;11;-;2;9;1;5;-;8;23;-;1;7;13;6;43;41;21;4;20;11;10;6;5;268
W79   Inalacao ingest aliment caus obstr trat resp;1;1;4;1;12;-;3;9;2;3;2;2;6;7;2;4;9;6;20;37;9;2;6;3;2;4;1;158
W80   Inalac ingest outr obj caus obstr trat resp;-;-;-;-;3;-;1;-;-;2;-;-;2;1;-;-;1;-;-;3;2;-;1;-;-;-;-;16
W83   Outr riscos espec a respiracao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
W84   Riscos NE a respiracao;-;-;1;1;-;-;1;1;-;4;1;3;3;4;3;10;3;10;67;47;-;1;6;1;3;2;-;172
W87   Exposicao a corrente eletrica NE;-;-;-;-;-;-;-;2;-;1;-;-;2;1;-;-;-;-;-;-;-;-;2;-;-;1;-;9
X09   Exposicao a tipo NE de fumaca fogo chamas;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;1;-;1;1;3;-;-;-;-;-;-;-;9
X12   Contato c/outr liquidos quentes;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;4
X17   Contato motores maquinas ferramentas quentes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
X22   Contato c/escorpioes;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X36   Vitima avalanc desab terra out mov sup terr;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X44   Envenen acid outr drog medic subst biolog NE;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
X48   Envenen acid p/e exposicao a pesticidas;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X58   Exposicao a outr fatores espec;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
X59   Exposicao a fatores NE;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;2;5;2;-;-;-;-;-;-;-;12
X91   Agressao enforc estrangulamento sufocacao;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;2;3;-;-;-;-;1;1;-;11
X92   Agressao p/meio de afogamento e submersao;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
X95   Agressao disparo outr arma de fogo ou NE;-;-;2;-;-;1;-;-;-;-;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;7
X97   Agressao p/meio de fumaca fogo e chamas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;3
X99   Agressao objeto cortante ou penetrante;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;-;-;-;4
Y00   Agressao p/meio de um objeto contundente;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
Y04   Agressao p/meio de forca corporal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;4
Y05   Agressao sexual p/meio de forca fisica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
Y06   Negligencia e abandono;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;1;-;4
Y07   Outr sindr de maus tratos;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;1;6
Y08   Agressao p/outr meios espec;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
Y09   Agressao p/meios NE;-;-;1;10;1;-;1;-;-;-;-;-;-;1;-;-;3;1;3;-;-;-;-;1;-;-;-;22
Y14   Env out drog med subst biolog e NE int n det;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
Y19   Env out prod quim subst noc e NE int n det;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
Y20   Enforc estrang sufoc intenc nao determinada;-;-;-;-;3;-;-;-;1;1;1;-;2;3;-;1;1;-;2;8;1;1;-;1;1;-;-;27
Y21   Afogamento submersao intenc nao determinada;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
Y26   Exposicao fumaca fogo chamas intenc n det;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
Y29   Contato obj contundente intenc n det;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;1;-;-;1;-;-;-;7
Y30   Queda salto empurr lugar elev intenc n det;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
Y33   Outr fatos ou eventos espec intenc n det;-;-;1;-;-;-;-;-;-;-;-;-;1;-;3;-;1;-;-;-;-;-;1;-;-;-;-;7
Y34   Fatos ou eventos NE e intenc nao determinada;2;-;1;1;3;-;-;1;-;8;1;-;5;-;1;2;14;-;3;15;4;1;2;2;2;-;-;68
Y48   Anestesicos e gases terapeuticos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
Y58   Vacinas bacter;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
Y83   Reac anorm compl tard interv cirurg s/acid;-;-;-;-;-;-;-;6;-;2;-;-;-;1;1;-;1;1;4;5;-;1;-;-;-;-;-;22
Y84   Reac anorm compl tard out proc med s/acid;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2
Total;297;306;1138;264;1973;313;296;1397;689;1312;526;698;1699;640;467;2608;2561;602;2411;5533;1372;863;1201;435;712;961;582;31856
