"Categoria CID-10";"RO";"AC";"AM";"RR";"PA";"AP";"TO";"MA";"PI";"CE";"RN";"PB";"PE";"AL";"SE";"BA";"MG";"ES";"RJ";"SP";"PR";"SC";"RS";"MS";"MT";"GO";"DF";"Total"
"Q40   Outr malform congen trato digestivo super";-;-;1;-;2;-;-;2;-;-;-;-;-;-;-;2;1;-;1;1;-;-;-;-;-;1;-;11
"Q41   Ausencia atresia estenose congen intest delg";2;-;3;2;4;-;1;5;2;5;1;2;5;1;2;7;4;-;3;14;4;4;2;-;1;4;-;78
"Q42   Ausencia atresia e estenose congen do colon";2;-;1;-;1;-;-;2;3;2;-;1;6;2;-;3;-;-;2;6;2;-;-;-;2;1;1;37
"Q43   Outr malformacoes congen do intestino";1;1;2;1;10;2;2;-;3;5;1;1;10;2;3;14;5;3;8;4;1;4;1;1;3;1;2;91
"Q44   Malform congen vesic biliar via biliar figad";1;-;2;1;3;-;-;4;2;-;-;1;3;1;-;6;2;-;1;13;2;-;2;3;1;2;-;50
"Q45   Outr malformacoes congen aparelho digestivo";-;-;-;2;2;1;-;1;-;-;-;-;-;-;-;5;1;-;2;5;-;-;-;1;-;1;-;21
"Q51   Malformacoes congen utero e do colo do utero";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q54   Hipospadias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"Q55   Outr malformacoes congen org genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;3
"Q56   Sexo indeterminado e pseudo-hermafroditismo";-;-;-;-;5;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;9
"Q60   Agenesia renal e outr defeitos reducao rim";2;1;-;-;2;1;-;-;-;5;6;2;7;2;3;9;23;1;6;32;10;4;13;3;3;11;5;151
"Q61   Doenc cisticas do rim";2;-;1;-;1;-;3;-;1;2;4;1;2;-;2;7;13;1;8;21;4;5;8;-;3;2;3;94
"Q62   Anom cong obstr pelv renal malf cong ureter";-;-;-;-;2;-;-;1;2;1;-;-;3;-;-;1;2;1;2;3;2;-;-;-;-;2;-;22
"Q63   Outr malformacoes congen do rim";-;-;-;1;5;-;2;4;1;1;1;-;2;-;1;3;4;1;3;10;2;3;3;-;1;-;1;49
"Q64   Outr malformacoes congen aparelho urinario";-;-;2;1;-;-;-;1;1;3;1;1;-;1;1;4;2;-;2;7;3;-;1;1;1;1;-;34
"Q67   Deform osteom cong cabeca face coluna torax";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;3
"Q68   Outr deform osteomusculares congen";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"Q74   Outr malformacoes congen dos membros";1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Q75   Outr malformacoes congen ossos cranio e face";-;1;-;-;5;2;2;-;-;-;-;-;3;-;-;-;4;1;-;5;1;1;2;1;-;1;-;29
"Q76   Malform congen coluna vertebral ossos torax";-;-;1;-;2;-;-;1;-;-;-;-;2;-;1;-;1;-;-;2;1;-;-;-;1;1;-;13
"Q77   Osteocondr c/anom cresc ossos long col vert";1;-;2;-;1;-;-;1;1;-;1;-;1;-;-;4;8;-;1;9;7;2;3;-;-;4;2;48
"Q78   Outr osteocondrodisplasias";-;-;-;-;1;1;1;2;-;2;-;-;1;1;1;3;2;-;2;4;2;2;2;1;1;1;2;32
"Q79   Malformacoes congen sist osteomuscular NCOP";8;3;39;6;33;5;10;16;7;20;7;11;33;4;10;51;52;13;38;97;24;15;28;10;19;18;15;592
"Q80   Ictiose congen";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"Q81   Epidermolise bolhosa";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;4
"Q86   Sindr c/malf cong dev causas exog conh NCOP";-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"Q87   Outr sindr c/malform cong q acomet mult sist";1;2;1;-;4;2;2;3;1;7;-;1;2;1;-;17;13;4;12;23;7;7;7;1;4;1;2;125
"Q89   Outr malformacoes congen NCOP";9;4;15;6;42;7;7;42;22;34;15;13;42;19;7;52;79;14;66;127;51;16;18;9;11;16;10;753
"Q90   Sindr de Down";3;2;4;-;3;1;-;2;4;9;1;3;12;3;2;17;14;5;18;27;13;4;7;1;8;6;1;170
"Q91   Sindr de Edwards e sindr de Patau";-;4;1;1;7;-;3;5;5;23;4;7;21;1;5;27;59;14;33;118;35;21;35;5;8;17;12;471
"Q92   Outr trissomias e trissom parc autoss NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;1;-;1;-;-;-;-;-;7
"Q93   Monossomias e delecoes dos autossomos NCOP";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;4;2;-;2;1;-;3;-;-;15
"Q96   Sindr de Turner";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"Q98   Outr anom cromoss sexuais fenotipo masc NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"Q99   Outr anomalias dos cromossomos NCOP";-;-;-;-;1;-;1;1;1;6;1;1;4;-;-;13;8;1;13;20;10;2;1;1;1;1;2;89
"R01   Sopros e outr ruidos cardiacos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"R04   Hemorragia das vias respirat";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"R06   Anormalidades da respiracao";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;4
"R09   Outr sint sinais relat ap circulat respirat";1;1;3;1;8;-;-;5;-;1;-;6;-;-;-;1;3;-;3;2;1;3;1;1;3;2;1;47
"R10   Dor abdominal e pelvica";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"R11   Nausea e vomitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"R16   Hepatomegalia e esplenomegalia NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"R50   Febre origem desconhecida e outras origens";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"R56   Convulsoes NCOP";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"R57   Choque NCOP";-;-;1;-;3;-;-;3;1;1;-;-;-;-;-;3;-;-;2;1;2;-;1;-;-;-;1;19
"R58   Hemorragia NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R60   Edema NCOP";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R62   Retardo do desenvolv fisiologico normal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"R68   Outr sint e sinais gerais";-;1;-;-;2;-;-;3;-;2;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;1;-;13
"R89   Achados anorms mat prov outr org ap sist tec";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R95   Sindr da morte subita na infancia";3;-;3;2;3;1;1;5;1;12;-;3;4;2;2;8;25;-;3;24;7;13;6;1;1;7;-;137
"R96   Outr mortes subitas de causa desconhecida";-;-;2;-;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;2;-;-;3;1;-;12
"R98   Morte s/assist";1;1;24;1;23;1;-;9;3;-;1;1;4;-;1;7;12;-;-;11;3;-;-;-;2;1;-;106
"R99   Outr causas mal definidas e NE mortalidade";2;3;22;1;36;1;-;22;4;13;3;9;11;8;6;61;50;2;49;108;28;7;20;8;18;11;5;508
"V02   Pedestre traum colis veic motor 2 3 rodas";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"V03   Pedestre traum colis automov pickup caminhon";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"V09   Pedestre traum outr acid transp e NE";-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"V12   Ciclista traum colis veic motor 2 3 rodas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V19   Ciclista traum acid transp e NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"V20   Motociclista traum colis pedestre animal";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V22   Motocicl traum colis veic motor 2 3 rodas";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V23   Motocicl traum colis automov pickup caminhon";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;3
"V24   Motocicl traum colis veic transp pesado onib";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"V27   Motocicl traum colis objeto fixo parado";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V29   Motociclista traum outr acid transp e NE";1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"V39   Ocup tricicl mot traum outr acid transp e NE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V43   Ocup automov traum col auto pickup caminhon";-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;2;3;-;-;-;1;2;-;12
"V44   Ocup autom traum colis veic trans pesad onib";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;2;-;-;-;1;-;6
"V47   Ocup automovel traum colis obj fixo parado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;3
"V48   Ocup automovel traum acid transp s/colis";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;5
"V49   Ocup automovel traum outr acid transp e NE";-;-;-;-;1;-;-;-;-;1;1;-;1;-;-;2;-;-;2;3;-;-;-;-;-;2;-;13
"V57   Ocup caminhonete traum colis obj fixo parado";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V68   Ocup veic tr pesado traum ac transp s/colis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"V69   Ocup veic tr pesado traum outr ac transp NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"V79   Ocup onibus traum outr acid transp e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"V80   Pess mont anim oc veic anim traum ac transp";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
"V87   Acid trans tipo espec desconh mod transp vit";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"V89   Acid veic mot n-mot tipos de veic NE";1;-;-;-;3;-;-;2;-;-;1;2;-;-;-;3;1;-;-;1;1;-;-;-;-;1;-;16
"V99   Acid transp NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"W04   Queda enquanto carreg apoiado p/outr pessoas";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"W06   Queda de um leito";-;-;1;-;-;-;1;1;-;1;-;-;-;-;-;2;2;1;1;1;1;-;-;-;1;-;-;13
"W07   Queda de uma cadeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"W10   Queda em ou de escadas ou degraus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
"W17   Outr quedas de um nivel a outr";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"W18   Outr quedas no mesmo nivel";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
"W19   Queda s/especificacao";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;5
"W20   Impacto caus objeto lanc projetado em queda";1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;4
"W31   Contato c/outr maquinas e c/as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W57   Morded picadas inseto outr artrop n-venen";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"W65   Afogamento submersao durante banho banheira";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"W67   Afogamento e submersao em piscina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"W68   Afogamento submersao conseq queda piscina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;3
"W69   Afogamento e submersao em aguas naturais";-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"W70   Afogamento submersao conseq queda aguas nat";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W73   Outr afogamentos e submersao espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;4
"W74   Afogamento e submersao NE";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;1;-;-;-;-;-;7
"W75   Sufocacao e estrangulamento acid na cama";1;2;1;-;1;-;2;2;1;-;1;-;3;-;-;1;3;4;1;8;1;1;3;2;2;2;1;43
"W78   Inalacao do conteudo gastrico";2;-;4;1;3;-;2;6;3;6;2;8;37;2;-;5;7;3;28;28;34;12;19;12;8;2;1;235
"W79   Inalacao ingest aliment caus obstr trat resp";-;-;2;3;2;2;3;3;2;4;-;4;8;1;2;3;8;2;13;25;2;7;8;5;2;5;3;119
"W80   Inalac ingest outr obj caus obstr trat resp";1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;2;1;2;-;-;-;-;-;-;10
"W83   Outr riscos espec a respiracao";-;1;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;2;-;-;1;-;-;-;-;8
"W84   Riscos NE a respiracao";2;1;1;-;3;-;-;-;-;3;2;3;1;3;6;7;6;3;64;63;2;-;7;3;3;1;1;185
"W87   Exposicao a corrente eletrica NE";-;-;1;-;1;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"W94   Expos alta baixa variacoes pressao atmosf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"X00   Expos fogo n-contr edificio outr tipo constr";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"X02   Exposicao fogo contr edif outr tipo constr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"X03   Expos fogo contr fora edif outr tipo constr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"X04   Exposicao combustao subst muito inflamavel";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"X09   Exposicao a tipo NE de fumaca fogo chamas";-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;1;5;1;-;-;-;-;-;-;11
"X12   Contato c/outr liquidos quentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"X22   Contato c/escorpioes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"X47   Intox acid outr gases e vapores";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"X58   Exposicao a outr fatores espec";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"X59   Exposicao a fatores NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;-;6
"X91   Agressao enforc estrangulamento sufocacao";-;-;1;1;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;2;-;-;1;-;-;-;-;9
"X92   Agressao p/meio de afogamento e submersao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"X95   Agressao disparo outr arma de fogo ou NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;4
"X97   Agressao p/meio de fumaca fogo e chamas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"X99   Agressao objeto cortante ou penetrante";-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;7
"Y00   Agressao p/meio de um objeto contundente";-;-;-;-;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;6
"Y04   Agressao p/meio de forca corporal";1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Y05   Agressao sexual p/meio de forca fisica";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;3
"Y06   Negligencia e abandono";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;1;1;-;7
"Y07   Outr sindr de maus tratos";-;-;1;1;-;-;-;1;-;-;-;-;1;-;1;1;2;-;1;2;1;-;-;-;-;1;2;15
"Y09   Agressao p/meios NE";-;-;11;29;-;-;-;-;2;-;-;-;-;-;-;1;1;-;2;1;-;-;-;-;1;-;-;48
"Y12   Envenen narcot psicodislept NCOP int n det";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"Y14   Env out drog med subst biolog e NE int n det";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"Y19   Env out prod quim subst noc e NE int n det";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Y20   Enforc estrang sufoc intenc nao determinada";-;1;1;-;-;-;-;2;-;1;1;-;3;-;2;-;1;-;2;2;1;1;1;-;3;1;-;23
"Y21   Afogamento submersao intenc nao determinada";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Y26   Exposicao fumaca fogo chamas intenc n det";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"Y28   Contato obj cortante penetrante intenc n det";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Y29   Contato obj contundente intenc n det";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;-;-;-;6;-;-;1;-;-;1;-;13
"Y33   Outr fatos ou eventos espec intenc n det";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"Y34   Fatos ou eventos NE e intenc nao determinada";1;-;2;3;2;-;-;-;1;4;-;-;12;-;-;7;11;2;4;11;2;-;-;2;-;4;-;68
"Y60   Cort punc perf hemorr acid cuid med cirurg";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Y83   Reac anorm compl tard interv cirurg s/acid";-;1;-;-;-;-;-;3;-;-;1;1;1;1;-;1;-;-;1;2;2;-;1;-;-;1;-;16
"Y84   Reac anorm compl tard out proc med s/acid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;2;3;-;-;-;-;-;-;-;9
"Total";357;273;1253;266;2134;294;323;1649;735;1594;564;703;1714;658;576;3121;2889;600;2794;6530;1613;950;1372;502;713;1234;453;35864
